alerta_id,tipo_alerta,severidad,score_alerta,estado,descripcion,fecha_creacion,fecha_cierre,es_falso_positivo,reglas_disparadas,acciones_recomendadas,analista_asignado
AL0000356,DISPOSITIVO_COMPROMETIDO,4,0.72,EN_INVESTIGACION,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0003547,2025-12-13T06:13:07Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_07
AL0000357,DISPOSITIVO_COMPROMETIDO,4,0.70,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0007947,2025-12-27T19:16:36Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_10
AL0000358,PATRON_SOSPECHOSO,4,0.77,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005002,2026-01-05T01:13:51Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_09
AL0000359,PATRON_SOSPECHOSO,4,0.74,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008534,2026-01-07T00:43:43Z,,true,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_03
AL0000360,DISPOSITIVO_COMPROMETIDO,4,0.75,EN_INVESTIGACION,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0005332,2026-01-07T10:58:08Z,,true,R4_DISPOSITIVO,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_17
AL0000361,DISPOSITIVO_COMPROMETIDO,4,0.66,CERRADA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0005794,2026-01-08T01:48:32Z,2026-01-16,false,R4_DISPOSITIVO,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_14
AL0000362,PATRON_SOSPECHOSO,4,0.72,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003538,2026-01-11T06:53:22Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_21
AL0000363,PATRON_SOSPECHOSO,4,0.68,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003690,2026-01-16T21:11:43Z,2026-01-22,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_11
AL0000364,PATRON_SOSPECHOSO,4,0.72,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001184,2026-01-17T08:38:22Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_13
AL0000365,PATRON_SOSPECHOSO,4,0.72,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005974,2026-01-19T12:49:00Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_17
AL0000366,PATRON_SOSPECHOSO,4,0.68,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007717,2026-01-20T19:14:01Z,2026-01-28,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_14
AL0000367,PATRON_SOSPECHOSO,4,0.68,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007600,2026-01-30T14:03:50Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_04
AL0000368,PATRON_SOSPECHOSO,4,0.70,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002963,2026-02-02T08:26:28Z,,true,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_05
AL0000369,ALTO_MONTO_INTERNACIONAL,4,0.69,ABIERTA,Alerta generada por ALTO_MONTO_INTERNACIONAL en transaccion TX0000844,2026-02-04T06:12:12Z,,false,R1_ALTO_MONTO_INTL|R7_GEO_MISMATCH|R8_HIGH_VALUE,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_07
AL0000370,VELOCIDAD_ANOMALA,4,0.71,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0002498,2026-02-06T02:43:36Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_02
AL0000371,PATRON_SOSPECHOSO,4,0.73,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007631,2026-02-06T23:33:01Z,2026-02-14,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_08
AL0000372,PATRON_SOSPECHOSO,4,0.71,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008799,2026-02-12T01:52:17Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_04
AL0000373,PATRON_SOSPECHOSO,4,0.66,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007710,2026-02-14T00:55:16Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_08
AL0000374,VELOCIDAD_ANOMALA,4,0.76,CERRADA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0008606,2026-02-16T04:13:05Z,2026-02-18,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_19
AL0000375,COMERCIO_BLACKLIST,4,0.71,ABIERTA,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0001586,2026-02-16T10:10:41Z,,false,R3_COMERCIO_BLACKLIST,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_18
AL0000376,PATRON_SOSPECHOSO,4,0.73,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002757,2026-02-22T04:24:26Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_10
AL0000377,COMERCIO_BLACKLIST,4,0.67,ABIERTA,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0003962,2026-02-23T05:28:46Z,,false,R3_COMERCIO_BLACKLIST|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_08
AL0000378,PATRON_SOSPECHOSO,4,0.75,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006623,2026-02-23T15:29:33Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_09
AL0000379,PATRON_SOSPECHOSO,4,0.68,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003096,2026-02-27T02:18:53Z,,false,R5_PATRON_RED,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_06
AL0000380,PATRON_SOSPECHOSO,4,0.68,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007640,2026-03-03T10:51:07Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_21
AL0000381,PATRON_SOSPECHOSO,4,0.75,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005164,2026-03-07T07:02:43Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_20
AL0000382,VELOCIDAD_ANOMALA,4,0.74,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0007754,2026-03-18T03:44:38Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_01
AL0000383,PATRON_SOSPECHOSO,4,0.73,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008671,2026-03-23T04:36:08Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_03
AL0000384,DISPOSITIVO_COMPROMETIDO,4,0.66,CERRADA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0006946,2026-03-29T09:33:18Z,2026-04-01,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_12
AL0000385,PATRON_SOSPECHOSO,4,0.69,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005449,2026-03-31T09:54:38Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_09
AL0000386,PATRON_SOSPECHOSO,4,0.77,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004294,2026-04-02T14:59:06Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_17
AL0000387,COMERCIO_BLACKLIST,4,0.76,EN_INVESTIGACION,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0006519,2026-04-04T13:49:23Z,,false,R3_COMERCIO_BLACKLIST,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_20
AL0000388,PATRON_SOSPECHOSO,4,0.76,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008829,2026-04-15T08:42:18Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_21
AL0000389,PATRON_SOSPECHOSO,4,0.72,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002311,2026-04-19T04:49:59Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_17
AL0000390,PATRON_SOSPECHOSO,4,0.75,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005717,2025-10-23T12:40:32Z,,true,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_20
AL0000391,PATRON_SOSPECHOSO,4,0.76,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0000527,2025-10-23T18:04:50Z,2025-11-04,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_09
AL0000392,ALTO_MONTO_INTERNACIONAL,4,0.73,EN_INVESTIGACION,Alerta generada por ALTO_MONTO_INTERNACIONAL en transaccion TX0005267,2025-10-25T07:17:22Z,,true,R1_ALTO_MONTO_INTL|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_18
AL0000393,PATRON_SOSPECHOSO,4,0.70,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001788,2025-10-26T02:31:21Z,,false,R5_PATRON_RED,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_03
AL0000394,PATRON_SOSPECHOSO,4,0.73,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006007,2025-10-26T04:28:25Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_10
AL0000395,DISPOSITIVO_COMPROMETIDO,4,0.70,EN_INVESTIGACION,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0005437,2025-10-27T03:24:46Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_05
AL0000396,DISPOSITIVO_COMPROMETIDO,4,0.76,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0005209,2025-10-30T02:12:08Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_19
AL0000397,PATRON_SOSPECHOSO,4,0.66,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002537,2025-11-02T02:38:44Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_19
AL0000398,PATRON_SOSPECHOSO,4,0.73,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005450,2025-11-12T13:32:59Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_22
AL0000399,COMERCIO_BLACKLIST,4,0.69,ABIERTA,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0001384,2025-11-17T23:51:18Z,,false,R3_COMERCIO_BLACKLIST,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_02
AL0000400,PATRON_SOSPECHOSO,4,0.75,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008494,2025-11-19T07:05:35Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_10
AL0000401,DISPOSITIVO_COMPROMETIDO,4,0.67,EN_INVESTIGACION,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0005406,2025-11-19T23:53:17Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_21
AL0000402,COMERCIO_BLACKLIST,4,0.72,ABIERTA,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0006129,2025-11-22T14:19:28Z,,false,R3_COMERCIO_BLACKLIST|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_16
AL0000403,PATRON_SOSPECHOSO,4,0.71,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006226,2025-11-27T13:46:19Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_15
AL0000404,PATRON_SOSPECHOSO,4,0.72,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0000929,2025-12-05T02:03:57Z,,true,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_20
AL0000405,PATRON_SOSPECHOSO,4,0.70,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006259,2025-12-08T05:06:26Z,2025-12-10,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_15
AL0000406,PATRON_SOSPECHOSO,4,0.74,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005605,2025-12-09T03:20:16Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_17
AL0000407,VELOCIDAD_ANOMALA,4,0.72,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0004198,2025-12-10T03:04:46Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_13
AL0000408,PATRON_SOSPECHOSO,4,0.76,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003252,2025-12-12T16:42:16Z,2025-12-22,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_21
AL0000409,PATRON_SOSPECHOSO,4,0.68,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007583,2025-12-13T04:25:09Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_19
AL0000410,PATRON_SOSPECHOSO,4,0.73,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005626,2025-12-13T23:52:25Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_11
AL0000411,PATRON_SOSPECHOSO,4,0.74,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008578,2025-12-14T01:30:45Z,,false,R5_PATRON_RED,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_20
AL0000412,PATRON_SOSPECHOSO,4,0.73,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008116,2025-12-14T03:25:53Z,2025-12-16,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_03
AL0000413,PATRON_SOSPECHOSO,4,0.77,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0000980,2025-12-18T20:27:14Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_09
AL0000414,PATRON_SOSPECHOSO,4,0.69,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006094,2025-12-20T22:30:19Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_15
AL0000415,PATRON_SOSPECHOSO,4,0.66,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006821,2025-12-21T01:55:19Z,,false,R5_PATRON_RED,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_08
AL0000416,PATRON_SOSPECHOSO,4,0.67,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008744,2025-12-25T08:02:21Z,2026-01-05,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_01
AL0000417,COMERCIO_BLACKLIST,4,0.67,ABIERTA,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0008686,2026-01-01T07:15:27Z,,false,R3_COMERCIO_BLACKLIST|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_09
AL0000418,DISPOSITIVO_COMPROMETIDO,4,0.66,CERRADA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0008236,2026-01-02T21:18:19Z,2026-01-14,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_11
AL0000419,PATRON_SOSPECHOSO,4,0.69,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006399,2026-01-05T03:56:22Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_16
AL0000420,VELOCIDAD_ANOMALA,4,0.74,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0002904,2026-01-06T16:23:48Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_03
AL0000421,DISPOSITIVO_COMPROMETIDO,4,0.67,EN_INVESTIGACION,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0005429,2026-01-09T23:31:43Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_07
AL0000422,DISPOSITIVO_COMPROMETIDO,4,0.75,EN_INVESTIGACION,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0008163,2026-01-18T14:48:02Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_06
AL0000423,PATRON_SOSPECHOSO,4,0.72,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001022,2026-01-29T06:04:10Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_07
AL0000424,DISPOSITIVO_COMPROMETIDO,4,0.69,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0007393,2026-02-03T23:58:01Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_17
AL0000425,VELOCIDAD_ANOMALA,4,0.75,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0007501,2026-02-08T04:57:14Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_11
AL0000426,PATRON_SOSPECHOSO,4,0.71,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006870,2026-02-11T11:10:16Z,2026-02-20,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_12
AL0000427,PATRON_SOSPECHOSO,4,0.75,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002844,2026-02-14T04:21:30Z,,true,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_17
AL0000428,PATRON_SOSPECHOSO,4,0.66,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008264,2026-02-27T14:36:19Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_01
AL0000429,PATRON_SOSPECHOSO,4,0.75,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001938,2026-03-01T07:03:15Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_14
AL0000430,PATRON_SOSPECHOSO,4,0.67,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004959,2026-03-01T19:20:38Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_01
AL0000431,VELOCIDAD_ANOMALA,4,0.69,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0007220,2026-03-02T00:35:46Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_16
AL0000432,PATRON_SOSPECHOSO,4,0.76,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003318,2026-03-07T21:49:57Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_01
AL0000433,PATRON_SOSPECHOSO,4,0.75,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008480,2026-03-08T03:19:04Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_17
AL0000434,PATRON_SOSPECHOSO,4,0.75,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001766,2026-03-25T22:07:51Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_11
AL0000435,PATRON_SOSPECHOSO,4,0.67,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001142,2026-03-26T05:30:08Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_09
AL0000436,DISPOSITIVO_COMPROMETIDO,4,0.72,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0007078,2026-04-06T02:47:02Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_11
AL0000437,VELOCIDAD_ANOMALA,4,0.73,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0006565,2026-04-11T19:33:48Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_22
AL0000438,PATRON_SOSPECHOSO,4,0.70,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006468,2026-04-14T19:01:16Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_02
AL0000439,PATRON_SOSPECHOSO,4,0.70,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004844,2026-04-17T15:09:02Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_22
AL0000440,VELOCIDAD_ANOMALA,4,0.66,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0007634,2026-04-17T23:11:38Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_01
AL0000441,PATRON_SOSPECHOSO,4,0.71,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002866,2026-04-18T07:31:24Z,2026-04-23,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_08
AL0000442,VELOCIDAD_ANOMALA,4,0.75,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0007735,2025-11-04T17:41:23Z,,false,R2_VELOCIDAD,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_02
AL0000443,PATRON_SOSPECHOSO,4,0.65,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002476,2025-11-05T14:14:42Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_15
AL0000444,VELOCIDAD_ANOMALA,4,0.64,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0005070,2025-11-07T05:41:15Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_21
AL0000445,DISPOSITIVO_COMPROMETIDO,4,0.65,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0002323,2025-11-08T17:05:36Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_20
AL0000446,PATRON_SOSPECHOSO,4,0.74,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004274,2025-11-13T04:08:11Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_17
AL0000447,DISPOSITIVO_COMPROMETIDO,4,0.74,EN_INVESTIGACION,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0004349,2025-11-17T21:54:50Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_21
AL0000448,PATRON_SOSPECHOSO,4,0.68,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006522,2025-11-21T05:00:40Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_17
AL0000449,VELOCIDAD_ANOMALA,4,0.73,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0001667,2025-11-22T12:36:43Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_22
AL0000450,VELOCIDAD_ANOMALA,4,0.69,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0003337,2025-11-22T21:04:11Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_03
