dispositivo_id,fingerprint,tipo_dispositivo,sistema_operativo,app_version,ip_publica,imei_hash,rooteado,emulador,idiomas,fecha_registro,ultima_actividad,confianza
D000137,fp_5477b31fa441047dab90,LAPTOP,Ubuntu 22.04,4.12.5,36.206.125.133,h_870205149fb655c8b4cb01,false,false,es-GT,2024-06-01,2026-04-13T06:55:25Z,0.96
D000138,fp_6553da809906709b85e8,MOBILE,Android 14,3.20.9,149.52.91.153,h_9c350936a1dc3685612790,true,false,es-GT,2025-09-24,2026-01-20T10:18:50Z,0.65
D000139,fp_38b178d4ac34aadece72,MOBILE,Android 13,3.15.3,164.186.82.90,h_5f3ec0c02749c3a1638f1c,false,false,es-GT|en-US,2022-12-09,2026-04-19T03:41:30Z,0.94
D000140,fp_e7f3f23d5e32a9f5f3bd,MOBILE,Android 14,3.11.7,165.238.157.214,h_8a6c61787d17177f417f6f,false,false,es-GT|en-US,2020-09-28,2026-02-08T13:07:13Z,0.74
D000141,fp_dc759987ced740b9a11f,MOBILE,iOS 17,3.8.3,179.15.219.21,h_a4eee7f0ceb2650a9a2cba,false,false,es-GT|en-US,2026-01-06,2026-01-14T11:07:29Z,0.93
D000142,fp_c9f90426c0289ea5725f,LAPTOP,Windows 11,2.5.3,154.27.197.61,h_5a42a67d3a85c2fc8b016b,false,false,es-GT|en-US,2025-07-30,2026-04-20T01:30:27Z,0.97
D000143,fp_0c2ad10700295110ce74,MOBILE,Android 13,2.11.9,149.65.234.127,h_8f0b7e9025f57e94c97100,false,false,es-GT|en-US,2025-08-14,2026-01-20T20:55:27Z,0.77
D000144,fp_cfd227f34e6eaf4a717a,TABLET,iPadOS 17,4.11.0,157.13.156.105,h_ec85a954da935b89c6b2c7,false,false,es-GT|en-US,2021-12-09,2026-01-04T07:31:13Z,0.90
D000145,fp_d61f7d2990c844195b27,LAPTOP,Ubuntu 22.04,3.3.6,137.123.12.215,h_1bb0cf51e0bc66854756c0,false,false,es-GT,2020-12-27,2026-02-28T12:49:07Z,0.82
D000146,fp_def8290b6ae00cd60486,LAPTOP,Ubuntu 22.04,4.4.1,180.101.61.127,h_1eeda76faee196cb9d2345,false,false,es-GT,2020-05-20,2026-01-11T19:46:59Z,0.96
D000147,fp_53efb018b6c289713693,MOBILE,Android 14,2.16.8,70.240.208.95,h_5f9fa4f0cc870195ae7164,false,false,es-GT,2022-12-13,2026-01-14T19:34:41Z,0.82
D000148,fp_b19cb923b6226602fa07,MOBILE,iOS 17,3.17.1,138.76.146.252,h_58483a3a65990e87b86ee8,false,false,es-GT,2024-10-18,2026-03-13T20:26:34Z,0.94
D000149,fp_227ca4ffb37fe19ddd86,LAPTOP,Windows 11,4.13.5,133.164.228.112,h_84feb309adbd3eae5419da,true,false,es-GT,2021-03-25,2026-03-15T12:27:14Z,0.56
D000150,fp_83462d6b2f786707c576,MOBILE,Android 14,3.3.3,148.7.180.170,h_b7f653007d8f6b211c0863,false,true,es-GT|en-US,2022-04-24,2026-01-12T14:27:07Z,0.82
D000151,fp_eff29cc531648ea998c6,MOBILE,iOS 18,3.10.8,83.221.104.144,h_ae7d3303c16f19ad8bb0a2,false,false,es-GT,2022-04-18,2026-01-28T13:26:07Z,0.85
D000152,fp_64b5102d0a5203e7c33d,LAPTOP,Windows 10,4.14.4,92.136.124.68,h_3c36969b4629df98292720,false,false,es-GT,2022-03-06,2026-03-25T13:23:51Z,0.83
D000153,fp_61432aaae47852e61fff,MOBILE,Android 14,4.9.5,138.242.185.80,h_acefc509ccbc1df546c610,false,false,es-GT,2023-12-07,2026-04-11T02:57:21Z,0.72
D000154,fp_f518104ac0721137b561,TABLET,iPadOS 17,2.8.2,46.236.252.45,h_0b2a95b7fe7d0a4123a14f,false,false,es-GT|en-US,2023-04-29,2026-04-19T18:21:05Z,0.81
D000155,fp_d410b4da0fe3093df517,MOBILE,Android 13,3.4.6,66.199.103.248,h_1043f786911bbafb91f284,false,false,es-GT,2024-10-08,2026-01-09T01:30:21Z,0.94
D000156,fp_e93cc423ab576953cded,MOBILE,iOS 18,2.9.7,51.129.4.157,h_1b9bd26a940a93afe33935,false,false,es-GT,2020-02-06,2026-02-13T14:13:37Z,0.96
D000157,fp_a1995d229113c7b2a47a,MOBILE,iOS 18,2.1.9,24.4.88.110,h_33cde6651d3f5a8040d8dd,false,false,es-GT|en-US,2024-05-13,2026-04-05T18:32:41Z,0.98
D000158,fp_961d84ef588138603485,MOBILE,Android 13,2.8.0,87.102.178.95,h_6ae15b7bb2135b4ab9ea5f,false,false,es-GT|en-US,2025-01-06,2026-04-15T17:48:18Z,0.89
D000159,fp_8a70bf04a8f5216cd965,LAPTOP,Windows 11,3.18.4,196.229.10.67,h_d3ca3775b1118ac8b2753d,false,false,es-GT,2025-07-28,2026-03-15T21:24:47Z,0.94
D000160,fp_ce199fae24efce6502ae,MOBILE,iOS 18,4.8.6,42.123.95.195,h_f0da55ded16d29d4900c18,false,false,es-GT,2024-02-16,2026-01-19T12:00:02Z,0.92
D000161,fp_b15db91ed6451c1d03bf,TABLET,Android 13,2.13.4,123.203.226.20,h_1698403546ab1d2f92d1bb,false,false,es-GT,2020-05-31,2026-02-11T05:05:37Z,0.90
D000162,fp_53541ee35a7f84ecb0e7,LAPTOP,Windows 11,2.11.2,186.52.207.248,h_0daa2600b480c12004d1dd,false,false,es-GT,2023-07-01,2026-02-18T15:35:05Z,0.96
D000163,fp_19988a2aad71010e982a,MOBILE,Android 14,2.7.1,30.132.222.194,h_864b7ed0b057036c9ddd94,false,false,es-GT,2023-12-04,2026-03-03T03:00:57Z,0.94
D000164,fp_cd7923f98c3737d911d7,MOBILE,Android 13,3.19.0,77.250.32.178,h_1f452640ca688aebcd0a5b,false,false,es-GT|en-US,2020-08-03,2026-02-14T12:40:34Z,0.98
D000165,fp_a6abdb1a5f2c27b685d4,MOBILE,Android 13,4.9.4,99.193.183.86,h_8033555d9d30eda7eb69cc,false,true,es-GT|en-US,2020-07-16,2026-01-01T05:57:01Z,0.65
D000166,fp_22897536da6e0acb43cf,MOBILE,Android 14,4.0.7,118.123.23.115,h_bbaf42c92620fd57ac3fd6,false,false,es-GT|en-US,2021-06-18,2026-02-20T05:02:31Z,0.89
D000167,fp_2782c7ca03a648d2819b,MOBILE,iOS 18,3.11.3,171.161.211.229,h_f06d3a8c060d2c5abd4839,false,false,es-GT,2025-01-23,2026-03-15T06:51:37Z,0.82
D000168,fp_efce45872c7ddd61cca8,MOBILE,iOS 18,2.15.0,101.167.90.101,h_525a81c4c20210eda3d9ab,false,false,es-GT,2020-05-24,2026-02-14T11:46:06Z,0.98
D000169,fp_ab5b92171726419380c9,LAPTOP,Windows 10,3.5.1,122.142.28.2,h_0b82c3661b6d4bc241bd28,false,false,es-GT,2023-01-24,2026-02-16T16:13:31Z,0.83
D000170,fp_41643724a97e78375048,MOBILE,iOS 18,4.0.8,100.223.5.225,h_e86402f23802fa31963f1b,false,false,es-GT|en-US,2025-12-12,2026-03-08T23:32:06Z,0.88
D000171,fp_8902e6a0451a794402e7,MOBILE,Android 14,4.4.2,31.40.127.162,h_39e7cab9584e570945ad4f,false,false,es-GT,2020-03-26,2026-03-01T07:19:28Z,0.77
D000172,fp_24fb07c1d66d0535a855,MOBILE,Android 13,4.8.9,136.169.1.46,h_bce0f6a20b660a94046db1,false,false,es-GT|en-US,2020-04-08,2026-03-07T14:59:51Z,0.87
D000173,fp_6ab603d7249cd09a0fc3,LAPTOP,macOS 14,2.20.8,40.41.243.59,h_fffec2f4a97bca20203075,false,false,es-GT,2023-11-08,2026-03-21T07:42:59Z,0.95
D000174,fp_e9fa8e7ff878de10ecef,MOBILE,iOS 18,2.2.3,31.159.58.168,h_3e224ee277d666c90bfa02,false,false,es-GT,2025-03-14,2026-03-12T17:57:01Z,0.82
D000175,fp_175215204208b6f0f688,MOBILE,Android 13,3.10.7,45.162.206.37,h_77a4196b652fed613df372,false,false,es-GT|en-US,2021-03-12,2026-01-09T19:02:50Z,0.72
D000176,fp_1ef4306d50280af73595,LAPTOP,Windows 10,4.13.8,58.91.67.153,h_69855d9a2ceb536ea8face,false,false,es-GT|en-US,2021-07-20,2026-01-15T21:51:43Z,0.79
D000177,fp_587878788901862d008f,MOBILE,Android 14,3.9.2,75.244.250.99,h_29f74c9b908595f771d02e,false,false,es-GT,2023-05-08,2026-02-21T12:35:02Z,0.84
D000178,fp_566282d948cd910be81f,LAPTOP,Windows 11,4.10.9,165.165.1.106,h_f38358e4d5371b90c461fa,false,false,es-GT,2023-10-31,2026-02-21T02:56:01Z,0.91
D000179,fp_fa7562fe0ad9aaee790d,MOBILE,iOS 17,3.4.6,55.210.59.207,h_c54463e1a14c289c185db6,false,false,es-GT,2023-02-03,2026-03-12T00:06:26Z,0.89
D000180,fp_7d1cde7574cf197ec761,MOBILE,iOS 17,4.9.9,26.72.227.16,h_33d7c93dd1c5bcb2207cdd,true,false,es-GT|en-US,2026-03-01,2026-02-04T17:19:44Z,0.62
D000181,fp_4c4344a2d0a18c976f1d,LAPTOP,Ubuntu 22.04,2.19.6,95.111.121.92,h_ca8f96db5173b0437d92f1,false,false,es-GT,2020-01-01,2026-01-26T19:42:15Z,0.78
D000182,fp_50f42c23197a00fabb8b,MOBILE,iOS 18,4.20.6,61.63.203.189,h_8c39040bf017afb1962609,false,false,es-GT|en-US,2022-08-17,2026-02-16T09:28:34Z,0.91
D000183,fp_c0b7eb7378e07d4e5a37,MOBILE,iOS 17,4.1.8,168.200.152.161,h_1a292ead74d10a721a63fa,false,false,es-GT,2021-08-14,2026-02-04T19:03:21Z,0.74
D000184,fp_fac760cd5fb16d48acbf,LAPTOP,macOS 14,2.0.4,26.238.149.197,h_51f60250000fdcd280641a,false,false,es-GT,2021-07-29,2026-01-07T03:50:35Z,0.89
D000185,fp_2126aaed5dc3f43ec2e4,MOBILE,iOS 18,2.6.1,34.50.98.198,h_68574aa5b26f36b214d55f,false,false,es-GT,2025-04-01,2026-04-06T05:35:38Z,0.81
D000186,fp_ff3b239b7d2db0d19e8f,LAPTOP,Ubuntu 22.04,4.1.2,115.26.12.17,h_f205757f95d162651b8f1c,false,false,es-GT,2021-05-01,2026-01-23T14:13:33Z,0.95
D000187,fp_f9efcc21254a7c09f992,MOBILE,Android 13,4.20.4,152.140.171.198,h_f12d9c4dd55393b3759dd5,false,false,es-GT|en-US,2021-04-12,2026-03-28T00:42:25Z,0.83
D000188,fp_6a151139c79ffc75ee3b,MOBILE,iOS 18,4.10.2,84.183.36.172,h_42f41d3ad856ca9bfdfb88,false,false,es-GT|en-US,2023-05-07,2026-04-04T04:08:09Z,0.92
D000189,fp_f15106d78cbae5db9d9b,TABLET,iPadOS 17,3.5.0,155.15.246.190,h_4de1202df7e964b66f8eb6,false,false,es-GT,2020-04-22,2026-04-17T06:16:55Z,0.95
D000190,fp_2ea76a8a0203811ce4b7,MOBILE,Android 14,3.13.0,156.45.247.102,h_23c5708b4bb62b4b66aac7,false,false,es-GT,2022-11-01,2026-03-09T03:01:54Z,0.86
D000191,fp_01783fb2a6cae8e48cd7,LAPTOP,Windows 11,2.18.5,149.175.233.192,h_359b70288ae8350661d06d,false,false,es-GT,2021-12-23,2026-04-02T20:11:44Z,0.72
D000192,fp_36057a6cf7b97456abd9,MOBILE,Android 14,3.18.9,187.179.39.196,h_36701f93fd28b3e9992817,false,false,es-GT,2025-09-28,2026-01-26T00:18:36Z,0.77
D000193,fp_94918e1b79fa58092c3a,MOBILE,Android 14,2.2.0,95.244.180.175,h_a44e7510f26093dc6cc079,false,false,es-GT,2023-05-12,2026-02-12T23:41:23Z,0.76
D000194,fp_d1b7e9639f8c752a6aad,MOBILE,iOS 17,4.2.2,187.3.24.95,h_fcf0016a6c26438e84b4a3,false,false,es-GT|en-US,2020-02-01,2026-04-12T16:28:05Z,0.89
D000195,fp_abb4e4d8453d7ae4b2bd,MOBILE,Android 14,3.10.7,196.191.31.210,h_c8385078d30a1647941bb4,false,false,es-GT|en-US,2025-05-15,2026-01-02T12:43:36Z,0.84
D000196,fp_b46c3ae267877dbe4f22,MOBILE,Android 13,3.18.1,193.103.159.162,h_c20c9beabb10d96c4f0e85,false,false,es-GT,2024-07-24,2026-03-07T17:45:06Z,0.80
D000197,fp_8ecc1f1fe180318234cd,MOBILE,iOS 18,2.7.3,170.236.114.246,h_bf1f48becbedbf1112cb28,false,false,es-GT,2021-02-21,2026-02-13T02:16:06Z,0.84
D000198,fp_6050ae1cc9bfce584546,LAPTOP,macOS 14,4.4.0,178.29.124.29,h_405cdaf48ff76e089e1ebd,false,false,es-GT|en-US,2023-07-07,2026-02-02T18:06:23Z,0.87
D000199,fp_2c48df0bc6d1f69a622c,MOBILE,Android 14,4.13.6,124.37.195.209,h_e806cfd311c5778ba8876d,false,false,es-GT|en-US,2023-01-22,2026-01-05T00:46:50Z,0.87
D000200,fp_4b283a068eeadc136bd2,MOBILE,iOS 18,3.8.9,199.43.180.52,h_3d39547d0cd37902d8b324,false,false,es-GT,2020-12-15,2026-02-25T00:36:13Z,0.74
D000201,fp_279dc8903ff9b2f4bead,MOBILE,iOS 18,4.14.8,182.125.77.11,h_fdbafc8e136ed19038e925,false,false,es-GT|en-US,2020-04-28,2026-03-29T22:20:33Z,0.76
D000202,fp_2707b664a00db4c37d98,LAPTOP,Ubuntu 22.04,4.11.7,111.183.122.115,h_35074d68cd545db22ee7ea,false,false,es-GT|en-US,2024-04-04,2026-02-21T22:17:48Z,0.77
D000203,fp_b4f7ed944b31b2873f07,MOBILE,iOS 17,2.6.3,27.84.10.28,h_1fda8ccb53430e7a48a88d,false,false,es-GT,2021-01-10,2026-03-29T12:42:14Z,0.73
D000204,fp_dddd0758d2cb5519f174,LAPTOP,Windows 11,3.15.2,125.56.100.218,h_e8cb305e188a65345315e5,false,false,es-GT,2024-11-18,2026-02-16T04:07:18Z,0.93
D000205,fp_53cf8bb19b40e199c822,MOBILE,iOS 18,2.16.9,123.7.35.146,h_fd4e5c81cfb2132211869d,false,false,es-GT,2022-11-19,2026-04-19T02:09:30Z,0.84
D000206,fp_15f7e0e445cd16cd85df,MOBILE,iOS 17,2.20.5,119.192.80.115,h_1658f419857378863e0ee4,false,false,es-GT,2024-08-26,2026-02-25T20:58:33Z,0.80
D000207,fp_c4b9ce730980cee62940,TABLET,iPadOS 17,4.0.3,132.166.122.62,h_b69d23c031c8f0f32484c8,false,false,es-GT,2024-06-30,2026-01-01T14:39:07Z,0.75
D000208,fp_985ecb39600e59113fff,LAPTOP,Ubuntu 22.04,3.0.4,125.150.219.225,h_e3e63e78f571d03dbf1e9e,false,false,es-GT,2020-04-12,2026-03-18T15:29:30Z,0.81
D000209,fp_9dd1e29ccb55c4776755,MOBILE,Android 14,2.4.0,139.67.164.83,h_321a0a8f5e9c568e835076,false,false,es-GT,2021-05-01,2026-01-12T18:15:38Z,0.94
D000210,fp_927a45ac303dd53d8df3,MOBILE,Android 14,4.13.3,172.108.125.38,h_98e22b153fe7cfd4d93fc3,true,false,es-GT,2021-11-20,2026-01-03T05:27:32Z,0.57
D000211,fp_5fb4d0bc6cfe52355413,LAPTOP,Windows 10,2.12.4,31.193.86.11,h_eca667f97d62071699276b,false,false,es-GT,2024-12-10,2026-04-04T03:36:38Z,0.76
D000212,fp_3c1eb7f623d43259ec63,TABLET,iPadOS 17,3.18.4,23.210.198.65,h_ad79d3bf2573516c69ff4f,false,false,es-GT,2024-02-17,2026-01-13T00:18:55Z,0.81
D000213,fp_8f9c650798a85ea261c5,MOBILE,Android 14,4.10.2,63.120.225.125,h_b01e12d610e44eabc27063,false,false,es-GT,2024-04-15,2026-03-29T05:03:26Z,0.79
D000214,fp_07a91b500faca6118f2f,TABLET,Android 13,3.15.3,51.135.73.237,h_f299a7ca1f7773f3d7336b,false,false,es-GT|en-US,2026-02-24,2026-04-01T04:17:41Z,0.90
D000215,fp_7d58cad35ed95b670256,MOBILE,iOS 18,3.0.5,198.184.245.18,h_ac1369cbf8b9f2ab701baa,false,false,es-GT|en-US,2024-05-15,2026-01-06T13:15:56Z,0.82
D000216,fp_72a751a1bb47d8b36224,MOBILE,Android 13,3.3.0,120.252.151.101,h_6517b9103d9a07337d9945,false,false,es-GT,2024-03-14,2026-03-12T05:33:07Z,0.78
D000217,fp_e2096d7dd8f1711ee6b5,MOBILE,Android 14,2.6.4,55.49.88.96,h_53e518f79acfa2c89d742f,false,false,es-GT|en-US,2022-09-17,2026-01-16T23:00:34Z,0.91
D000218,fp_39eeb6d434778715b233,TABLET,Android 13,3.15.4,115.230.220.159,h_51ed73046935840d5139f2,false,false,es-GT,2022-01-12,2026-04-20T21:25:29Z,0.80
D000219,fp_8ce468b5057b97471a91,MOBILE,iOS 18,4.12.6,186.197.222.59,h_a0b73b2a3bd57919778494,false,false,es-GT,2023-10-22,2026-03-01T06:20:02Z,0.89
D000220,fp_73ef9bce2ab593562b6a,MOBILE,iOS 18,3.3.7,92.81.243.242,h_3505bb873dcb676090e847,false,false,es-GT|en-US,2021-12-05,2026-01-28T22:40:58Z,0.75
D000221,fp_0fac01ac03ddcd06122e,MOBILE,iOS 18,2.2.0,108.150.250.234,h_1b6fbf9a654fa901e3377c,false,false,es-GT|en-US,2021-05-20,2026-03-23T17:00:45Z,0.85
D000222,fp_01d9be5a01548604e9ea,MOBILE,Android 13,4.14.5,53.101.149.53,h_1e9d01aa2b8216c6a2601b,false,false,es-GT|en-US,2026-01-18,2026-01-13T15:30:00Z,0.88
D000223,fp_76c76bdcc920d52631f8,MOBILE,Android 13,4.11.5,62.51.47.132,h_8dcc179108aa42e57eae60,false,false,es-GT,2024-10-20,2026-04-10T21:33:29Z,0.85
D000224,fp_73d8ec15ce090d1629a4,LAPTOP,Windows 11,4.10.9,43.172.3.235,h_e028c0fef1988e8dbc8942,false,false,es-GT,2023-05-24,2026-03-21T00:38:37Z,0.75
D000225,fp_06828cb67b063f7a5732,MOBILE,Android 13,3.8.1,102.201.228.133,h_2f188566a684e28c851d63,false,false,es-GT,2020-09-28,2026-01-25T18:52:56Z,0.90
D000226,fp_bfa66cb60424fa343518,LAPTOP,Ubuntu 22.04,2.12.1,170.197.217.88,h_40ded0dc1ad0b4c11353fc,false,false,es-GT|en-US,2024-10-25,2026-02-08T12:28:48Z,0.93
D000227,fp_9c4c2b68be521e2b8946,LAPTOP,Windows 11,3.2.4,46.106.196.167,h_8f7998ab5b33deb017c134,false,false,es-GT,2025-12-23,2026-01-28T11:01:43Z,0.74
D000228,fp_c1edbc00a43a379f798a,MOBILE,iOS 18,3.1.2,27.84.137.49,h_9d0217c17fddc3bc58751b,false,false,es-GT|en-US,2025-02-25,2026-04-20T23:00:01Z,0.74
D000229,fp_21e0b697d58ca20920af,TABLET,iPadOS 17,4.11.3,200.43.30.100,h_a9e5cade40273c5de7356e,false,false,es-GT|en-US,2024-05-02,2026-02-23T10:44:38Z,0.73
D000230,fp_7fac33ca8a8ef1c33d96,MOBILE,iOS 17,4.0.9,159.126.41.231,h_3ca1b9cad843f043ce87bf,false,false,es-GT|en-US,2023-10-15,2026-02-26T13:03:02Z,0.83
D000231,fp_acf612105df2dea86e22,MOBILE,Android 14,3.6.2,164.29.109.56,h_9e0ada690ac7c293665bb0,false,false,es-GT|en-US,2024-12-03,2026-04-02T15:10:45Z,0.98
D000232,fp_7df5a24eb42d52272aca,MOBILE,Android 13,2.10.8,97.43.227.77,h_6ef29c3fb19eb19224d820,false,false,es-GT|en-US,2020-07-22,2026-04-07T06:12:29Z,0.80
D000233,fp_7ad7b369a879ba22d0ba,MOBILE,iOS 17,4.18.7,135.104.139.164,h_e0502cfe59e87dc8b5f8c2,false,false,es-GT|en-US,2020-11-07,2026-01-16T08:09:41Z,0.85
D000234,fp_5e278fc89e8a84f9579a,MOBILE,Android 13,3.2.5,140.58.105.29,h_c1673b0d1f6279c4fdbcff,false,false,es-GT|en-US,2025-07-18,2026-04-05T19:13:40Z,0.95
D000235,fp_3fb6c83bdfbc182adf35,MOBILE,Android 13,3.0.0,137.38.27.107,h_bcca5675b41acbb7620e60,false,false,es-GT|en-US,2021-09-10,2026-02-12T05:49:40Z,0.79
D000236,fp_207c11ede720a71986ba,MOBILE,Android 13,3.4.5,188.43.213.172,h_c79ba8ffeaef233107a5c1,false,false,es-GT,2020-05-15,2026-04-03T22:25:58Z,0.88
D000237,fp_7a7e3c71f3f3fe4e9b00,MOBILE,iOS 18,2.2.7,46.10.248.247,h_e1c529b7bed13b0c44b6c5,false,false,es-GT|en-US,2022-09-01,2026-01-02T05:54:47Z,0.80
D000238,fp_9c755d541af277eb963c,MOBILE,Android 13,4.17.1,62.122.137.207,h_5aa03f2c3aaf0653a44c53,false,false,es-GT|en-US,2025-11-17,2026-04-12T23:26:41Z,0.76
D000239,fp_a74c41a22e1fecca4199,MOBILE,Android 13,2.15.1,152.50.152.197,h_4ef9e540da09a07bddee78,false,false,es-GT,2022-05-10,2026-01-07T08:16:10Z,0.85
D000240,fp_29a784e20685e8b87b2b,MOBILE,Android 13,2.4.8,169.205.152.70,h_9bca18934d1b9f4fcdfbb9,false,false,es-GT|en-US,2025-04-09,2026-01-05T14:05:57Z,0.95
D000241,fp_ec1129b975fce8e53cdc,MOBILE,iOS 17,2.0.7,188.233.216.150,h_498a1b05e918ca3db045c3,false,false,es-GT,2024-08-22,2026-03-02T20:41:11Z,0.89
D000242,fp_a29628ab86e9eab7edfd,MOBILE,iOS 18,4.15.7,108.149.1.37,h_a87d61a8fdf8a12feb1256,false,false,es-GT|en-US,2021-04-25,2026-04-01T23:21:23Z,0.79
D000243,fp_4166d2187bbafa644999,LAPTOP,Windows 10,2.1.1,49.55.29.231,h_71f9d67cfa05faa97999eb,true,false,es-GT|en-US,2025-03-07,2026-03-14T15:57:57Z,0.60
D000244,fp_eb03b703287b815b02cc,MOBILE,Android 13,2.14.6,81.149.95.144,h_48648713794e4eb882a64f,false,false,es-GT,2023-03-11,2026-03-29T11:32:56Z,0.76
D000245,fp_64a7eeb759626b403f64,MOBILE,iOS 18,2.7.6,162.140.124.14,h_50a4ac1ca8cb559b09a883,false,false,es-GT,2021-01-04,2026-04-02T17:07:31Z,0.81
D000246,fp_116a7c0d2b8386cdf750,MOBILE,iOS 17,3.2.2,36.95.99.117,h_af1d0e730bbb57270b7743,false,false,es-GT|en-US,2021-10-21,2026-03-05T09:00:10Z,0.77
D000247,fp_62c71afa9c0b0d71dc51,LAPTOP,Ubuntu 22.04,3.7.8,66.164.29.8,h_2dd15f57a0ba7e6c934268,false,false,es-GT|en-US,2023-09-26,2026-02-26T10:04:11Z,0.79
D000248,fp_f3ef3ed8ec1e8cd378e4,MOBILE,iOS 17,2.0.2,77.5.83.27,h_1850889d33b9ed21858697,true,false,es-GT|en-US,2020-11-28,2026-02-25T17:39:40Z,0.53
D000249,fp_8be19428f9b821f40f88,MOBILE,Android 13,2.4.5,32.217.87.48,h_65b0ac441bafa4b981b836,false,false,es-GT,2021-09-25,2026-04-13T07:00:42Z,0.79
D000250,fp_30ec9051febc448a2834,MOBILE,iOS 18,2.16.4,108.225.104.109,h_8b6d941274858a018ffc4d,false,false,es-GT,2021-07-25,2026-01-15T05:20:57Z,0.95
D000251,fp_a4c6904399db91caf61b,MOBILE,Android 13,3.12.9,43.136.56.100,h_30f71bde0da1d38d284123,false,false,es-GT|en-US,2025-10-07,2026-01-08T22:01:54Z,0.93
D000252,fp_b8c7eaac83b178f6848d,MOBILE,Android 14,2.11.3,200.244.114.101,h_e67264625ab5683806807b,false,false,es-GT|en-US,2024-04-24,2026-03-25T07:09:25Z,0.73
D000253,fp_e3814ae31937b0d9f1da,MOBILE,Android 13,4.14.8,133.117.106.167,h_defc9d9c5da10ec2c24a39,false,false,es-GT,2024-10-30,2026-02-09T03:01:29Z,0.73
D000254,fp_01f31f0aec32c9a2de7b,MOBILE,iOS 18,2.1.5,116.35.112.85,h_337361bc95efbc9a828a9f,false,false,es-GT,2020-04-15,2026-04-03T10:26:24Z,0.73
D000255,fp_2ee6cb92e62e891c18bb,MOBILE,iOS 18,3.13.2,192.249.216.59,h_84a0890571d194b75ed60e,false,false,es-GT,2026-01-02,2026-01-16T14:20:48Z,0.86
D000256,fp_b83f476a21ff3f22d4cc,MOBILE,Android 14,3.9.6,165.63.117.109,h_066f84c89e586953463c63,false,false,es-GT,2024-10-13,2026-01-10T18:06:20Z,0.82
D000257,fp_08be431d19a978ae0bcc,LAPTOP,Windows 11,3.4.4,123.94.82.82,h_3ad68b345a7a1585b4ac11,false,false,es-GT,2025-12-10,2026-03-21T00:03:09Z,0.80
D000258,fp_3fc6e42c8eed6fda224d,MOBILE,iOS 18,4.1.1,133.197.82.144,h_fe793a80b0a31c00f23118,false,false,es-GT,2020-09-01,2026-01-28T15:12:43Z,0.94
D000259,fp_a27a1f0cb023d707b841,MOBILE,Android 14,2.6.4,128.21.61.194,h_5ff28bbb6a5f260447f1d5,false,false,es-GT,2026-01-11,2026-01-13T15:26:43Z,0.90
D000260,fp_28ebb6922777d3bcc9b6,MOBILE,iOS 18,4.10.5,198.29.40.59,h_f12d659d17469d7ad3c005,false,false,es-GT|en-US,2024-05-19,2026-04-09T13:29:42Z,0.75
D000261,fp_965ddc599e66d4e5d059,MOBILE,Android 13,2.19.6,145.180.57.174,h_edfaa28ed4511667dc4a29,false,false,es-GT|en-US,2024-07-22,2026-01-20T18:49:26Z,0.73
D000262,fp_e2c667ad2aa53cfa85c3,LAPTOP,macOS 14,3.11.6,23.27.149.248,h_43ccc4ccd816e321d17fad,false,false,es-GT|en-US,2023-06-16,2026-03-31T21:36:18Z,0.96
D000263,fp_18f6221da8160558b1c3,MOBILE,Android 13,4.7.9,169.70.46.195,h_be577cbc830a4272a6d157,false,false,es-GT,2022-11-11,2026-02-07T22:03:23Z,0.79
D000264,fp_b46b5766f0de15089c36,LAPTOP,Windows 11,2.2.6,92.236.79.40,h_5ad9664ac45cedcd573a73,false,false,es-GT,2024-12-20,2026-04-16T06:52:47Z,0.83
D000265,fp_6add816a7c26e828f7a0,MOBILE,Android 13,2.17.6,179.138.214.207,h_8cb76ac79412aefba36103,false,false,es-GT,2024-07-17,2026-03-28T13:07:11Z,0.86
D000266,fp_1f88fcd8773b845f08b2,MOBILE,Android 14,2.18.0,61.46.224.179,h_576bc745c7911afe489850,false,false,es-GT,2023-09-29,2026-01-08T00:57:12Z,0.92
D000267,fp_b86c797b78a2f0b23178,MOBILE,Android 13,4.3.5,27.239.104.116,h_27dcb66f671adb342a0903,false,false,es-GT,2020-12-12,2026-01-10T13:56:57Z,0.91
D000268,fp_858327221b4bc3e398e3,MOBILE,iOS 17,3.10.2,158.243.1.126,h_056ea2d7fa6a52b218c074,false,false,es-GT|en-US,2024-05-24,2026-04-06T18:55:12Z,0.87
D000269,fp_6df116a66e1d9e22d104,LAPTOP,Ubuntu 22.04,3.20.1,193.162.124.182,h_c6f808677d4c7ab82d699d,false,false,es-GT,2024-12-01,2026-01-27T13:41:17Z,0.97
D000270,fp_c71697c1b941fe1db330,TABLET,Android 13,3.15.3,146.128.215.53,h_6dc54ac0434b8791f33a14,false,false,es-GT,2020-06-11,2026-03-26T01:20:11Z,0.82
D000271,fp_1afa331cd39deb05f306,LAPTOP,Ubuntu 22.04,4.7.1,199.16.243.214,h_9688445c1b0e382bcd1ae3,false,false,es-GT|en-US,2025-06-05,2026-03-06T05:24:38Z,0.84
D000272,fp_476675df4cd932fcb76e,LAPTOP,Windows 11,4.0.4,26.34.128.249,h_01ade97f2d4c8abe04f1c7,false,false,es-GT,2022-03-20,2026-02-10T02:11:17Z,0.93
