cliente_id,cuenta_id,fecha_inicio,tipo_titularidad,porcentaje_propiedad,estado_relacion,origen_onboarding
C000854,CU000312,2021-09-20,COTITULAR,50.00,ACTIVA,APP
C000976,CU000313,2025-03-10,PRINCIPAL,100.00,ACTIVA,APP
C000030,CU000314,2025-03-11,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000967,CU000315,2024-10-21,PRINCIPAL,100.00,ACTIVA,WEB
C000931,CU000316,2024-02-09,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000871,CU000317,2024-05-15,PRINCIPAL,50.00,ACTIVA,APP
C000231,CU000317,2024-05-15,COTITULAR,50.00,ACTIVA,SUCURSAL
C000729,CU000318,2026-01-03,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000544,CU000319,2022-11-07,PRINCIPAL,100.00,ACTIVA,APP
C000115,CU000320,2024-08-21,PRINCIPAL,100.00,ACTIVA,APP
C000993,CU000321,2022-12-17,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000269,CU000322,2025-09-30,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001173,CU000323,2025-08-13,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000479,CU000324,2019-04-11,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000049,CU000325,2024-11-22,PRINCIPAL,100.00,ACTIVA,APP
C001018,CU000326,2023-01-27,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001080,CU000327,2021-07-20,PRINCIPAL,100.00,ACTIVA,WEB
C001047,CU000328,2022-01-26,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000472,CU000329,2025-09-03,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000978,CU000330,2023-02-16,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000285,CU000331,2025-06-01,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000820,CU000332,2024-08-13,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001103,CU000333,2025-04-28,PRINCIPAL,100.00,ACTIVA,APP
C000025,CU000334,2025-12-21,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000026,CU000335,2026-02-11,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000922,CU000336,2026-01-20,PRINCIPAL,100.00,ACTIVA,APP
C000279,CU000337,2020-02-25,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001138,CU000338,2024-07-19,PRINCIPAL,100.00,ACTIVA,APP
C000841,CU000339,2023-05-23,PRINCIPAL,100.00,ACTIVA,APP
C001152,CU000340,2024-02-26,PRINCIPAL,100.00,ACTIVA,APP
C001186,CU000341,2025-08-20,PRINCIPAL,100.00,ACTIVA,WEB
C000812,CU000342,2025-12-22,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000912,CU000342,2025-12-22,COTITULAR,50.00,ACTIVA,SUCURSAL
C001174,CU000343,2026-04-06,PRINCIPAL,100.00,ACTIVA,APP
C001178,CU000344,2023-04-28,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001032,CU000345,2026-04-17,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000762,CU000345,2026-04-17,COTITULAR,50.00,ACTIVA,SUCURSAL
C000999,CU000346,2024-05-03,PRINCIPAL,100.00,ACTIVA,APP
C000457,CU000347,2023-08-25,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001117,CU000348,2025-10-14,PRINCIPAL,100.00,INACTIVA,APP
C000825,CU000349,2019-12-10,PRINCIPAL,100.00,ACTIVA,APP
C000195,CU000350,2019-10-05,PRINCIPAL,100.00,ACTIVA,APP
C000937,CU000351,2023-03-09,PRINCIPAL,100.00,ACTIVA,APP
C000163,CU000352,2023-06-29,PRINCIPAL,100.00,ACTIVA,APP
C000031,CU000353,2025-11-14,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001054,CU000354,2022-02-25,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000552,CU000355,2024-06-16,PRINCIPAL,100.00,ACTIVA,WEB
C000681,CU000356,2022-09-24,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000694,CU000357,2021-06-09,PRINCIPAL,100.00,ACTIVA,WEB
C000057,CU000358,2024-09-10,PRINCIPAL,100.00,ACTIVA,APP
C000107,CU000359,2020-12-09,PRINCIPAL,100.00,ACTIVA,WEB
C000474,CU000360,2022-08-22,PRINCIPAL,100.00,ACTIVA,APP
C000898,CU000361,2025-10-23,PRINCIPAL,100.00,INACTIVA,APP
C000791,CU000362,2025-06-18,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000664,CU000363,2025-10-04,PRINCIPAL,100.00,ACTIVA,WEB
C000465,CU000364,2025-04-12,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001087,CU000365,2025-12-08,PRINCIPAL,100.00,ACTIVA,APP
C001114,CU000366,2025-01-03,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000822,CU000367,2021-12-20,PRINCIPAL,100.00,ACTIVA,WEB
C000833,CU000368,2025-07-05,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001002,CU000369,2025-06-11,PRINCIPAL,100.00,ACTIVA,WEB
C000647,CU000370,2024-11-01,PRINCIPAL,100.00,ACTIVA,WEB
C000762,CU000371,2023-03-30,PRINCIPAL,100.00,ACTIVA,APP
C000346,CU000372,2023-04-10,PRINCIPAL,100.00,ACTIVA,WEB
C000208,CU000373,2025-08-17,PRINCIPAL,100.00,ACTIVA,APP
C000725,CU000374,2024-06-01,PRINCIPAL,100.00,ACTIVA,APP
C000970,CU000375,2025-11-24,PRINCIPAL,100.00,ACTIVA,APP
C000991,CU000376,2025-11-15,PRINCIPAL,100.00,ACTIVA,WEB
C001139,CU000377,2024-10-26,PRINCIPAL,100.00,ACTIVA,APP
C000624,CU000378,2026-02-04,PRINCIPAL,100.00,ACTIVA,APP
C000527,CU000379,2021-08-06,PRINCIPAL,50.00,ACTIVA,WEB
C001051,CU000379,2021-08-06,COTITULAR,50.00,ACTIVA,APP
C000068,CU000380,2019-11-12,PRINCIPAL,100.00,ACTIVA,APP
C000492,CU000381,2026-03-14,PRINCIPAL,100.00,ACTIVA,APP
C001127,CU000382,2024-06-18,PRINCIPAL,100.00,ACTIVA,WEB
C000648,CU000383,2026-03-06,PRINCIPAL,100.00,ACTIVA,APP
C000795,CU000384,2024-09-01,PRINCIPAL,100.00,INACTIVA,SUCURSAL
C001081,CU000385,2024-03-12,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000409,CU000386,2024-02-10,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000530,CU000387,2025-02-02,PRINCIPAL,100.00,ACTIVA,APP
C000311,CU000388,2022-03-04,PRINCIPAL,100.00,ACTIVA,APP
C000209,CU000389,2023-06-12,PRINCIPAL,100.00,ACTIVA,APP
C000030,CU000390,2026-04-07,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000366,CU000391,2025-07-05,PRINCIPAL,100.00,ACTIVA,APP
C000088,CU000392,2024-10-06,PRINCIPAL,50.00,ACTIVA,APP
C000333,CU000392,2024-10-06,COTITULAR,50.00,ACTIVA,APP
C001125,CU000393,2024-10-20,PRINCIPAL,100.00,ACTIVA,WEB
C000945,CU000394,2025-05-15,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000385,CU000395,2026-03-11,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000487,CU000395,2026-03-11,COTITULAR,50.00,ACTIVA,SUCURSAL
C001168,CU000396,2023-03-28,PRINCIPAL,50.00,ACTIVA,WEB
C001126,CU000396,2023-03-28,COTITULAR,50.00,ACTIVA,SUCURSAL
C001093,CU000397,2023-02-05,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000182,CU000398,2023-03-22,PRINCIPAL,100.00,ACTIVA,WEB
C001018,CU000399,2020-04-18,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000294,CU000400,2021-10-10,PRINCIPAL,100.00,ACTIVA,WEB
C000021,CU000401,2025-09-12,PRINCIPAL,100.00,ACTIVA,APP
C001149,CU000402,2021-03-30,PRINCIPAL,100.00,ACTIVA,APP
C000790,CU000403,2025-11-21,PRINCIPAL,100.00,ACTIVA,WEB
C000597,CU000404,2025-06-30,PRINCIPAL,100.00,ACTIVA,WEB
C000821,CU000405,2021-11-19,PRINCIPAL,100.00,ACTIVA,APP
C001164,CU000406,2025-01-10,PRINCIPAL,100.00,ACTIVA,APP
C000576,CU000407,2025-04-16,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000167,CU000408,2023-12-22,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001039,CU000409,2026-03-19,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000309,CU000410,2024-03-27,PRINCIPAL,100.00,ACTIVA,APP
C000574,CU000411,2025-02-13,PRINCIPAL,100.00,ACTIVA,APP
C000979,CU000412,2021-10-31,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000334,CU000413,2022-04-22,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000289,CU000414,2024-04-04,PRINCIPAL,100.00,ACTIVA,APP
C000896,CU000415,2024-05-16,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000894,CU000416,2021-11-06,PRINCIPAL,100.00,ACTIVA,APP
C000901,CU000417,2026-03-07,PRINCIPAL,50.00,INACTIVA,SUCURSAL
C000064,CU000417,2026-03-07,COTITULAR,50.00,INACTIVA,SUCURSAL
C000469,CU000418,2025-10-08,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000366,CU000418,2025-10-08,COTITULAR,50.00,ACTIVA,SUCURSAL
C000271,CU000419,2026-04-18,PRINCIPAL,100.00,ACTIVA,APP
C000929,CU000420,2020-11-13,PRINCIPAL,100.00,ACTIVA,APP
C000371,CU000421,2026-04-02,PRINCIPAL,100.00,ACTIVA,APP
C000944,CU000422,2025-12-06,PRINCIPAL,50.00,ACTIVA,APP
C000712,CU000422,2025-12-06,COTITULAR,50.00,ACTIVA,WEB
C000024,CU000423,2025-12-20,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000705,CU000424,2026-01-10,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000521,CU000425,2025-03-10,PRINCIPAL,100.00,ACTIVA,APP
C001050,CU000426,2025-12-13,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000017,CU000426,2025-12-13,COTITULAR,50.00,ACTIVA,APP
C000290,CU000427,2025-01-30,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000963,CU000428,2025-05-17,PRINCIPAL,100.00,ACTIVA,APP
C000663,CU000429,2025-03-05,PRINCIPAL,100.00,ACTIVA,WEB
C000492,CU000430,2026-03-11,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000966,CU000431,2019-06-12,PRINCIPAL,100.00,ACTIVA,APP
C000753,CU000432,2026-01-21,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000286,CU000433,2024-03-18,PRINCIPAL,100.00,ACTIVA,APP
C000602,CU000434,2021-07-23,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000403,CU000435,2021-12-25,PRINCIPAL,50.00,ACTIVA,APP
C001092,CU000435,2021-12-25,COTITULAR,50.00,ACTIVA,APP
C000591,CU000436,2026-04-08,PRINCIPAL,50.00,ACTIVA,WEB
C000270,CU000436,2026-04-08,COTITULAR,50.00,ACTIVA,SUCURSAL
C000710,CU000437,2020-08-08,PRINCIPAL,100.00,ACTIVA,APP
C000981,CU000438,2025-04-21,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000448,CU000439,2023-08-19,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000616,CU000440,2025-09-15,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000723,CU000441,2026-01-18,PRINCIPAL,50.00,ACTIVA,WEB
C000995,CU000441,2026-01-18,COTITULAR,50.00,ACTIVA,SUCURSAL
C000209,CU000442,2025-03-08,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000739,CU000443,2025-07-27,PRINCIPAL,100.00,ACTIVA,APP
C000972,CU000444,2026-02-24,PRINCIPAL,100.00,ACTIVA,APP
C000085,CU000445,2025-10-16,PRINCIPAL,100.00,ACTIVA,APP
C000338,CU000446,2025-09-23,PRINCIPAL,50.00,ACTIVA,APP
C001193,CU000446,2025-09-23,COTITULAR,50.00,ACTIVA,APP
C000613,CU000447,2025-10-28,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000183,CU000448,2021-12-28,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000994,CU000449,2024-03-14,PRINCIPAL,100.00,ACTIVA,APP
C000953,CU000450,2025-06-24,PRINCIPAL,100.00,ACTIVA,APP
C000106,CU000451,2026-03-19,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000726,CU000451,2026-03-19,COTITULAR,50.00,ACTIVA,SUCURSAL
C000051,CU000452,2026-04-21,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000997,CU000453,2022-12-31,PRINCIPAL,100.00,ACTIVA,APP
C000231,CU000454,2023-06-27,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000550,CU000455,2026-03-26,PRINCIPAL,50.00,ACTIVA,WEB
C000235,CU000455,2026-03-26,COTITULAR,50.00,ACTIVA,APP
C000768,CU000456,2025-10-06,PRINCIPAL,100.00,ACTIVA,APP
C000544,CU000457,2023-08-11,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001171,CU000458,2022-12-01,PRINCIPAL,50.00,ACTIVA,APP
C000053,CU000458,2022-12-01,COTITULAR,50.00,ACTIVA,SUCURSAL
C000548,CU000459,2024-08-31,PRINCIPAL,100.00,ACTIVA,APP
C001165,CU000460,2024-08-27,PRINCIPAL,100.00,ACTIVA,WEB
C000863,CU000461,2025-11-22,PRINCIPAL,100.00,ACTIVA,APP
C000071,CU000462,2025-12-25,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001076,CU000463,2024-02-21,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000352,CU000464,2025-04-09,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000964,CU000465,2026-03-18,PRINCIPAL,100.00,ACTIVA,APP
C000477,CU000466,2023-02-20,PRINCIPAL,50.00,ACTIVA,APP
C000530,CU000466,2023-02-20,COTITULAR,50.00,ACTIVA,APP
C000116,CU000467,2026-01-20,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000008,CU000468,2020-09-22,PRINCIPAL,100.00,ACTIVA,WEB
C000108,CU000469,2023-11-29,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000817,CU000470,2025-05-31,PRINCIPAL,100.00,ACTIVA,APP
C000162,CU000471,2025-04-16,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000181,CU000472,2024-09-02,PRINCIPAL,100.00,ACTIVA,APP
C000565,CU000473,2026-01-16,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000693,CU000474,2025-07-26,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000312,CU000474,2025-07-26,COTITULAR,50.00,ACTIVA,APP
C001137,CU000475,2021-08-03,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001003,CU000476,2025-02-07,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000731,CU000477,2019-01-29,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000451,CU000478,2021-10-15,PRINCIPAL,100.00,ACTIVA,APP
C000540,CU000479,2023-06-10,PRINCIPAL,100.00,ACTIVA,WEB
C000460,CU000480,2022-01-20,PRINCIPAL,100.00,ACTIVA,APP
C000417,CU000481,2025-07-10,PRINCIPAL,100.00,ACTIVA,WEB
C001074,CU000482,2024-05-17,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000156,CU000483,2026-03-20,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000551,CU000484,2018-10-26,PRINCIPAL,100.00,ACTIVA,APP
C000229,CU000485,2025-12-11,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000148,CU000486,2020-05-16,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000212,CU000487,2025-11-29,PRINCIPAL,100.00,ACTIVA,WEB
C000783,CU000488,2025-07-20,PRINCIPAL,100.00,ACTIVA,WEB
C000072,CU000489,2025-09-27,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000427,CU000490,2024-10-19,PRINCIPAL,50.00,ACTIVA,APP
C000226,CU000490,2024-10-19,COTITULAR,50.00,ACTIVA,SUCURSAL
C000207,CU000491,2024-02-10,PRINCIPAL,100.00,ACTIVA,APP
C000987,CU000492,2020-12-16,PRINCIPAL,100.00,ACTIVA,APP
C000431,CU000493,2026-03-15,PRINCIPAL,100.00,ACTIVA,APP
C000083,CU000494,2025-10-30,PRINCIPAL,100.00,ACTIVA,APP
C000381,CU000495,2026-01-07,PRINCIPAL,100.00,ACTIVA,APP
C000165,CU000496,2023-05-18,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000260,CU000496,2023-05-18,COTITULAR,50.00,ACTIVA,SUCURSAL
C000401,CU000497,2026-03-07,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000807,CU000498,2024-01-04,PRINCIPAL,100.00,ACTIVA,APP
C000843,CU000499,2019-09-15,PRINCIPAL,100.00,ACTIVA,APP
C000942,CU000500,2025-05-03,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001015,CU000501,2023-11-18,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000609,CU000502,2022-02-20,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000331,CU000503,2026-04-04,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001070,CU000504,2021-02-04,PRINCIPAL,100.00,ACTIVA,APP
C001096,CU000505,2023-03-12,PRINCIPAL,100.00,ACTIVA,WEB
C000582,CU000506,2024-06-30,PRINCIPAL,100.00,ACTIVA,WEB
C001195,CU000507,2025-08-31,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000764,CU000508,2025-05-28,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000891,CU000509,2024-04-20,PRINCIPAL,100.00,ACTIVA,APP
C000846,CU000510,2023-05-17,PRINCIPAL,100.00,ACTIVA,APP
C000818,CU000511,2025-10-27,PRINCIPAL,100.00,ACTIVA,APP
C000386,CU000512,2021-11-25,PRINCIPAL,100.00,ACTIVA,APP
C000372,CU000513,2023-03-19,PRINCIPAL,100.00,ACTIVA,APP
C000140,CU000514,2025-06-11,PRINCIPAL,50.00,ACTIVA,WEB
C000989,CU000514,2025-06-11,COTITULAR,50.00,ACTIVA,SUCURSAL
C000131,CU000515,2019-08-07,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000564,CU000516,2026-03-18,PRINCIPAL,100.00,INACTIVA,SUCURSAL
C000554,CU000517,2023-09-20,PRINCIPAL,100.00,ACTIVA,APP
C000018,CU000518,2024-06-13,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000165,CU000519,2025-05-11,PRINCIPAL,100.00,ACTIVA,WEB
C000861,CU000520,2026-02-03,PRINCIPAL,100.00,ACTIVA,APP
C000360,CU000521,2026-01-02,PRINCIPAL,100.00,ACTIVA,APP
C000146,CU000522,2025-08-10,PRINCIPAL,100.00,ACTIVA,APP
C000787,CU000523,2026-01-23,PRINCIPAL,100.00,ACTIVA,WEB
C000998,CU000524,2025-05-12,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001151,CU000525,2023-04-27,PRINCIPAL,100.00,ACTIVA,WEB
C000549,CU000526,2022-11-08,PRINCIPAL,100.00,ACTIVA,APP
C000329,CU000527,2020-10-09,PRINCIPAL,100.00,ACTIVA,APP
C000487,CU000528,2026-03-25,PRINCIPAL,100.00,ACTIVA,APP
C000952,CU000529,2024-05-11,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001016,CU000530,2026-04-10,PRINCIPAL,100.00,ACTIVA,WEB
C000501,CU000531,2026-02-11,PRINCIPAL,100.00,ACTIVA,APP
C000532,CU000532,2023-08-24,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000079,CU000533,2026-01-30,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000117,CU000534,2022-12-27,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000182,CU000535,2024-03-23,PRINCIPAL,50.00,ACTIVA,APP
C000838,CU000535,2024-03-23,COTITULAR,50.00,ACTIVA,WEB
C001156,CU000536,2026-04-15,PRINCIPAL,100.00,ACTIVA,APP
C001008,CU000537,2025-02-10,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000899,CU000538,2025-04-03,PRINCIPAL,100.00,ACTIVA,WEB
C000491,CU000539,2025-07-08,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000665,CU000540,2022-11-11,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000617,CU000541,2024-03-24,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000603,CU000542,2021-05-07,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001148,CU000543,2026-01-15,PRINCIPAL,50.00,ACTIVA,WEB
C001017,CU000543,2026-01-15,COTITULAR,50.00,ACTIVA,WEB
C000594,CU000544,2023-06-02,PRINCIPAL,100.00,ACTIVA,APP
C000215,CU000545,2023-07-13,PRINCIPAL,100.00,ACTIVA,APP
C000473,CU000546,2024-11-19,PRINCIPAL,50.00,ACTIVA,WEB
C000351,CU000546,2024-11-19,COTITULAR,50.00,ACTIVA,APP
C000096,CU000547,2025-01-17,PRINCIPAL,100.00,ACTIVA,WEB
C000735,CU000548,2022-03-04,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000090,CU000549,2022-04-19,PRINCIPAL,100.00,ACTIVA,WEB
C000680,CU000550,2024-09-06,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000744,CU000551,2023-05-25,PRINCIPAL,100.00,ACTIVA,APP
C000258,CU000552,2024-02-09,PRINCIPAL,100.00,ACTIVA,APP
C000492,CU000553,2026-03-17,PRINCIPAL,100.00,ACTIVA,APP
C000545,CU000554,2021-05-21,PRINCIPAL,100.00,ACTIVA,APP
C000097,CU000555,2022-12-08,PRINCIPAL,50.00,ACTIVA,APP
C000047,CU000555,2022-12-08,COTITULAR,50.00,ACTIVA,WEB
C000707,CU000556,2020-12-09,PRINCIPAL,100.00,INACTIVA,SUCURSAL
C000959,CU000557,2023-09-13,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000357,CU000558,2023-03-20,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C001077,CU000558,2023-03-20,COTITULAR,50.00,ACTIVA,SUCURSAL
C001040,CU000559,2025-10-24,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000791,CU000559,2025-10-24,COTITULAR,50.00,ACTIVA,SUCURSAL
C000099,CU000560,2020-02-18,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000859,CU000561,2024-08-27,PRINCIPAL,100.00,ACTIVA,APP
C000701,CU000562,2023-04-21,PRINCIPAL,100.00,ACTIVA,WEB
C001172,CU000563,2023-07-06,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000865,CU000564,2020-09-21,PRINCIPAL,100.00,ACTIVA,APP
C000313,CU000565,2023-10-16,PRINCIPAL,100.00,ACTIVA,APP
C000109,CU000566,2020-12-16,PRINCIPAL,100.00,ACTIVA,APP
C000271,CU000567,2026-01-05,PRINCIPAL,100.00,ACTIVA,APP
C000697,CU000568,2020-05-19,PRINCIPAL,100.00,ACTIVA,WEB
C000975,CU000569,2026-03-31,PRINCIPAL,100.00,ACTIVA,APP
C000694,CU000570,2021-07-27,PRINCIPAL,100.00,ACTIVA,APP
C000275,CU000571,2024-03-06,PRINCIPAL,100.00,ACTIVA,WEB
C000835,CU000572,2021-03-18,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000570,CU000573,2025-06-02,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000028,CU000574,2025-07-17,PRINCIPAL,100.00,ACTIVA,APP
C000177,CU000575,2023-11-10,PRINCIPAL,100.00,ACTIVA,APP
C000271,CU000576,2025-10-29,PRINCIPAL,100.00,ACTIVA,APP
C000070,CU000577,2025-03-20,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000841,CU000578,2024-08-01,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000454,CU000579,2022-06-05,PRINCIPAL,100.00,ACTIVA,APP
C000812,CU000580,2025-10-05,PRINCIPAL,100.00,ACTIVA,WEB
C000039,CU000581,2025-11-16,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000250,CU000582,2025-07-02,PRINCIPAL,100.00,ACTIVA,APP
C000042,CU000583,2026-04-10,PRINCIPAL,100.00,ACTIVA,WEB
C001019,CU000584,2025-06-14,PRINCIPAL,100.00,ACTIVA,APP
C000592,CU000585,2025-11-04,PRINCIPAL,100.00,ACTIVA,APP
C000520,CU000586,2025-05-31,PRINCIPAL,100.00,ACTIVA,APP
C001167,CU000587,2024-08-02,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000514,CU000588,2026-02-05,PRINCIPAL,100.00,ACTIVA,APP
C000686,CU000589,2023-07-17,PRINCIPAL,100.00,ACTIVA,WEB
C000077,CU000590,2025-12-30,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000307,CU000591,2025-07-29,PRINCIPAL,100.00,ACTIVA,WEB
C000724,CU000592,2019-12-29,PRINCIPAL,100.00,ACTIVA,WEB
C000508,CU000593,2025-09-05,PRINCIPAL,50.00,ACTIVA,SUCURSAL
C000740,CU000593,2025-09-05,COTITULAR,50.00,ACTIVA,APP
C000788,CU000594,2025-08-17,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001120,CU000595,2026-02-18,PRINCIPAL,100.00,ACTIVA,WEB
C001154,CU000596,2024-03-14,PRINCIPAL,100.00,ACTIVA,APP
C000309,CU000597,2023-11-12,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000032,CU000598,2023-11-06,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000679,CU000599,2018-09-27,PRINCIPAL,100.00,ACTIVA,WEB
C000452,CU000600,2025-08-31,PRINCIPAL,100.00,INACTIVA,SUCURSAL
C000668,CU000601,2024-06-26,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000995,CU000602,2019-04-24,PRINCIPAL,50.00,ACTIVA,WEB
C000169,CU000602,2019-04-24,COTITULAR,50.00,ACTIVA,APP
C000793,CU000603,2021-08-18,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000759,CU000604,2024-12-30,PRINCIPAL,100.00,ACTIVA,APP
C000116,CU000605,2026-03-23,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000571,CU000606,2022-10-22,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000200,CU000607,2025-01-10,PRINCIPAL,100.00,ACTIVA,APP
C000712,CU000608,2026-01-29,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000117,CU000609,2022-10-11,PRINCIPAL,100.00,ACTIVA,APP
C001076,CU000610,2024-09-18,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C000742,CU000611,2021-04-22,PRINCIPAL,100.00,ACTIVA,WEB
C000733,CU000612,2025-07-07,PRINCIPAL,100.00,ACTIVA,WEB
C000185,CU000613,2021-10-16,PRINCIPAL,100.00,ACTIVA,APP
C000510,CU000614,2026-03-18,PRINCIPAL,100.00,ACTIVA,APP
C000321,CU000615,2026-02-12,PRINCIPAL,100.00,ACTIVA,SUCURSAL
C001133,CU000616,2025-11-26,PRINCIPAL,100.00,ACTIVA,APP
C001070,CU000617,2021-02-28,PRINCIPAL,100.00,ACTIVA,APP
C001088,CU000618,2025-07-13,PRINCIPAL,100.00,ACTIVA,APP
C000963,CU000619,2023-03-08,PRINCIPAL,100.00,ACTIVA,APP
