tx_id,ubicacion_id,fecha_hora,precision_metros,metodo_geolocalizacion,riesgo_geo,es_vpn
TX0003006,U00007,2025-12-01T17:46:11Z,188,IP,5,false
TX0001726,U00146,2025-12-01T18:50:03Z,186,IP,5,false
TX0005828,U00115,2025-12-01T19:22:27Z,73,IP,3,false
TX0006001,U00056,2025-12-01T19:27:01Z,202,WIFI,4,false
TX0002312,U00073,2025-12-01T19:27:37Z,134,TORRE_CELULAR,1,true
TX0006810,U00025,2025-12-01T19:50:52Z,84,IP,1,false
TX0001477,U00127,2025-12-01T19:54:43Z,249,GPS,2,false
TX0004662,U00147,2025-12-01T20:38:18Z,116,IP,5,false
TX0006836,U00151,2025-12-01T20:43:42Z,102,WIFI,3,false
TX0001522,U00106,2025-12-01T20:50:07Z,303,IP,4,true
TX0006877,U00073,2025-12-01T21:18:32Z,160,GPS,1,false
TX0003561,U00003,2025-12-01T22:05:31Z,185,GPS,5,false
TX0004779,U00086,2025-12-01T22:09:59Z,198,GPS,3,false
TX0005263,U00050,2025-12-01T23:19:48Z,217,GPS,5,false
TX0003729,U00083,2025-12-02T00:41:03Z,29,WIFI,5,false
TX0004416,U00105,2025-12-02T00:54:29Z,203,GPS,3,false
TX0005907,U00011,2025-12-02T01:15:49Z,101,GPS,4,false
TX0000631,U00147,2025-12-02T02:07:09Z,255,IP,5,false
TX0001267,U00049,2025-12-02T02:55:32Z,235,GPS,1,true
TX0005699,U00075,2025-12-02T03:01:41Z,225,IP,2,false
TX0005697,U00033,2025-12-02T04:29:02Z,86,TORRE_CELULAR,3,false
TX0005045,U00133,2025-12-02T04:37:06Z,102,GPS,4,false
TX0001581,U00069,2025-12-02T05:02:29Z,158,WIFI,1,false
TX0006445,U00045,2025-12-02T05:25:53Z,212,TORRE_CELULAR,2,false
TX0007190,U00147,2025-12-02T06:01:54Z,170,WIFI,5,false
TX0006374,U00035,2025-12-02T06:15:54Z,81,GPS,3,false
TX0007275,U00098,2025-12-02T07:37:13Z,120,GPS,5,true
TX0004939,U00148,2025-12-02T08:06:04Z,65,TORRE_CELULAR,3,false
TX0005296,U00073,2025-12-02T08:19:40Z,304,GPS,1,false
TX0005567,U00145,2025-12-02T08:40:23Z,252,TORRE_CELULAR,3,false
TX0006875,U00117,2025-12-02T09:06:58Z,240,IP,4,false
TX0002195,U00145,2025-12-02T09:21:08Z,123,IP,3,false
TX0004704,U00002,2025-12-02T09:40:59Z,309,TORRE_CELULAR,3,false
TX0003564,U00097,2025-12-02T09:49:47Z,82,WIFI,4,false
TX0003108,U00122,2025-12-02T09:57:20Z,330,GPS,4,false
TX0002358,U00025,2025-12-02T10:43:26Z,219,IP,1,false
TX0006157,U00099,2025-12-02T10:59:10Z,74,GPS,5,false
TX0006742,U00007,2025-12-02T11:39:42Z,121,WIFI,5,false
TX0007273,U00030,2025-12-02T11:59:53Z,170,GPS,4,false
TX0001042,U00002,2025-12-02T12:21:53Z,326,GPS,3,false
TX0007186,U00145,2025-12-02T12:33:40Z,213,GPS,3,false
TX0007166,U00049,2025-12-02T12:44:27Z,333,GPS,1,false
TX0006414,U00050,2025-12-02T12:54:25Z,53,WIFI,5,false
TX0007239,U00073,2025-12-02T13:47:16Z,261,GPS,1,false
TX0008737,U00062,2025-12-02T14:11:52Z,283,GPS,5,false
TX0004582,U00152,2025-12-02T14:24:28Z,95,IP,2,false
TX0000380,U00029,2025-12-02T14:40:52Z,67,GPS,5,false
TX0001657,U00052,2025-12-02T15:08:37Z,307,WIFI,5,true
TX0006972,U00030,2025-12-02T15:12:10Z,89,GPS,4,false
TX0008517,U00001,2025-12-02T15:25:52Z,154,TORRE_CELULAR,4,true
TX0004023,U00086,2025-12-02T17:06:10Z,239,GPS,3,false
TX0003134,U00160,2025-12-02T17:28:31Z,72,WIFI,1,false
TX0004489,U00074,2025-12-02T18:41:00Z,84,GPS,5,false
TX0008812,U00040,2025-12-02T18:47:45Z,258,IP,3,false
TX0001064,U00073,2025-12-02T18:58:26Z,156,GPS,1,false
TX0003699,U00147,2025-12-02T19:20:18Z,242,GPS,5,false
TX0008562,U00097,2025-12-02T20:44:05Z,237,IP,4,false
TX0006751,U00011,2025-12-02T20:55:13Z,107,GPS,4,false
TX0004220,U00027,2025-12-02T21:21:22Z,95,IP,2,false
TX0008934,U00123,2025-12-02T21:51:35Z,245,GPS,2,false
TX0000250,U00124,2025-12-02T22:05:52Z,321,WIFI,5,false
TX0006718,U00025,2025-12-02T22:13:09Z,269,GPS,1,false
TX0000426,U00044,2025-12-02T22:55:50Z,30,GPS,3,true
TX0005929,U00003,2025-12-02T23:36:30Z,317,GPS,5,false
TX0004387,U00002,2025-12-02T23:54:30Z,102,GPS,3,false
TX0002903,U00114,2025-12-03T00:02:36Z,345,TORRE_CELULAR,3,false
TX0007800,U00146,2025-12-03T00:21:08Z,230,IP,5,false
TX0005402,U00145,2025-12-03T00:40:40Z,112,IP,3,true
TX0002362,U00099,2025-12-03T00:44:24Z,205,TORRE_CELULAR,5,false
TX0005425,U00051,2025-12-03T00:58:24Z,97,GPS,4,true
TX0002460,U00003,2025-12-03T01:50:34Z,92,GPS,5,false
TX0006111,U00025,2025-12-03T02:59:55Z,134,GPS,1,true
TX0005072,U00032,2025-12-03T03:07:08Z,127,IP,5,false
TX0002890,U00031,2025-12-03T03:17:32Z,300,GPS,4,false
TX0006122,U00059,2025-12-03T03:18:58Z,144,WIFI,5,false
TX0000324,U00002,2025-12-03T03:19:21Z,57,GPS,3,false
TX0005615,U00026,2025-12-03T03:31:26Z,125,GPS,3,false
TX0003153,U00155,2025-12-03T03:40:17Z,72,GPS,3,false
TX0005201,U00099,2025-12-03T03:43:35Z,136,IP,5,false
TX0002766,U00026,2025-12-03T04:12:56Z,338,GPS,3,false
TX0007924,U00146,2025-12-03T04:42:19Z,41,IP,5,false
TX0005798,U00075,2025-12-03T05:17:00Z,311,TORRE_CELULAR,2,false
TX0005667,U00078,2025-12-03T05:33:23Z,113,TORRE_CELULAR,3,false
TX0005773,U00055,2025-12-03T05:35:34Z,269,GPS,3,true
TX0008010,U00073,2025-12-03T08:04:54Z,344,GPS,1,false
TX0003325,U00147,2025-12-03T08:29:28Z,113,IP,5,false
TX0001530,U00049,2025-12-03T08:37:52Z,137,GPS,1,false
TX0004612,U00049,2025-12-03T08:43:09Z,80,IP,1,false
TX0001252,U00123,2025-12-03T10:14:08Z,220,IP,2,true
TX0003807,U00003,2025-12-03T10:18:32Z,60,IP,5,false
TX0006630,U00074,2025-12-03T10:24:34Z,78,GPS,5,false
TX0006757,U00010,2025-12-03T10:48:10Z,291,IP,5,false
TX0006921,U00038,2025-12-03T11:32:01Z,79,IP,2,true
TX0003271,U00146,2025-12-03T11:33:46Z,108,GPS,5,false
TX0003744,U00025,2025-12-03T11:36:34Z,80,TORRE_CELULAR,1,false
TX0008757,U00049,2025-12-03T11:38:15Z,151,GPS,1,true
TX0001050,U00079,2025-12-03T12:17:55Z,62,GPS,3,false
TX0005982,U00059,2025-12-03T12:21:06Z,310,GPS,5,false
TX0007437,U00024,2025-12-03T12:32:40Z,174,IP,5,true
TX0008997,U00149,2025-12-03T12:55:15Z,128,WIFI,5,false
TX0001253,U00066,2025-12-03T14:37:22Z,74,IP,2,false
TX0001424,U00127,2025-12-03T15:18:56Z,224,WIFI,2,false
TX0005482,U00001,2025-12-03T15:38:20Z,71,WIFI,4,false
TX0008397,U00001,2025-12-03T15:39:49Z,109,GPS,4,false
TX0005488,U00094,2025-12-03T16:00:42Z,202,GPS,4,true
TX0008932,U00073,2025-12-03T17:20:35Z,229,WIFI,1,false
TX0001238,U00146,2025-12-03T17:22:22Z,307,GPS,5,false
TX0005706,U00107,2025-12-03T18:45:00Z,73,GPS,3,false
TX0003941,U00028,2025-12-03T19:59:12Z,267,WIFI,3,false
TX0004353,U00104,2025-12-03T20:04:10Z,140,IP,4,false
TX0003740,U00092,2025-12-03T21:25:15Z,282,IP,4,false
TX0004929,U00029,2025-12-03T22:27:58Z,159,WIFI,5,false
TX0006247,U00098,2025-12-03T22:48:39Z,207,IP,5,true
TX0004293,U00041,2025-12-03T23:06:57Z,331,GPS,4,false
TX0005314,U00058,2025-12-03T23:19:28Z,150,GPS,3,false
TX0006027,U00156,2025-12-03T23:52:25Z,286,IP,4,false
TX0007340,U00006,2025-12-04T01:06:02Z,288,IP,2,false
TX0000727,U00031,2025-12-04T01:33:55Z,231,WIFI,4,false
TX0007241,U00147,2025-12-04T03:22:18Z,332,IP,5,false
TX0006427,U00051,2025-12-04T03:38:23Z,84,WIFI,4,false
TX0000146,U00098,2025-12-04T03:53:50Z,257,GPS,5,false
TX0008725,U00139,2025-12-04T04:21:04Z,225,GPS,4,false
TX0005976,U00003,2025-12-04T05:52:17Z,250,WIFI,5,false
TX0007310,U00037,2025-12-04T06:00:52Z,313,GPS,4,true
TX0001868,U00146,2025-12-04T06:48:30Z,73,GPS,5,false
TX0003311,U00002,2025-12-04T07:25:02Z,104,GPS,3,false
TX0006916,U00151,2025-12-04T07:45:32Z,141,IP,3,false
TX0000623,U00049,2025-12-04T08:04:52Z,160,GPS,1,false
TX0007193,U00073,2025-12-04T08:11:35Z,346,GPS,1,false
TX0003045,U00049,2025-12-04T08:20:38Z,140,IP,1,false
TX0004228,U00073,2025-12-04T08:32:25Z,207,IP,1,false
TX0003262,U00076,2025-12-04T08:54:32Z,25,WIFI,5,false
TX0002795,U00025,2025-12-04T09:01:25Z,332,GPS,1,false
TX0008170,U00098,2025-12-04T09:11:06Z,63,IP,5,false
TX0002000,U00074,2025-12-04T09:49:24Z,130,GPS,5,false
TX0003131,U00153,2025-12-04T10:15:28Z,27,GPS,3,false
TX0007774,U00147,2025-12-04T13:53:22Z,79,TORRE_CELULAR,5,false
TX0002172,U00025,2025-12-04T15:21:27Z,60,IP,1,false
TX0001341,U00070,2025-12-04T15:28:03Z,156,WIFI,4,false
TX0006693,U00032,2025-12-04T15:57:40Z,16,WIFI,5,false
TX0007539,U00099,2025-12-04T15:58:59Z,49,IP,5,false
TX0002101,U00069,2025-12-04T16:23:48Z,92,TORRE_CELULAR,1,false
TX0006073,U00031,2025-12-04T16:36:52Z,198,IP,4,false
TX0005202,U00098,2025-12-04T16:52:53Z,167,TORRE_CELULAR,5,true
TX0004383,U00003,2025-12-04T18:06:54Z,286,IP,5,false
TX0008366,U00145,2025-12-04T18:13:36Z,248,GPS,3,false
TX0003078,U00001,2025-12-04T18:18:25Z,127,TORRE_CELULAR,4,true
TX0000045,U00074,2025-12-04T18:57:51Z,236,TORRE_CELULAR,5,false
TX0006124,U00001,2025-12-04T21:14:24Z,35,IP,4,false
TX0002659,U00005,2025-12-04T21:27:08Z,110,IP,3,true
TX0008409,U00046,2025-12-04T22:21:37Z,252,TORRE_CELULAR,3,false
TX0008184,U00026,2025-12-04T22:37:30Z,262,IP,3,false
TX0000845,U00003,2025-12-04T23:12:31Z,149,WIFI,5,false
TX0006163,U00007,2025-12-05T00:09:58Z,113,GPS,5,false
TX0003893,U00098,2025-12-05T00:24:15Z,293,IP,5,false
TX0007643,U00003,2025-12-05T00:32:01Z,314,GPS,5,false
TX0007329,U00076,2025-12-05T01:42:52Z,347,WIFI,5,false
TX0000929,U00104,2025-12-05T02:02:58Z,208,GPS,4,true
TX0001106,U00078,2025-12-05T02:32:26Z,119,WIFI,3,true
TX0008911,U00073,2025-12-05T02:37:46Z,275,WIFI,1,false
TX0003054,U00066,2025-12-05T02:44:04Z,15,WIFI,2,false
TX0003925,U00145,2025-12-05T03:21:13Z,269,WIFI,3,false
TX0004281,U00051,2025-12-05T03:34:27Z,212,WIFI,4,false
TX0007095,U00051,2025-12-05T03:52:57Z,179,GPS,4,false
TX0005294,U00030,2025-12-05T03:53:10Z,72,WIFI,4,false
TX0000386,U00145,2025-12-05T05:40:37Z,21,GPS,3,false
TX0000919,U00031,2025-12-05T05:41:56Z,173,GPS,4,false
TX0000921,U00141,2025-12-05T06:17:54Z,160,IP,2,false
TX0001336,U00049,2025-12-05T06:48:02Z,331,IP,1,false
TX0004699,U00003,2025-12-05T06:57:00Z,165,GPS,5,false
TX0007446,U00003,2025-12-05T07:02:59Z,277,GPS,5,false
TX0005758,U00030,2025-12-05T07:24:01Z,204,GPS,4,false
TX0003931,U00145,2025-12-05T08:01:48Z,34,GPS,3,true
TX0002763,U00113,2025-12-05T08:39:26Z,298,GPS,3,false
TX0001643,U00025,2025-12-05T12:55:46Z,25,GPS,1,false
TX0000897,U00145,2025-12-05T14:55:50Z,73,IP,3,false
TX0005063,U00050,2025-12-05T16:02:28Z,100,GPS,5,false
TX0000836,U00062,2025-12-05T16:05:34Z,106,GPS,5,true
TX0001325,U00103,2025-12-05T16:26:57Z,194,IP,2,true
TX0008729,U00145,2025-12-05T17:06:54Z,138,GPS,3,false
TX0002841,U00049,2025-12-05T18:14:57Z,240,GPS,1,false
TX0002722,U00144,2025-12-05T18:16:04Z,305,TORRE_CELULAR,5,false
TX0004049,U00074,2025-12-05T18:34:36Z,52,GPS,5,false
TX0008112,U00139,2025-12-05T18:54:31Z,150,GPS,4,true
TX0006159,U00083,2025-12-05T19:12:37Z,225,IP,5,false
TX0005661,U00115,2025-12-05T21:16:35Z,247,GPS,3,false
TX0002017,U00147,2025-12-05T23:52:00Z,223,GPS,5,false
TX0008741,U00127,2025-12-05T23:56:06Z,235,WIFI,2,false
TX0007144,U00058,2025-12-06T00:21:19Z,24,GPS,3,false
TX0002833,U00073,2025-12-06T00:44:59Z,24,WIFI,1,false
TX0005277,U00050,2025-12-06T02:33:45Z,330,TORRE_CELULAR,5,false
TX0000334,U00048,2025-12-06T02:37:42Z,85,IP,3,false
TX0005689,U00052,2025-12-06T02:54:37Z,337,GPS,5,false
TX0003175,U00097,2025-12-06T03:51:54Z,298,TORRE_CELULAR,4,false
TX0004422,U00147,2025-12-06T03:54:01Z,214,TORRE_CELULAR,5,false
TX0000782,U00133,2025-12-06T04:07:42Z,333,WIFI,4,false
TX0006595,U00091,2025-12-06T04:48:54Z,34,TORRE_CELULAR,2,false
TX0000982,U00117,2025-12-06T05:00:19Z,166,IP,4,false
TX0008297,U00031,2025-12-06T05:15:27Z,51,TORRE_CELULAR,4,false
TX0000846,U00101,2025-12-06T05:18:21Z,96,IP,5,false
TX0008590,U00061,2025-12-06T05:34:51Z,158,GPS,4,false
TX0002970,U00005,2025-12-06T05:49:12Z,191,GPS,3,false
TX0002050,U00002,2025-12-06T06:22:42Z,255,IP,3,false
TX0002526,U00089,2025-12-06T06:33:51Z,84,TORRE_CELULAR,2,false
TX0008055,U00113,2025-12-06T06:59:08Z,243,WIFI,3,true
TX0005906,U00147,2025-12-06T07:09:52Z,328,GPS,5,false
TX0000475,U00118,2025-12-06T07:50:58Z,211,TORRE_CELULAR,4,false
TX0004753,U00122,2025-12-06T08:22:45Z,196,GPS,4,false
TX0004661,U00146,2025-12-06T08:42:52Z,323,TORRE_CELULAR,5,false
TX0007829,U00025,2025-12-06T09:25:47Z,15,GPS,1,true
TX0001626,U00015,2025-12-06T11:18:54Z,202,WIFI,1,true
TX0007772,U00002,2025-12-06T11:26:00Z,162,TORRE_CELULAR,3,true
TX0003653,U00100,2025-12-06T11:41:09Z,231,GPS,3,false
TX0000089,U00051,2025-12-06T11:47:49Z,88,IP,4,false
TX0001767,U00111,2025-12-06T12:26:18Z,240,GPS,1,false
TX0000579,U00098,2025-12-06T13:45:14Z,118,GPS,5,false
TX0008993,U00099,2025-12-06T13:56:56Z,272,GPS,5,false
TX0003319,U00002,2025-12-06T14:01:20Z,68,GPS,3,false
TX0003921,U00007,2025-12-06T14:39:23Z,57,IP,5,true
TX0001693,U00108,2025-12-06T15:27:42Z,176,GPS,4,false
TX0006942,U00123,2025-12-06T17:32:58Z,104,GPS,2,true
TX0000916,U00122,2025-12-06T17:38:45Z,290,WIFI,4,false
TX0004327,U00097,2025-12-06T18:16:05Z,38,GPS,4,false
TX0002729,U00051,2025-12-06T18:24:45Z,321,WIFI,4,false
TX0004879,U00108,2025-12-06T18:57:34Z,108,WIFI,4,false
TX0002528,U00097,2025-12-06T19:00:13Z,119,GPS,4,false
TX0000917,U00122,2025-12-06T19:44:26Z,196,IP,4,false
TX0005791,U00026,2025-12-06T19:50:55Z,72,WIFI,3,false
TX0001653,U00139,2025-12-06T20:02:11Z,150,WIFI,4,true
TX0007000,U00076,2025-12-06T20:30:35Z,226,IP,5,false
TX0003284,U00049,2025-12-06T21:25:41Z,112,IP,1,false
TX0002360,U00001,2025-12-06T22:24:01Z,104,GPS,4,false
TX0004459,U00003,2025-12-06T22:28:48Z,348,GPS,5,false
TX0005653,U00002,2025-12-06T22:32:12Z,272,TORRE_CELULAR,3,false
TX0004164,U00049,2025-12-06T22:37:01Z,283,GPS,1,false
TX0001342,U00118,2025-12-06T22:49:09Z,335,GPS,4,false
TX0007350,U00153,2025-12-06T22:55:10Z,169,GPS,3,false
TX0007268,U00008,2025-12-06T22:58:19Z,24,IP,2,false
TX0004909,U00073,2025-12-06T23:03:22Z,265,GPS,1,false
TX0005132,U00099,2025-12-06T23:15:59Z,266,WIFI,5,false
TX0001877,U00035,2025-12-06T23:21:21Z,229,GPS,3,false
TX0002618,U00049,2025-12-06T23:57:23Z,269,TORRE_CELULAR,1,true
TX0006884,U00123,2025-12-07T00:08:53Z,317,GPS,2,false
TX0007677,U00051,2025-12-07T01:27:37Z,328,IP,4,false
TX0007558,U00074,2025-12-07T01:31:26Z,315,IP,5,false
TX0003911,U00126,2025-12-07T02:37:54Z,226,TORRE_CELULAR,4,false
TX0006170,U00050,2025-12-07T04:36:52Z,168,GPS,5,false
TX0003483,U00099,2025-12-07T04:40:54Z,339,GPS,5,false
TX0006051,U00077,2025-12-07T06:41:52Z,231,WIFI,5,false
TX0001174,U00002,2025-12-07T07:33:22Z,36,WIFI,3,false
TX0001040,U00123,2025-12-07T07:35:45Z,39,TORRE_CELULAR,2,false
TX0008183,U00002,2025-12-07T07:45:22Z,81,GPS,3,false
TX0003513,U00002,2025-12-07T08:02:29Z,43,GPS,3,false
TX0002683,U00159,2025-12-07T08:22:00Z,52,IP,4,true
TX0000762,U00050,2025-12-07T08:29:34Z,133,GPS,5,false
TX0002115,U00026,2025-12-07T08:55:02Z,276,IP,3,false
TX0005860,U00076,2025-12-07T09:16:40Z,161,IP,5,false
TX0003244,U00042,2025-12-07T09:19:31Z,44,GPS,2,false
TX0002694,U00097,2025-12-07T09:56:08Z,258,GPS,4,false
TX0000428,U00147,2025-12-07T10:00:29Z,187,IP,5,false
TX0006683,U00079,2025-12-07T10:09:20Z,102,TORRE_CELULAR,3,false
TX0007562,U00070,2025-12-07T10:34:17Z,244,TORRE_CELULAR,4,true
TX0005882,U00138,2025-12-07T11:08:01Z,150,TORRE_CELULAR,4,false
TX0000532,U00078,2025-12-07T11:39:43Z,93,GPS,3,false
TX0003883,U00127,2025-12-07T12:16:35Z,321,TORRE_CELULAR,2,false
TX0005936,U00051,2025-12-07T12:24:26Z,274,IP,4,false
TX0000034,U00054,2025-12-07T12:36:39Z,25,IP,4,false
TX0002983,U00079,2025-12-07T13:24:15Z,257,WIFI,3,false
TX0002438,U00058,2025-12-07T14:53:14Z,153,GPS,3,false
TX0006295,U00037,2025-12-07T15:20:32Z,95,TORRE_CELULAR,4,false
TX0006551,U00001,2025-12-07T15:41:38Z,131,GPS,4,true
TX0008331,U00151,2025-12-07T15:50:30Z,331,TORRE_CELULAR,3,false
TX0005756,U00130,2025-12-07T16:02:50Z,234,TORRE_CELULAR,5,false
TX0004050,U00056,2025-12-07T16:12:01Z,252,TORRE_CELULAR,4,false
TX0005261,U00050,2025-12-07T16:44:37Z,333,GPS,5,false
TX0001390,U00122,2025-12-07T17:34:00Z,336,GPS,4,false
TX0005967,U00123,2025-12-07T17:36:36Z,32,WIFI,2,false
TX0000415,U00121,2025-12-07T18:08:29Z,252,GPS,4,false
TX0000486,U00145,2025-12-07T18:13:06Z,211,GPS,3,false
TX0005325,U00097,2025-12-07T18:17:33Z,340,GPS,4,false
TX0001573,U00122,2025-12-07T18:40:06Z,89,IP,4,false
TX0001503,U00106,2025-12-07T19:24:03Z,28,WIFI,4,false
TX0003712,U00031,2025-12-07T19:40:37Z,80,IP,4,false
TX0007113,U00146,2025-12-07T21:39:25Z,47,GPS,5,false
TX0002557,U00148,2025-12-07T21:48:26Z,335,IP,3,false
TX0004357,U00051,2025-12-07T21:49:45Z,59,GPS,4,false
TX0007658,U00003,2025-12-07T21:49:59Z,224,IP,5,false
TX0000795,U00146,2025-12-07T22:20:48Z,88,WIFI,5,false
TX0001191,U00157,2025-12-07T22:35:06Z,162,GPS,4,false
TX0005424,U00075,2025-12-07T22:38:41Z,254,GPS,2,false
TX0005417,U00151,2025-12-07T22:42:46Z,27,IP,3,false
TX0008945,U00006,2025-12-07T23:02:06Z,115,TORRE_CELULAR,2,true
TX0002367,U00147,2025-12-07T23:04:07Z,86,GPS,5,false
TX0000129,U00120,2025-12-07T23:43:52Z,244,GPS,3,false
TX0004209,U00024,2025-12-07T23:45:22Z,52,IP,5,false
TX0003114,U00150,2025-12-07T23:46:41Z,72,TORRE_CELULAR,2,true
TX0003443,U00011,2025-12-08T00:39:38Z,21,IP,4,false
TX0004767,U00103,2025-12-08T01:05:22Z,193,GPS,2,false
TX0000043,U00152,2025-12-08T02:07:49Z,346,WIFI,2,false
TX0001071,U00003,2025-12-08T02:08:50Z,195,TORRE_CELULAR,5,false
TX0000276,U00049,2025-12-08T02:18:02Z,165,IP,1,false
TX0002116,U00001,2025-12-08T02:28:16Z,331,WIFI,4,false
TX0006253,U00003,2025-12-08T03:36:18Z,17,GPS,5,false
TX0008218,U00096,2025-12-08T03:46:51Z,106,GPS,5,true
TX0001705,U00078,2025-12-08T03:49:29Z,149,WIFI,3,false
TX0000011,U00122,2025-12-08T04:52:00Z,246,GPS,4,false
TX0005392,U00051,2025-12-08T05:00:00Z,152,TORRE_CELULAR,4,false
TX0006259,U00066,2025-12-08T05:06:13Z,99,WIFI,2,false
TX0003710,U00050,2025-12-08T05:15:34Z,113,IP,5,false
TX0007069,U00126,2025-12-08T05:41:54Z,214,IP,4,false
TX0002215,U00145,2025-12-08T05:42:46Z,99,GPS,3,false
TX0008730,U00049,2025-12-08T06:11:44Z,265,GPS,1,false
TX0004520,U00157,2025-12-08T06:40:36Z,272,GPS,4,false
TX0000837,U00116,2025-12-08T07:04:55Z,270,WIFI,3,false
TX0008293,U00130,2025-12-08T07:45:03Z,75,IP,5,false
TX0004993,U00076,2025-12-08T07:49:13Z,130,GPS,5,false
TX0005885,U00026,2025-12-08T07:56:49Z,164,IP,3,true
TX0007796,U00122,2025-12-08T08:54:36Z,329,IP,4,false
TX0006660,U00052,2025-12-08T10:41:10Z,256,WIFI,5,false
TX0002252,U00026,2025-12-08T10:57:25Z,267,WIFI,3,false
TX0004163,U00160,2025-12-08T11:05:40Z,314,WIFI,1,true
TX0008975,U00049,2025-12-08T11:43:20Z,183,WIFI,1,false
TX0005182,U00121,2025-12-08T13:14:08Z,296,GPS,4,false
TX0007470,U00066,2025-12-08T13:54:25Z,132,GPS,2,false
TX0007037,U00153,2025-12-08T14:11:36Z,73,GPS,3,false
TX0005941,U00099,2025-12-08T14:22:58Z,134,GPS,5,false
TX0007603,U00001,2025-12-08T14:39:39Z,295,GPS,4,false
TX0007463,U00147,2025-12-08T15:38:56Z,175,GPS,5,false
TX0003456,U00063,2025-12-08T16:06:17Z,113,IP,4,false
TX0007073,U00137,2025-12-08T17:39:10Z,94,GPS,4,true
TX0006597,U00128,2025-12-08T17:48:31Z,329,IP,5,false
TX0002109,U00123,2025-12-08T18:21:56Z,191,GPS,2,false
TX0001467,U00020,2025-12-08T18:49:17Z,228,IP,1,false
TX0000282,U00027,2025-12-08T19:47:02Z,234,TORRE_CELULAR,2,false
TX0007364,U00146,2025-12-08T21:03:06Z,56,IP,5,false
TX0007838,U00003,2025-12-08T22:36:14Z,144,IP,5,false
TX0004625,U00027,2025-12-08T22:42:43Z,325,TORRE_CELULAR,2,false
TX0004789,U00055,2025-12-08T23:19:10Z,226,TORRE_CELULAR,3,false
TX0000209,U00001,2025-12-08T23:28:08Z,150,IP,4,false
TX0005290,U00002,2025-12-09T00:09:09Z,48,GPS,3,false
TX0005883,U00145,2025-12-09T00:33:02Z,87,TORRE_CELULAR,3,false
TX0002799,U00035,2025-12-09T00:49:35Z,290,GPS,3,false
TX0003470,U00073,2025-12-09T02:07:26Z,218,GPS,1,false
TX0008373,U00049,2025-12-09T02:17:22Z,229,IP,1,false
TX0007867,U00004,2025-12-09T02:26:44Z,286,GPS,4,false
TX0006521,U00051,2025-12-09T02:54:23Z,166,GPS,4,false
TX0002103,U00145,2025-12-09T03:03:14Z,15,IP,3,false
TX0005605,U00158,2025-12-09T03:20:05Z,238,IP,3,false
TX0001593,U00150,2025-12-09T03:31:51Z,137,WIFI,2,false
TX0005316,U00027,2025-12-09T03:59:44Z,267,TORRE_CELULAR,2,false
TX0005503,U00033,2025-12-09T04:32:54Z,243,WIFI,3,false
TX0008244,U00099,2025-12-09T05:21:37Z,169,TORRE_CELULAR,5,true
TX0006499,U00092,2025-12-09T06:36:10Z,80,GPS,4,false
TX0008846,U00027,2025-12-09T06:45:06Z,130,GPS,2,false
TX0008346,U00094,2025-12-09T06:48:27Z,251,TORRE_CELULAR,4,false
TX0008268,U00023,2025-12-09T06:56:41Z,280,GPS,3,true
TX0000707,U00153,2025-12-09T07:30:47Z,120,GPS,3,false
TX0007613,U00146,2025-12-09T07:48:52Z,100,IP,5,false
TX0007602,U00001,2025-12-09T07:51:34Z,253,IP,4,false
TX0000373,U00034,2025-12-09T08:03:26Z,302,GPS,2,false
TX0007657,U00099,2025-12-09T08:35:58Z,283,WIFI,5,false
TX0006153,U00050,2025-12-09T08:36:43Z,256,GPS,5,false
TX0008091,U00051,2025-12-09T09:50:57Z,342,GPS,4,false
TX0000520,U00129,2025-12-09T09:53:03Z,21,TORRE_CELULAR,5,false
TX0002389,U00054,2025-12-09T10:06:33Z,193,TORRE_CELULAR,4,false
TX0008186,U00027,2025-12-09T10:43:49Z,181,TORRE_CELULAR,2,false
TX0004761,U00106,2025-12-09T11:14:21Z,256,GPS,4,true
TX0004928,U00026,2025-12-09T12:09:30Z,61,TORRE_CELULAR,3,false
TX0002301,U00125,2025-12-09T13:15:22Z,116,GPS,5,false
TX0002651,U00051,2025-12-09T13:24:16Z,28,WIFI,4,false
TX0006147,U00147,2025-12-09T14:52:12Z,337,GPS,5,false
TX0002171,U00140,2025-12-09T15:00:27Z,50,WIFI,3,true
TX0003392,U00099,2025-12-09T15:47:50Z,285,GPS,5,false
TX0001031,U00001,2025-12-09T15:55:33Z,162,GPS,4,false
TX0004532,U00058,2025-12-09T16:25:22Z,162,WIFI,3,false
TX0008711,U00146,2025-12-09T17:28:56Z,256,TORRE_CELULAR,5,false
TX0000796,U00146,2025-12-09T17:55:00Z,155,WIFI,5,false
TX0007094,U00120,2025-12-09T18:24:15Z,88,GPS,3,false
TX0007688,U00003,2025-12-09T19:18:48Z,323,TORRE_CELULAR,5,false
TX0004624,U00001,2025-12-09T20:09:25Z,300,GPS,4,false
TX0007930,U00026,2025-12-09T20:24:09Z,236,GPS,3,false
TX0005718,U00003,2025-12-09T20:53:25Z,49,GPS,5,false
TX0002520,U00011,2025-12-09T22:07:29Z,26,IP,4,false
TX0001933,U00007,2025-12-09T23:10:18Z,261,WIFI,5,false
TX0007165,U00147,2025-12-09T23:31:06Z,60,WIFI,5,false
TX0006550,U00026,2025-12-09T23:46:45Z,322,GPS,3,false
TX0008229,U00052,2025-12-10T00:18:28Z,341,IP,5,false
