tx_id,referencia_externa,fecha_hora,fecha_valor,monto,moneda,tipo_tx,canal,estado,internacional,contracargo,velocity_1h,etiquetas,score_fraude
TX0007209,REF-2026-0007209,2025-12-01T16:48:06Z,2025-12-01,1753.00,USD,TRANSFERENCIA,API,APROBADA,true,false,4,internacional|dispositivo_riesgoso,0.65
TX0006381,REF-2026-0006381,2025-12-01T17:22:14Z,2025-12-01,1033.17,GTQ,COMPRA_ONLINE,APP,APROBADA,false,false,4,normal,0.27
TX0007068,REF-2026-0007068,2025-12-01T17:45:40Z,2025-12-01,805.01,USD,TRANSFERENCIA,WEB,APROBADA,true,false,5,internacional|dispositivo_riesgoso,0.63
TX0003006,REF-2026-0003006,2025-12-01T17:46:11Z,2025-12-01,1297.79,GTQ,RETIRO_ATM,ATM,APROBADA,false,false,6,dispositivo_riesgoso,0.57
TX0001726,REF-2026-0001726,2025-12-01T18:50:03Z,2025-12-01,1149.33,GTQ,PAGO_COMERCIO,POS,APROBADA,false,false,4,normal,0.35
TX0005828,REF-2026-0005828,2025-12-01T19:22:27Z,2025-12-01,1359.35,USD,PAGO_SERVICIO,WEB,APROBADA,true,false,8,internacional|alta_velocidad,0.51
TX0006001,REF-2026-0006001,2025-12-01T19:27:01Z,2025-12-01,3557.19,USD,DEPOSITO,SUCURSAL,APROBADA,true,false,6,internacional,0.48
TX0002312,REF-2026-0002312,2025-12-01T19:27:37Z,2025-12-01,4970.62,USD,TRANSFERENCIA,APP,APROBADA,false,false,4,dispositivo_riesgoso,0.57
TX0006810,REF-2026-0006810,2025-12-01T19:50:52Z,2025-12-01,3117.92,GTQ,TRANSFERENCIA,WEB,APROBADA,false,false,3,normal,0.39
TX0001477,REF-2026-0001477,2025-12-01T19:54:43Z,2025-12-01,2603.93,USD,DEPOSITO,APP,APROBADA,true,false,3,internacional,0.40
TX0004662,REF-2026-0004662,2025-12-01T20:38:18Z,2025-12-01,708.70,GTQ,TRANSFERENCIA,API,APROBADA,false,false,1,normal,0.40
TX0006836,REF-2026-0006836,2025-12-01T20:43:42Z,2025-12-01,204.19,USD,RETIRO_ATM,ATM,APROBADA,false,false,6,normal,0.37
TX0001522,REF-2026-0001522,2025-12-01T20:50:07Z,2025-12-01,186.01,USD,PAGO_SERVICIO,WEB,APROBADA,true,false,6,internacional|comercio_riesgoso,0.69
TX0006877,REF-2026-0006877,2025-12-01T21:18:32Z,2025-12-01,538.49,GTQ,PAGO_COMERCIO,APP,APROBADA,false,false,4,normal,0.39
TX0003561,REF-2026-0003561,2025-12-01T22:05:31Z,2025-12-01,594.54,USD,DEPOSITO,APP,APROBADA,false,false,4,normal,0.34
TX0004779,REF-2026-0004779,2025-12-01T22:09:59Z,2025-12-01,1308.46,USD,TRANSFERENCIA,APP,APROBADA,true,false,5,internacional,0.57
TX0005263,REF-2026-0005263,2025-12-01T23:19:48Z,2025-12-01,255.93,USD,PAGO_COMERCIO,POS,APROBADA,false,false,7,horario_inusual|alta_velocidad,0.53
TX0003729,REF-2026-0003729,2025-12-02T00:41:03Z,2025-12-02,471.94,GTQ,COMPRA_ONLINE,APP,APROBADA,false,false,5,horario_inusual,0.44
TX0004416,REF-2026-0004416,2025-12-02T00:54:29Z,2025-12-02,1171.99,USD,PAGO_COMERCIO,WEB,APROBADA,false,false,4,horario_inusual,0.43
TX0005907,REF-2026-0005907,2025-12-02T01:15:49Z,2025-12-02,965.46,USD,PAGO_COMERCIO,POS,APROBADA,true,false,6,internacional|horario_inusual,0.79
TX0000631,REF-2026-0000631,2025-12-02T02:07:09Z,2025-12-02,1269.25,USD,TRANSFERENCIA,API,APROBADA,false,false,2,horario_inusual|dispositivo_riesgoso,0.70
TX0001267,REF-2026-0001267,2025-12-02T02:55:32Z,2025-12-02,5370.41,USD,TRANSFERENCIA,APP,APROBADA,false,false,2,horario_inusual,0.57
TX0005699,REF-2026-0005699,2025-12-02T03:01:41Z,2025-12-02,1498.37,GTQ,TRANSFERENCIA,WEB,APROBADA,false,false,4,horario_inusual|dispositivo_riesgoso,0.57
TX0005697,REF-2026-0005697,2025-12-02T04:29:02Z,2025-12-02,1432.16,USD,PAGO_SERVICIO,WEB,APROBADA,true,false,5,internacional|horario_inusual|comercio_riesgoso,0.83
TX0005045,REF-2026-0005045,2025-12-02T04:37:06Z,2025-12-02,1386.67,USD,TRANSFERENCIA,WEB,APROBADA,true,false,9,internacional|horario_inusual|alta_velocidad,0.72
TX0001581,REF-2026-0001581,2025-12-02T05:02:29Z,2025-12-02,331.35,USD,PAGO_COMERCIO,APP,APROBADA,true,false,4,internacional|comercio_riesgoso,0.72
TX0006445,REF-2026-0006445,2025-12-02T05:25:53Z,2025-12-02,1228.26,USD,RETIRO_ATM,ATM,APROBADA,true,false,2,internacional,0.50
TX0007190,REF-2026-0007190,2025-12-02T06:01:54Z,2025-12-02,354.18,GTQ,PAGO_COMERCIO,POS,APROBADA,false,false,5,normal,0.37
TX0006374,REF-2026-0006374,2025-12-02T06:15:54Z,2025-12-02,1081.62,USD,PAGO_COMERCIO,WEB,APROBADA,true,false,4,internacional,0.61
TX0007275,REF-2026-0007275,2025-12-02T07:37:13Z,2025-12-02,864.66,USD,DEPOSITO,APP,APROBADA,true,false,1,internacional,0.61
TX0004939,REF-2026-0004939,2025-12-02T08:06:04Z,2025-12-02,1100.39,USD,COMPRA_ONLINE,WEB,APROBADA,false,false,1,normal,0.47
TX0005296,REF-2026-0005296,2025-12-02T08:19:40Z,2025-12-02,1168.18,GTQ,TRANSFERENCIA,APP,APROBADA,false,false,6,normal,0.36
TX0005567,REF-2026-0005567,2025-12-02T08:40:23Z,2025-12-02,392.80,GTQ,PAGO_SERVICIO,APP,APROBADA,false,false,6,normal,0.40
TX0006875,REF-2026-0006875,2025-12-02T09:06:58Z,2025-12-02,632.83,USD,PAGO_COMERCIO,WEB,APROBADA,true,false,11,internacional|comercio_riesgoso|alta_velocidad,0.58
TX0002195,REF-2026-0002195,2025-12-02T09:21:08Z,2025-12-02,703.54,GTQ,RETIRO_ATM,ATM,APROBADA,false,false,5,normal,0.44
TX0004704,REF-2026-0004704,2025-12-02T09:40:59Z,2025-12-02,1604.74,GTQ,TRANSFERENCIA,WEB,APROBADA,false,false,3,normal,0.35
TX0003564,REF-2026-0003564,2025-12-02T09:49:47Z,2025-12-02,2032.58,GTQ,TRANSFERENCIA,APP,APROBADA,false,false,3,normal,0.37
TX0003108,REF-2026-0003108,2025-12-02T09:57:20Z,2025-12-02,3288.45,GTQ,TRANSFERENCIA,API,APROBADA,false,false,3,normal,0.43
TX0002358,REF-2026-0002358,2025-12-02T10:43:26Z,2025-12-02,389.20,USD,PAGO_COMERCIO,APP,APROBADA,false,false,1,comercio_riesgoso,0.51
TX0006157,REF-2026-0006157,2025-12-02T10:59:10Z,2025-12-02,877.67,USD,PAGO_SERVICIO,WEB,APROBADA,false,false,6,comercio_riesgoso,0.55
TX0006742,REF-2026-0006742,2025-12-02T11:39:42Z,2025-12-02,746.12,USD,COMPRA_ONLINE,WEB,APROBADA,true,false,4,internacional,0.68
TX0007273,REF-2026-0007273,2025-12-02T11:59:53Z,2025-12-02,277.07,GTQ,PAGO_COMERCIO,APP,APROBADA,false,true,5,dispositivo_riesgoso|comercio_riesgoso|sospechosa,0.74
TX0001042,REF-2026-0001042,2025-12-02T12:21:53Z,2025-12-02,1711.30,USD,PAGO_COMERCIO,APP,APROBADA,false,false,2,normal,0.29
TX0007186,REF-2026-0007186,2025-12-02T12:33:40Z,2025-12-02,1853.59,USD,PAGO_COMERCIO,APP,APROBADA,false,false,0,normal,0.41
TX0007166,REF-2026-0007166,2025-12-02T12:44:27Z,2025-12-02,2414.70,GTQ,TRANSFERENCIA,API,APROBADA,false,false,2,normal,0.26
TX0006414,REF-2026-0006414,2025-12-02T12:54:25Z,2025-12-02,1037.67,GTQ,TRANSFERENCIA,WEB,APROBADA,false,false,0,normal,0.30
TX0007239,REF-2026-0007239,2025-12-02T13:47:16Z,2025-12-02,1489.29,USD,COMPRA_ONLINE,APP,APROBADA,false,false,4,normal,0.42
TX0008737,REF-2026-0008737,2025-12-02T14:11:52Z,2025-12-02,734.37,USD,PAGO_COMERCIO,WEB,APROBADA,true,false,5,internacional,0.67
TX0004582,REF-2026-0004582,2025-12-02T14:24:28Z,2025-12-02,1162.86,GTQ,PAGO_SERVICIO,APP,APROBADA,false,false,4,normal,0.54
TX0000380,REF-2026-0000380,2025-12-02T14:40:52Z,2025-12-02,2782.00,USD,TRANSFERENCIA,WEB,APROBADA,true,false,5,internacional,0.54
TX0001657,REF-2026-0001657,2025-12-02T15:08:37Z,2025-12-02,632.88,USD,COMPRA_ONLINE,WEB,APROBADA,true,false,5,internacional,0.56
TX0006972,REF-2026-0006972,2025-12-02T15:12:10Z,2025-12-02,1253.64,USD,TRANSFERENCIA,APP,PENDIENTE,true,false,1,internacional,0.57
TX0008517,REF-2026-0008517,2025-12-02T15:25:52Z,2025-12-02,1373.49,GTQ,PAGO_COMERCIO,POS,APROBADA,false,false,2,normal,0.43
TX0004023,REF-2026-0004023,2025-12-02T17:06:10Z,2025-12-02,769.22,USD,COMPRA_ONLINE,WEB,APROBADA,true,false,5,internacional,0.47
TX0003134,REF-2026-0003134,2025-12-02T17:28:31Z,2025-12-02,1428.12,USD,PAGO_COMERCIO,APP,APROBADA,true,false,4,internacional|comercio_riesgoso,0.61
TX0004489,REF-2026-0004489,2025-12-02T18:41:00Z,2025-12-02,1806.88,GTQ,COMPRA_ONLINE,WEB,PENDIENTE,false,false,3,normal,0.35
TX0008812,REF-2026-0008812,2025-12-02T18:47:45Z,2025-12-02,687.86,USD,COMPRA_ONLINE,APP,APROBADA,true,true,6,internacional|sospechosa,0.66
TX0001064,REF-2026-0001064,2025-12-02T18:58:26Z,2025-12-02,2870.29,USD,TRANSFERENCIA,APP,APROBADA,false,false,4,normal,0.41
TX0003699,REF-2026-0003699,2025-12-02T19:20:18Z,2025-12-02,3918.31,GTQ,TRANSFERENCIA,API,APROBADA,false,false,5,normal,0.35
TX0008562,REF-2026-0008562,2025-12-02T20:44:05Z,2025-12-02,426.67,GTQ,RETIRO_ATM,ATM,APROBADA,false,false,4,normal,0.36
TX0006751,REF-2026-0006751,2025-12-02T20:55:13Z,2025-12-02,795.63,USD,PAGO_SERVICIO,APP,APROBADA,false,false,6,normal,0.37
TX0004220,REF-2026-0004220,2025-12-02T21:21:22Z,2025-12-02,5091.47,GTQ,PAGO_COMERCIO,POS,APROBADA,false,false,5,normal,0.33
TX0008934,REF-2026-0008934,2025-12-02T21:51:35Z,2025-12-02,2705.97,USD,TRANSFERENCIA,WEB,APROBADA,false,false,2,normal,0.49
TX0000250,REF-2026-0000250,2025-12-02T22:05:52Z,2025-12-02,4034.38,GTQ,TRANSFERENCIA,API,APROBADA,false,false,5,normal,0.34
TX0006718,REF-2026-0006718,2025-12-02T22:13:09Z,2025-12-02,1451.45,GTQ,COMPRA_ONLINE,WEB,APROBADA,false,false,7,alta_velocidad,0.53
TX0000426,REF-2026-0000426,2025-12-02T22:55:50Z,2025-12-02,1329.62,USD,TRANSFERENCIA,API,APROBADA,true,false,3,internacional,0.45
TX0005929,REF-2026-0005929,2025-12-02T23:36:30Z,2025-12-02,667.41,GTQ,PAGO_COMERCIO,APP,APROBADA,false,false,6,horario_inusual,0.61
TX0004387,REF-2026-0004387,2025-12-02T23:54:30Z,2025-12-02,1327.46,USD,COMPRA_ONLINE,APP,APROBADA,false,false,2,horario_inusual,0.50
TX0002903,REF-2026-0002903,2025-12-03T00:02:36Z,2025-12-03,428.11,USD,TRANSFERENCIA,WEB,APROBADA,true,false,5,internacional|horario_inusual,0.62
TX0007800,REF-2026-0007800,2025-12-03T00:21:08Z,2025-12-03,608.21,GTQ,COMPRA_ONLINE,WEB,APROBADA,false,false,2,horario_inusual|comercio_riesgoso,0.52
TX0005402,REF-2026-0005402,2025-12-03T00:40:40Z,2025-12-03,718.22,USD,PAGO_COMERCIO,POS,APROBADA,false,false,5,horario_inusual,0.71
TX0002362,REF-2026-0002362,2025-12-03T00:44:24Z,2025-12-03,5950.85,GTQ,DEPOSITO,APP,APROBADA,false,false,4,horario_inusual,0.49
TX0005425,REF-2026-0005425,2025-12-03T00:58:24Z,2025-12-03,647.24,GTQ,TRANSFERENCIA,WEB,APROBADA,false,false,3,horario_inusual,0.36
TX0002460,REF-2026-0002460,2025-12-03T01:50:34Z,2025-12-03,2690.69,GTQ,TRANSFERENCIA,WEB,APROBADA,false,false,5,horario_inusual,0.35
TX0006111,REF-2026-0006111,2025-12-03T02:59:55Z,2025-12-03,331.95,GTQ,RETIRO_ATM,ATM,APROBADA,false,false,3,horario_inusual,0.48
TX0005072,REF-2026-0005072,2025-12-03T03:07:08Z,2025-12-03,1478.64,USD,COMPRA_ONLINE,WEB,APROBADA,true,false,7,internacional|horario_inusual|alta_velocidad,0.67
TX0002890,REF-2026-0002890,2025-12-03T03:17:32Z,2025-12-03,1097.57,USD,TRANSFERENCIA,WEB,APROBADA,true,false,5,internacional|horario_inusual,0.77
TX0006122,REF-2026-0006122,2025-12-03T03:18:58Z,2025-12-03,1396.42,USD,TRANSFERENCIA,APP,APROBADA,true,false,5,internacional|horario_inusual,0.83
TX0000324,REF-2026-0000324,2025-12-03T03:19:21Z,2025-12-03,1004.42,GTQ,PAGO_SERVICIO,WEB,APROBADA,false,false,2,horario_inusual,0.33
TX0005615,REF-2026-0005615,2025-12-03T03:31:26Z,2025-12-03,447.76,USD,RETIRO_ATM,ATM,APROBADA,false,false,2,horario_inusual,0.41
TX0003153,REF-2026-0003153,2025-12-03T03:40:17Z,2025-12-03,677.95,GTQ,PAGO_SERVICIO,APP,PENDIENTE,false,false,5,horario_inusual,0.58
TX0005201,REF-2026-0005201,2025-12-03T03:43:35Z,2025-12-03,546.41,USD,RETIRO_ATM,ATM,APROBADA,false,false,4,horario_inusual,0.28
TX0002766,REF-2026-0002766,2025-12-03T04:12:56Z,2025-12-03,627.80,GTQ,PAGO_COMERCIO,APP,APROBADA,false,false,7,horario_inusual|alta_velocidad,0.68
TX0007924,REF-2026-0007924,2025-12-03T04:42:19Z,2025-12-03,1145.03,USD,TRANSFERENCIA,API,APROBADA,false,false,4,horario_inusual,0.39
TX0005798,REF-2026-0005798,2025-12-03T05:17:00Z,2025-12-03,942.52,USD,TRANSFERENCIA,API,APROBADA,false,false,4,normal,0.47
TX0005667,REF-2026-0005667,2025-12-03T05:33:23Z,2025-12-03,833.18,USD,DEPOSITO,ATM,APROBADA,true,false,4,internacional,0.52
TX0005773,REF-2026-0005773,2025-12-03T05:35:34Z,2025-12-03,1767.50,USD,TRANSFERENCIA,API,APROBADA,true,false,5,internacional,0.64
TX0008010,REF-2026-0008010,2025-12-03T08:04:54Z,2025-12-03,13586.68,USD,DEPOSITO,APP,APROBADA,false,false,1,alto_monto,0.44
TX0003325,REF-2026-0003325,2025-12-03T08:29:28Z,2025-12-03,353.53,USD,PAGO_SERVICIO,WEB,APROBADA,false,false,4,normal,0.38
TX0001530,REF-2026-0001530,2025-12-03T08:37:52Z,2025-12-03,1010.62,GTQ,TRANSFERENCIA,API,APROBADA,false,false,5,normal,0.47
TX0004612,REF-2026-0004612,2025-12-03T08:43:09Z,2025-12-03,542.58,GTQ,TRANSFERENCIA,WEB,APROBADA,false,false,2,normal,0.43
TX0001252,REF-2026-0001252,2025-12-03T10:14:08Z,2025-12-03,1959.29,USD,TRANSFERENCIA,API,APROBADA,false,false,5,normal,0.57
TX0003807,REF-2026-0003807,2025-12-03T10:18:32Z,2025-12-03,213.14,USD,PAGO_COMERCIO,WEB,APROBADA,false,false,5,normal,0.31
TX0006630,REF-2026-0006630,2025-12-03T10:24:34Z,2025-12-03,2180.17,USD,TRANSFERENCIA,API,APROBADA,false,false,1,normal,0.43
TX0006757,REF-2026-0006757,2025-12-03T10:48:10Z,2025-12-03,2623.09,USD,TRANSFERENCIA,APP,APROBADA,false,false,6,normal,0.34
TX0006921,REF-2026-0006921,2025-12-03T11:32:01Z,2025-12-03,330.05,USD,PAGO_COMERCIO,WEB,APROBADA,true,false,0,internacional,0.50
TX0003271,REF-2026-0003271,2025-12-03T11:33:46Z,2025-12-03,2647.90,USD,PAGO_COMERCIO,POS,APROBADA,false,false,2,comercio_riesgoso,0.37
TX0003744,REF-2026-0003744,2025-12-03T11:36:34Z,2025-12-03,183.64,USD,PAGO_COMERCIO,WEB,APROBADA,false,false,6,normal,0.42
TX0008757,REF-2026-0008757,2025-12-03T11:38:15Z,2025-12-03,1029.57,GTQ,TRANSFERENCIA,API,APROBADA,false,false,1,normal,0.46
TX0001050,REF-2026-0001050,2025-12-03T12:17:55Z,2025-12-03,1057.22,USD,TRANSFERENCIA,WEB,APROBADA,true,false,6,internacional,0.56
TX0005982,REF-2026-0005982,2025-12-03T12:21:06Z,2025-12-03,614.96,USD,PAGO_SERVICIO,WEB,APROBADA,true,false,5,internacional,0.59
TX0007437,REF-2026-0007437,2025-12-03T12:32:40Z,2025-12-03,262.79,USD,PAGO_COMERCIO,POS,APROBADA,true,false,6,internacional,0.70
TX0008997,REF-2026-0008997,2025-12-03T12:55:15Z,2025-12-03,271.68,USD,COMPRA_ONLINE,WEB,APROBADA,false,false,2,normal,0.39
TX0001253,REF-2026-0001253,2025-12-03T14:37:22Z,2025-12-03,404.92,USD,PAGO_COMERCIO,POS,APROBADA,true,false,4,internacional,0.44
TX0001424,REF-2026-0001424,2025-12-03T15:18:56Z,2025-12-03,850.53,USD,PAGO_COMERCIO,POS,APROBADA,true,false,5,internacional,0.75
TX0005482,REF-2026-0005482,2025-12-03T15:38:20Z,2025-12-03,1273.65,GTQ,TRANSFERENCIA,WEB,APROBADA,false,false,2,normal,0.29
TX0008397,REF-2026-0008397,2025-12-03T15:39:49Z,2025-12-03,1077.09,USD,COMPRA_ONLINE,WEB,APROBADA,false,false,6,comercio_riesgoso,0.46
TX0005488,REF-2026-0005488,2025-12-03T16:00:42Z,2025-12-03,2024.20,USD,PAGO_COMERCIO,POS,APROBADA,true,false,6,internacional,0.70
TX0008932,REF-2026-0008932,2025-12-03T17:20:35Z,2025-12-03,623.54,USD,PAGO_COMERCIO,APP,APROBADA,false,false,2,normal,0.52
TX0001238,REF-2026-0001238,2025-12-03T17:22:22Z,2025-12-03,2296.13,USD,TRANSFERENCIA,WEB,APROBADA,false,false,3,normal,0.39
TX0005706,REF-2026-0005706,2025-12-03T18:45:00Z,2025-12-03,1771.91,USD,TRANSFERENCIA,API,APROBADA,false,false,2,normal,0.31
TX0003941,REF-2026-0003941,2025-12-03T19:59:12Z,2025-12-03,650.95,GTQ,TRANSFERENCIA,APP,APROBADA,false,false,0,normal,0.29
TX0004353,REF-2026-0004353,2025-12-03T20:04:10Z,2025-12-03,1702.89,USD,TRANSFERENCIA,API,APROBADA,true,false,5,internacional,0.71
TX0003740,REF-2026-0003740,2025-12-03T21:25:15Z,2025-12-03,1309.97,USD,DEPOSITO,ATM,APROBADA,true,false,4,internacional,0.47
TX0004929,REF-2026-0004929,2025-12-03T22:27:58Z,2025-12-03,585.78,USD,PAGO_COMERCIO,POS,APROBADA,false,false,3,normal,0.50
TX0006247,REF-2026-0006247,2025-12-03T22:48:39Z,2025-12-03,2256.16,GTQ,TRANSFERENCIA,API,APROBADA,false,false,3,normal,0.30
TX0004293,REF-2026-0004293,2025-12-03T23:06:57Z,2025-12-03,1678.67,USD,TRANSFERENCIA,APP,APROBADA,true,false,5,internacional|horario_inusual|dispositivo_riesgoso|sospechosa,0.91
TX0005314,REF-2026-0005314,2025-12-03T23:19:28Z,2025-12-03,1300.57,USD,RETIRO_ATM,ATM,APROBADA,true,false,4,internacional|horario_inusual,0.62
TX0006027,REF-2026-0006027,2025-12-03T23:52:25Z,2025-12-03,551.30,USD,PAGO_COMERCIO,APP,APROBADA,true,true,7,internacional|horario_inusual|alta_velocidad|sospechosa,0.73
TX0007340,REF-2026-0007340,2025-12-04T01:06:02Z,2025-12-04,227.64,GTQ,COMPRA_ONLINE,WEB,APROBADA,false,false,5,horario_inusual|dispositivo_riesgoso,0.48
TX0000727,REF-2026-0000727,2025-12-04T01:33:55Z,2025-12-04,449.35,USD,RETIRO_ATM,ATM,APROBADA,false,false,5,horario_inusual,0.53
TX0007241,REF-2026-0007241,2025-12-04T03:22:18Z,2025-12-04,1841.17,GTQ,PAGO_COMERCIO,APP,APROBADA,false,false,4,horario_inusual,0.56
TX0006427,REF-2026-0006427,2025-12-04T03:38:23Z,2025-12-04,2166.61,USD,TRANSFERENCIA,WEB,APROBADA,false,false,1,horario_inusual,0.40
TX0000146,REF-2026-0000146,2025-12-04T03:53:50Z,2025-12-04,1093.51,USD,TRANSFERENCIA,APP,APROBADA,false,false,1,horario_inusual,0.40
TX0008725,REF-2026-0008725,2025-12-04T04:21:04Z,2025-12-04,657.52,USD,RETIRO_ATM,ATM,APROBADA,true,false,7,internacional|horario_inusual|alta_velocidad,0.53
TX0005976,REF-2026-0005976,2025-12-04T05:52:17Z,2025-12-04,918.72,USD,PAGO_SERVICIO,APP,APROBADA,false,false,0,normal,0.39
TX0007310,REF-2026-0007310,2025-12-04T06:00:52Z,2025-12-04,1239.08,USD,PAGO_COMERCIO,APP,APROBADA,true,false,5,internacional|comercio_riesgoso,0.77
TX0001868,REF-2026-0001868,2025-12-04T06:48:30Z,2025-12-04,3015.63,GTQ,PAGO_COMERCIO,WEB,APROBADA,false,false,2,normal,0.34
TX0003311,REF-2026-0003311,2025-12-04T07:25:02Z,2025-12-04,823.53,USD,DEPOSITO,SUCURSAL,APROBADA,false,false,3,dispositivo_riesgoso,0.58
TX0006916,REF-2026-0006916,2025-12-04T07:45:32Z,2025-12-04,1921.06,USD,COMPRA_ONLINE,APP,APROBADA,false,false,3,normal,0.47
TX0000623,REF-2026-0000623,2025-12-04T08:04:52Z,2025-12-04,9651.06,USD,TRANSFERENCIA,APP,APROBADA,false,false,6,alto_monto,0.57
TX0007193,REF-2026-0007193,2025-12-04T08:11:35Z,2025-12-04,700.13,USD,RETIRO_ATM,ATM,APROBADA,false,false,5,normal,0.43
TX0003045,REF-2026-0003045,2025-12-04T08:20:38Z,2025-12-04,2742.50,GTQ,TRANSFERENCIA,APP,APROBADA,false,false,4,normal,0.38
TX0004228,REF-2026-0004228,2025-12-04T08:32:25Z,2025-12-04,1968.44,USD,PAGO_SERVICIO,WEB,APROBADA,false,false,6,normal,0.27
TX0003262,REF-2026-0003262,2025-12-04T08:54:32Z,2025-12-04,1134.36,USD,PAGO_SERVICIO,WEB,APROBADA,false,false,5,normal,0.31
TX0002795,REF-2026-0002795,2025-12-04T09:01:25Z,2025-12-04,1049.44,USD,TRANSFERENCIA,WEB,APROBADA,false,false,4,normal,0.21
TX0008170,REF-2026-0008170,2025-12-04T09:11:06Z,2025-12-04,872.21,GTQ,TRANSFERENCIA,API,APROBADA,false,false,4,normal,0.24
TX0002000,REF-2026-0002000,2025-12-04T09:49:24Z,2025-12-04,1643.55,GTQ,TRANSFERENCIA,APP,APROBADA,false,false,7,alta_velocidad,0.39
TX0003131,REF-2026-0003131,2025-12-04T10:15:28Z,2025-12-04,2192.04,GTQ,COMPRA_ONLINE,WEB,APROBADA,false,false,4,normal,0.48
TX0007774,REF-2026-0007774,2025-12-04T13:53:22Z,2025-12-04,529.93,GTQ,RETIRO_ATM,ATM,APROBADA,false,false,4,dispositivo_riesgoso,0.39
TX0002172,REF-2026-0002172,2025-12-04T15:21:27Z,2025-12-04,1276.00,USD,TRANSFERENCIA,WEB,APROBADA,false,false,1,normal,0.38
TX0001341,REF-2026-0001341,2025-12-04T15:28:03Z,2025-12-04,776.51,USD,COMPRA_ONLINE,WEB,APROBADA,true,false,3,internacional,0.64
TX0006693,REF-2026-0006693,2025-12-04T15:57:40Z,2025-12-04,219.94,GTQ,RETIRO_ATM,ATM,APROBADA,false,false,5,normal,0.42
TX0007539,REF-2026-0007539,2025-12-04T15:58:59Z,2025-12-04,658.35,GTQ,PAGO_COMERCIO,POS,APROBADA,false,false,6,comercio_riesgoso,0.48
TX0002101,REF-2026-0002101,2025-12-04T16:23:48Z,2025-12-04,944.45,USD,PAGO_COMERCIO,POS,PENDIENTE,true,false,5,internacional,0.42
TX0006073,REF-2026-0006073,2025-12-04T16:36:52Z,2025-12-04,549.99,USD,PAGO_SERVICIO,APP,APROBADA,true,false,5,internacional,0.45
TX0005202,REF-2026-0005202,2025-12-04T16:52:53Z,2025-12-04,1486.20,GTQ,TRANSFERENCIA,API,APROBADA,false,false,4,normal,0.23
TX0004383,REF-2026-0004383,2025-12-04T18:06:54Z,2025-12-04,2476.20,USD,DEPOSITO,ATM,APROBADA,false,false,3,normal,0.32
TX0008366,REF-2026-0008366,2025-12-04T18:13:36Z,2025-12-04,1523.13,USD,TRANSFERENCIA,API,APROBADA,false,false,3,normal,0.50
TX0003078,REF-2026-0003078,2025-12-04T18:18:25Z,2025-12-04,1009.69,GTQ,COMPRA_ONLINE,WEB,PENDIENTE,false,false,4,comercio_riesgoso,0.51
TX0000045,REF-2026-0000045,2025-12-04T18:57:51Z,2025-12-04,367.39,USD,RETIRO_ATM,ATM,APROBADA,false,false,5,normal,0.29
TX0006124,REF-2026-0006124,2025-12-04T21:14:24Z,2025-12-04,1071.05,GTQ,PAGO_COMERCIO,WEB,APROBADA,false,false,2,normal,0.32
TX0002659,REF-2026-0002659,2025-12-04T21:27:08Z,2025-12-04,3812.16,USD,TRANSFERENCIA,API,APROBADA,true,false,5,internacional,0.52
TX0008409,REF-2026-0008409,2025-12-04T22:21:37Z,2025-12-04,1009.33,USD,TRANSFERENCIA,WEB,APROBADA,true,false,6,internacional,0.49
TX0008184,REF-2026-0008184,2025-12-04T22:37:30Z,2025-12-04,729.82,USD,COMPRA_ONLINE,WEB,APROBADA,false,false,4,normal,0.39
TX0000845,REF-2026-0000845,2025-12-04T23:12:31Z,2025-12-04,1365.87,GTQ,TRANSFERENCIA,APP,APROBADA,false,false,2,horario_inusual,0.38
TX0006163,REF-2026-0006163,2025-12-05T00:09:58Z,2025-12-05,288.66,GTQ,PAGO_COMERCIO,POS,APROBADA,false,false,5,horario_inusual,0.55
TX0003893,REF-2026-0003893,2025-12-05T00:24:15Z,2025-12-05,889.04,GTQ,PAGO_COMERCIO,APP,APROBADA,false,false,7,horario_inusual|dispositivo_riesgoso|alta_velocidad|sospechosa,0.85
TX0007643,REF-2026-0007643,2025-12-05T00:32:01Z,2025-12-05,561.63,USD,RETIRO_ATM,ATM,APROBADA,false,false,4,horario_inusual,0.46
TX0007329,REF-2026-0007329,2025-12-05T01:42:52Z,2025-12-05,464.16,USD,COMPRA_ONLINE,APP,APROBADA,true,false,4,internacional|horario_inusual,0.61
TX0000929,REF-2026-0000929,2025-12-05T02:02:58Z,2025-12-05,935.45,USD,PAGO_SERVICIO,APP,APROBADA,true,false,4,internacional|horario_inusual,0.69
TX0001106,REF-2026-0001106,2025-12-05T02:32:26Z,2025-12-05,334.86,GTQ,PAGO_COMERCIO,POS,APROBADA,false,false,4,horario_inusual|comercio_riesgoso,0.63
TX0008911,REF-2026-0008911,2025-12-05T02:37:46Z,2025-12-05,1851.29,USD,TRANSFERENCIA,API,APROBADA,true,false,6,internacional|horario_inusual,0.52
TX0003054,REF-2026-0003054,2025-12-05T02:44:04Z,2025-12-05,845.13,USD,RETIRO_ATM,ATM,APROBADA,true,false,4,internacional|horario_inusual,0.56
TX0003925,REF-2026-0003925,2025-12-05T03:21:13Z,2025-12-05,217.36,GTQ,RETIRO_ATM,ATM,APROBADA,false,false,2,horario_inusual,0.37
