tx_id,alerta_id,regla,score_modelo,version_modelo,fecha_deteccion,auto_bloqueo
TX0008017,AL0000276,R2_VELOCIDAD,0.77,v1.1,2025-10-28T03:21:16Z,false
TX0006944,AL0000277,R2_VELOCIDAD,0.74,v2.0,2025-11-06T22:04:21Z,false
TX0006908,AL0000278,R2_VELOCIDAD,0.79,v2.0,2025-11-10T05:20:03Z,false
TX0003892,AL0000279,R5_PATRON_RED,0.73,v2.0,2025-11-11T01:33:13Z,false
TX0001608,AL0000280,R4_DISPOSITIVO,0.74,v1.1,2025-11-11T20:57:05Z,false
TX0004828,AL0000281,R5_PATRON_RED,0.79,v1.1,2025-11-27T23:25:21Z,false
TX0008151,AL0000282,R5_PATRON_RED,0.78,v1.1,2025-11-30T02:25:24Z,false
TX0005045,AL0000283,R2_VELOCIDAD,0.76,v1.0,2025-12-02T04:37:14Z,false
TX0008590,AL0000284,R1_ALTO_MONTO_INTL,0.72,v2.0,2025-12-06T05:35:26Z,false
TX0000129,AL0000285,R5_PATRON_RED,0.73,v1.0,2025-12-07T23:44:06Z,false
TX0000271,AL0000286,R5_PATRON_RED,0.73,v1.1,2025-12-17T11:35:09Z,false
TX0006982,AL0000287,R4_DISPOSITIVO,0.80,v1.1,2025-12-23T03:38:35Z,false
TX0004619,AL0000288,R2_VELOCIDAD,0.70,v1.0,2025-12-25T04:23:22Z,false
TX0001104,AL0000289,R5_PATRON_RED,0.77,v2.0,2026-01-02T19:08:50Z,false
TX0002726,AL0000290,R5_PATRON_RED,0.75,v1.0,2026-01-07T11:10:41Z,false
TX0002236,AL0000291,R5_PATRON_RED,0.77,v1.0,2026-01-10T15:15:08Z,false
TX0006553,AL0000292,R5_PATRON_RED,0.70,v2.0,2026-01-26T23:26:33Z,false
TX0009000,AL0000293,R3_COMERCIO_BLACKLIST,0.75,v2.0,2026-01-27T19:58:51Z,false
TX0002895,AL0000294,R2_VELOCIDAD,0.78,v1.1,2026-02-15T03:20:42Z,false
TX0008833,AL0000295,R5_PATRON_RED,0.78,v1.1,2026-02-18T23:41:17Z,false
TX0004391,AL0000296,R5_PATRON_RED,0.73,v2.0,2026-02-20T05:18:18Z,false
TX0003717,AL0000297,R5_PATRON_RED,0.74,v1.1,2026-02-24T23:34:22Z,false
TX0001864,AL0000298,R5_PATRON_RED,0.73,v2.0,2026-02-27T02:10:03Z,false
TX0004830,AL0000299,R5_PATRON_RED,0.72,v1.1,2026-03-01T15:36:18Z,false
TX0005134,AL0000300,R3_COMERCIO_BLACKLIST,0.68,v1.1,2026-03-02T10:17:43Z,false
TX0004732,AL0000301,R5_PATRON_RED,0.74,v1.1,2026-03-11T01:28:19Z,false
TX0003616,AL0000302,R5_PATRON_RED,0.69,v1.1,2026-03-20T09:53:54Z,false
TX0000469,AL0000303,R2_VELOCIDAD,0.74,v1.1,2026-03-24T23:57:30Z,false
TX0005165,AL0000304,R4_DISPOSITIVO,0.70,v1.1,2026-03-28T20:24:28Z,false
TX0002327,AL0000305,R2_VELOCIDAD,0.68,v1.0,2026-04-07T09:48:37Z,false
TX0006482,AL0000306,R2_VELOCIDAD,0.77,v2.0,2026-04-18T07:26:30Z,false
TX0008885,AL0000307,R5_PATRON_RED,0.69,v1.1,2025-10-23T13:58:32Z,false
TX0005285,AL0000308,R5_PATRON_RED,0.69,v1.1,2025-10-24T23:32:24Z,false
TX0003223,AL0000309,R5_PATRON_RED,0.72,v1.0,2025-11-01T03:44:31Z,false
TX0005471,AL0000310,R2_VELOCIDAD,0.74,v2.0,2025-11-02T02:37:18Z,false
TX0005720,AL0000311,R4_DISPOSITIVO,0.76,v1.1,2025-11-12T06:22:57Z,false
TX0005198,AL0000312,R5_PATRON_RED,0.78,v1.0,2025-11-16T03:50:50Z,false
TX0004288,AL0000313,R5_PATRON_RED,0.67,v2.0,2025-11-16T18:44:01Z,false
TX0004783,AL0000314,R5_PATRON_RED,0.78,v1.1,2025-11-20T11:48:05Z,false
TX0005585,AL0000315,R5_PATRON_RED,0.74,v2.0,2025-11-23T12:23:05Z,false
TX0001716,AL0000316,R2_VELOCIDAD,0.73,v1.1,2025-11-25T11:04:19Z,false
TX0004353,AL0000317,R5_PATRON_RED,0.74,v2.0,2025-12-03T20:05:15Z,false
TX0007037,AL0000318,R4_DISPOSITIVO,0.69,v2.0,2025-12-08T14:12:33Z,false
TX0008233,AL0000319,R4_DISPOSITIVO,0.79,v1.1,2025-12-18T01:15:24Z,false
TX0004171,AL0000320,R4_DISPOSITIVO,0.79,v1.0,2025-12-19T22:29:38Z,false
TX0008046,AL0000321,R3_COMERCIO_BLACKLIST,0.77,v2.0,2025-12-28T08:45:13Z,false
TX0001206,AL0000322,R4_DISPOSITIVO,0.79,v1.1,2026-01-04T10:55:12Z,false
TX0007833,AL0000323,R5_PATRON_RED,0.75,v2.0,2026-01-07T19:08:27Z,false
TX0002058,AL0000324,R2_VELOCIDAD,0.68,v1.1,2026-01-25T13:51:45Z,false
TX0006161,AL0000325,R2_VELOCIDAD,0.72,v2.0,2026-01-30T03:25:05Z,false
TX0008275,AL0000326,R2_VELOCIDAD,0.68,v1.1,2026-02-01T07:31:19Z,false
TX0001074,AL0000327,R5_PATRON_RED,0.75,v1.1,2026-02-01T10:10:38Z,false
TX0002992,AL0000328,R5_PATRON_RED,0.75,v1.0,2026-02-03T12:51:00Z,false
TX0001297,AL0000329,R5_PATRON_RED,0.76,v1.1,2026-02-07T16:41:47Z,false
TX0001212,AL0000330,R5_PATRON_RED,0.76,v1.1,2026-02-11T16:10:08Z,false
TX0006671,AL0000331,R1_ALTO_MONTO_INTL,0.74,v2.0,2026-02-12T13:11:34Z,false
TX0002042,AL0000332,R5_PATRON_RED,0.79,v1.1,2026-02-18T01:11:50Z,false
TX0005338,AL0000333,R4_DISPOSITIVO,0.75,v1.1,2026-03-10T22:31:09Z,false
TX0007678,AL0000334,R1_ALTO_MONTO_INTL,0.77,v1.0,2026-03-11T02:05:31Z,false
TX0007129,AL0000335,R5_PATRON_RED,0.70,v1.1,2026-03-19T17:22:42Z,false
TX0006912,AL0000336,R5_PATRON_RED,0.68,v1.0,2026-03-22T09:08:16Z,false
TX0005505,AL0000337,R5_PATRON_RED,0.73,v1.0,2026-03-23T02:31:30Z,false
TX0008286,AL0000338,R2_VELOCIDAD,0.77,v1.0,2026-03-26T17:36:54Z,false
TX0006964,AL0000339,R5_PATRON_RED,0.70,v2.0,2026-03-27T23:51:55Z,false
TX0007305,AL0000340,R2_VELOCIDAD,0.77,v1.1,2026-04-03T06:19:42Z,false
TX0001510,AL0000341,R1_ALTO_MONTO_INTL,0.75,v1.1,2026-04-13T01:13:12Z,false
TX0006914,AL0000342,R5_PATRON_RED,0.76,v1.1,2026-04-17T04:37:17Z,false
TX0001605,AL0000343,R4_DISPOSITIVO,0.69,v1.1,2025-10-26T05:55:25Z,false
TX0008623,AL0000344,R2_VELOCIDAD,0.75,v1.1,2025-10-26T08:40:11Z,false
TX0000963,AL0000345,R4_DISPOSITIVO,0.74,v2.0,2025-11-02T09:10:57Z,false
TX0005245,AL0000346,R4_DISPOSITIVO,0.77,v1.1,2025-11-06T02:38:36Z,false
TX0001943,AL0000347,R5_PATRON_RED,0.67,v1.0,2025-11-07T04:02:04Z,false
TX0007804,AL0000348,R4_DISPOSITIVO,0.71,v2.0,2025-11-10T03:01:17Z,false
TX0002602,AL0000349,R4_DISPOSITIVO,0.78,v2.0,2025-11-17T07:21:59Z,false
TX0002558,AL0000350,R1_ALTO_MONTO_INTL,0.73,v1.0,2025-11-19T00:50:47Z,false
TX0006162,AL0000351,R4_DISPOSITIVO,0.74,v1.1,2025-11-19T07:21:42Z,false
TX0000666,AL0000352,R5_PATRON_RED,0.74,v2.0,2025-11-29T03:25:23Z,false
TX0002308,AL0000353,R5_PATRON_RED,0.76,v1.1,2025-11-30T02:56:37Z,false
TX0007437,AL0000354,R5_PATRON_RED,0.72,v1.1,2025-12-03T12:33:34Z,false
TX0005488,AL0000355,R5_PATRON_RED,0.70,v2.0,2025-12-03T16:00:58Z,false
TX0003547,AL0000356,R4_DISPOSITIVO,0.72,v1.1,2025-12-13T06:13:07Z,false
TX0007947,AL0000357,R4_DISPOSITIVO,0.70,v2.0,2025-12-27T19:16:36Z,false
TX0005002,AL0000358,R5_PATRON_RED,0.77,v1.1,2026-01-05T01:13:51Z,false
TX0008534,AL0000359,R5_PATRON_RED,0.74,v1.0,2026-01-07T00:43:43Z,false
TX0005332,AL0000360,R4_DISPOSITIVO,0.75,v1.0,2026-01-07T10:58:08Z,false
TX0005794,AL0000361,R4_DISPOSITIVO,0.66,v1.0,2026-01-08T01:48:32Z,false
TX0003538,AL0000362,R5_PATRON_RED,0.72,v2.0,2026-01-11T06:53:22Z,false
TX0003690,AL0000363,R5_PATRON_RED,0.68,v1.0,2026-01-16T21:11:43Z,false
TX0001184,AL0000364,R5_PATRON_RED,0.72,v1.0,2026-01-17T08:38:22Z,false
TX0005974,AL0000365,R5_PATRON_RED,0.72,v2.0,2026-01-19T12:49:00Z,false
TX0007717,AL0000366,R5_PATRON_RED,0.68,v1.1,2026-01-20T19:14:01Z,false
TX0007600,AL0000367,R5_PATRON_RED,0.68,v1.1,2026-01-30T14:03:50Z,false
TX0002963,AL0000368,R5_PATRON_RED,0.70,v1.0,2026-02-02T08:26:28Z,false
TX0000844,AL0000369,R1_ALTO_MONTO_INTL,0.69,v1.1,2026-02-04T06:12:12Z,false
TX0002498,AL0000370,R2_VELOCIDAD,0.71,v1.1,2026-02-06T02:43:36Z,false
TX0007631,AL0000371,R5_PATRON_RED,0.73,v1.1,2026-02-06T23:33:01Z,false
TX0008799,AL0000372,R5_PATRON_RED,0.71,v1.1,2026-02-12T01:52:17Z,false
TX0007710,AL0000373,R5_PATRON_RED,0.66,v1.1,2026-02-14T00:55:16Z,false
TX0008606,AL0000374,R2_VELOCIDAD,0.76,v2.0,2026-02-16T04:13:05Z,false
TX0001586,AL0000375,R3_COMERCIO_BLACKLIST,0.71,v1.1,2026-02-16T10:10:41Z,false
TX0002757,AL0000376,R5_PATRON_RED,0.73,v1.0,2026-02-22T04:24:26Z,false
TX0003962,AL0000377,R3_COMERCIO_BLACKLIST,0.67,v2.0,2026-02-23T05:28:46Z,false
TX0006623,AL0000378,R5_PATRON_RED,0.75,v2.0,2026-02-23T15:29:33Z,false
TX0003096,AL0000379,R5_PATRON_RED,0.68,v1.1,2026-02-27T02:18:53Z,false
TX0007640,AL0000380,R5_PATRON_RED,0.68,v1.1,2026-03-03T10:51:07Z,false
TX0005164,AL0000381,R5_PATRON_RED,0.75,v1.1,2026-03-07T07:02:43Z,false
TX0007754,AL0000382,R2_VELOCIDAD,0.74,v1.1,2026-03-18T03:44:38Z,false
TX0008671,AL0000383,R5_PATRON_RED,0.73,v1.1,2026-03-23T04:36:08Z,false
TX0006946,AL0000384,R4_DISPOSITIVO,0.66,v2.0,2026-03-29T09:33:18Z,false
TX0005449,AL0000385,R5_PATRON_RED,0.69,v1.1,2026-03-31T09:54:38Z,false
TX0004294,AL0000386,R5_PATRON_RED,0.77,v1.0,2026-04-02T14:59:06Z,false
TX0006519,AL0000387,R3_COMERCIO_BLACKLIST,0.76,v1.1,2026-04-04T13:49:23Z,false
TX0008829,AL0000388,R5_PATRON_RED,0.76,v1.1,2026-04-15T08:42:18Z,false
TX0002311,AL0000389,R5_PATRON_RED,0.72,v1.0,2026-04-19T04:49:59Z,false
TX0005717,AL0000390,R5_PATRON_RED,0.75,v1.1,2025-10-23T12:40:32Z,false
TX0000527,AL0000391,R5_PATRON_RED,0.76,v2.0,2025-10-23T18:04:50Z,false
TX0005267,AL0000392,R1_ALTO_MONTO_INTL,0.73,v2.0,2025-10-25T07:17:22Z,false
TX0001788,AL0000393,R5_PATRON_RED,0.70,v1.1,2025-10-26T02:31:21Z,false
TX0006007,AL0000394,R5_PATRON_RED,0.73,v1.1,2025-10-26T04:28:25Z,false
TX0005437,AL0000395,R4_DISPOSITIVO,0.70,v1.1,2025-10-27T03:24:46Z,false
TX0005209,AL0000396,R4_DISPOSITIVO,0.76,v1.0,2025-10-30T02:12:08Z,false
TX0002537,AL0000397,R5_PATRON_RED,0.66,v2.0,2025-11-02T02:38:44Z,false
TX0005450,AL0000398,R5_PATRON_RED,0.73,v1.1,2025-11-12T13:32:59Z,false
TX0001384,AL0000399,R3_COMERCIO_BLACKLIST,0.69,v1.0,2025-11-17T23:51:18Z,false
TX0008494,AL0000400,R5_PATRON_RED,0.75,v1.1,2025-11-19T07:05:35Z,false
TX0005406,AL0000401,R4_DISPOSITIVO,0.67,v1.0,2025-11-19T23:53:17Z,false
TX0006129,AL0000402,R3_COMERCIO_BLACKLIST,0.72,v2.0,2025-11-22T14:19:28Z,false
TX0006226,AL0000403,R5_PATRON_RED,0.71,v2.0,2025-11-27T13:46:19Z,false
TX0000929,AL0000404,R5_PATRON_RED,0.72,v1.0,2025-12-05T02:03:57Z,false
TX0006259,AL0000405,R5_PATRON_RED,0.70,v1.0,2025-12-08T05:06:26Z,false
TX0005605,AL0000406,R5_PATRON_RED,0.74,v1.1,2025-12-09T03:20:16Z,false
TX0004198,AL0000407,R2_VELOCIDAD,0.72,v1.1,2025-12-10T03:04:46Z,false
TX0003252,AL0000408,R5_PATRON_RED,0.76,v1.0,2025-12-12T16:42:16Z,false
TX0007583,AL0000409,R5_PATRON_RED,0.68,v1.1,2025-12-13T04:25:09Z,false
TX0005626,AL0000410,R5_PATRON_RED,0.73,v1.0,2025-12-13T23:52:25Z,false
TX0008578,AL0000411,R5_PATRON_RED,0.74,v1.1,2025-12-14T01:30:45Z,false
TX0008116,AL0000412,R5_PATRON_RED,0.73,v2.0,2025-12-14T03:25:53Z,false
TX0000980,AL0000413,R5_PATRON_RED,0.77,v1.1,2025-12-18T20:27:14Z,false
TX0006094,AL0000414,R5_PATRON_RED,0.69,v2.0,2025-12-20T22:30:19Z,false
TX0006821,AL0000415,R5_PATRON_RED,0.66,v1.1,2025-12-21T01:55:19Z,false
TX0008744,AL0000416,R5_PATRON_RED,0.67,v1.1,2025-12-25T08:02:21Z,false
TX0008686,AL0000417,R3_COMERCIO_BLACKLIST,0.67,v2.0,2026-01-01T07:15:27Z,false
TX0008236,AL0000418,R4_DISPOSITIVO,0.66,v2.0,2026-01-02T21:18:19Z,false
TX0006399,AL0000419,R5_PATRON_RED,0.69,v1.1,2026-01-05T03:56:22Z,false
TX0002904,AL0000420,R2_VELOCIDAD,0.74,v1.1,2026-01-06T16:23:48Z,false
TX0005429,AL0000421,R4_DISPOSITIVO,0.67,v1.1,2026-01-09T23:31:43Z,false
TX0008163,AL0000422,R4_DISPOSITIVO,0.75,v2.0,2026-01-18T14:48:02Z,false
TX0001022,AL0000423,R5_PATRON_RED,0.72,v2.0,2026-01-29T06:04:10Z,false
TX0007393,AL0000424,R4_DISPOSITIVO,0.69,v1.0,2026-02-03T23:58:01Z,false
TX0007501,AL0000425,R2_VELOCIDAD,0.75,v1.1,2026-02-08T04:57:14Z,false
TX0006870,AL0000426,R5_PATRON_RED,0.71,v1.1,2026-02-11T11:10:16Z,false
TX0002844,AL0000427,R5_PATRON_RED,0.75,v2.0,2026-02-14T04:21:30Z,false
TX0008264,AL0000428,R5_PATRON_RED,0.66,v1.1,2026-02-27T14:36:19Z,false
TX0001938,AL0000429,R5_PATRON_RED,0.75,v2.0,2026-03-01T07:03:15Z,false
TX0004959,AL0000430,R5_PATRON_RED,0.67,v2.0,2026-03-01T19:20:38Z,false
TX0007220,AL0000431,R2_VELOCIDAD,0.69,v1.0,2026-03-02T00:35:46Z,false
TX0003318,AL0000432,R5_PATRON_RED,0.76,v2.0,2026-03-07T21:49:57Z,false
TX0008480,AL0000433,R5_PATRON_RED,0.75,v1.1,2026-03-08T03:19:04Z,false
TX0001766,AL0000434,R5_PATRON_RED,0.75,v1.1,2026-03-25T22:07:51Z,false
TX0001142,AL0000435,R5_PATRON_RED,0.67,v1.1,2026-03-26T05:30:08Z,false
TX0007078,AL0000436,R4_DISPOSITIVO,0.72,v1.1,2026-04-06T02:47:02Z,false
TX0006565,AL0000437,R2_VELOCIDAD,0.73,v2.0,2026-04-11T19:33:48Z,false
TX0006468,AL0000438,R5_PATRON_RED,0.70,v1.1,2026-04-14T19:01:16Z,false
TX0004844,AL0000439,R5_PATRON_RED,0.70,v1.1,2026-04-17T15:09:02Z,false
TX0007634,AL0000440,R2_VELOCIDAD,0.66,v1.1,2026-04-17T23:11:38Z,false
TX0002866,AL0000441,R5_PATRON_RED,0.71,v1.1,2026-04-18T07:31:24Z,false
TX0007735,AL0000442,R2_VELOCIDAD,0.75,v1.1,2025-11-04T17:41:23Z,false
TX0002476,AL0000443,R5_PATRON_RED,0.65,v1.0,2025-11-05T14:14:42Z,false
TX0005070,AL0000444,R2_VELOCIDAD,0.64,v2.0,2025-11-07T05:41:15Z,false
TX0002323,AL0000445,R4_DISPOSITIVO,0.65,v1.0,2025-11-08T17:05:36Z,false
TX0004274,AL0000446,R5_PATRON_RED,0.74,v1.0,2025-11-13T04:08:11Z,false
TX0004349,AL0000447,R4_DISPOSITIVO,0.74,v1.1,2025-11-17T21:54:50Z,false
TX0006522,AL0000448,R5_PATRON_RED,0.68,v1.1,2025-11-21T05:00:40Z,false
TX0001667,AL0000449,R2_VELOCIDAD,0.73,v1.1,2025-11-22T12:36:43Z,false
TX0003337,AL0000450,R2_VELOCIDAD,0.69,v1.1,2025-11-22T21:04:11Z,false
TX0000613,AL0000451,R5_PATRON_RED,0.69,v2.0,2025-11-27T00:37:12Z,false
TX0001114,AL0000452,R2_VELOCIDAD,0.67,v1.1,2025-11-27T02:52:57Z,false
TX0006742,AL0000453,R5_PATRON_RED,0.64,v2.0,2025-12-02T11:41:10Z,false
TX0002766,AL0000454,R2_VELOCIDAD,0.70,v1.0,2025-12-03T04:13:43Z,false
TX0002616,AL0000455,R2_VELOCIDAD,0.71,v1.1,2025-12-13T18:15:25Z,false
TX0006756,AL0000456,R5_PATRON_RED,0.73,v1.1,2025-12-19T21:48:21Z,false
TX0007860,AL0000457,R5_PATRON_RED,0.68,v1.1,2025-12-27T00:51:28Z,false
TX0001507,AL0000458,R2_VELOCIDAD,0.67,v1.1,2025-12-29T17:38:36Z,false
TX0007756,AL0000459,R3_COMERCIO_BLACKLIST,0.75,v2.0,2026-01-02T04:48:45Z,false
TX0003879,AL0000460,R3_COMERCIO_BLACKLIST,0.71,v2.0,2026-01-04T17:44:36Z,false
TX0006874,AL0000461,R4_DISPOSITIVO,0.72,v1.0,2026-01-12T20:44:39Z,false
TX0005477,AL0000462,R4_DISPOSITIVO,0.67,v1.1,2026-01-14T17:14:27Z,false
TX0004536,AL0000463,R2_VELOCIDAD,0.74,v1.1,2026-01-15T22:08:19Z,false
TX0001364,AL0000464,R5_PATRON_RED,0.71,v1.1,2026-01-18T15:04:37Z,false
TX0006511,AL0000465,R5_PATRON_RED,0.66,v1.1,2026-01-18T23:37:42Z,false
TX0000619,AL0000466,R5_PATRON_RED,0.71,v1.0,2026-01-19T00:19:38Z,false
TX0008052,AL0000467,R5_PATRON_RED,0.73,v1.1,2026-01-19T01:10:44Z,false
TX0007508,AL0000468,R4_DISPOSITIVO,0.73,v1.1,2026-01-21T23:13:40Z,false
TX0008037,AL0000469,R2_VELOCIDAD,0.76,v1.0,2026-01-23T04:55:11Z,false
TX0004862,AL0000470,R5_PATRON_RED,0.65,v1.1,2026-01-31T03:28:08Z,false
TX0003187,AL0000471,R5_PATRON_RED,0.75,v1.1,2026-02-02T02:42:56Z,false
TX0005416,AL0000472,R5_PATRON_RED,0.70,v1.1,2026-02-02T10:32:28Z,false
TX0007191,AL0000473,R5_PATRON_RED,0.72,v1.1,2026-02-03T12:02:48Z,false
TX0004596,AL0000474,R5_PATRON_RED,0.73,v1.1,2026-02-04T22:21:31Z,false
TX0008337,AL0000475,R5_PATRON_RED,0.74,v1.1,2026-02-06T19:38:04Z,false
TX0004599,AL0000476,R2_VELOCIDAD,0.70,v1.1,2026-02-23T15:22:57Z,false
TX0005452,AL0000477,R5_PATRON_RED,0.71,v2.0,2026-02-28T08:59:44Z,false
TX0003138,AL0000478,R5_PATRON_RED,0.64,v1.0,2026-03-11T05:42:23Z,false
TX0004356,AL0000479,R5_PATRON_RED,0.69,v2.0,2026-03-14T03:45:27Z,false
TX0008734,AL0000480,R5_PATRON_RED,0.69,v2.0,2026-03-19T07:30:02Z,false
TX0002117,AL0000481,R4_DISPOSITIVO,0.71,v1.1,2026-03-19T15:56:14Z,false
TX0008544,AL0000482,R3_COMERCIO_BLACKLIST,0.71,v1.1,2026-03-22T16:10:50Z,false
TX0003218,AL0000483,R2_VELOCIDAD,0.68,v1.1,2026-03-26T00:39:23Z,false
TX0000389,AL0000484,R5_PATRON_RED,0.75,v2.0,2026-03-26T05:12:00Z,false
TX0001109,AL0000485,R5_PATRON_RED,0.75,v1.1,2026-04-14T09:53:17Z,false
TX0006306,AL0000486,R5_PATRON_RED,0.65,v1.1,2026-04-15T01:52:15Z,false
TX0006570,AL0000487,R5_PATRON_RED,0.74,v1.1,2026-04-15T12:14:21Z,false
TX0007151,AL0000488,R2_VELOCIDAD,0.71,v2.0,2026-04-18T23:37:19Z,false
TX0008716,AL0000489,R5_PATRON_RED,0.64,v2.0,2026-04-19T08:34:52Z,false
TX0007612,AL0000490,R5_PATRON_RED,0.67,v1.1,2025-10-23T12:22:45Z,false
TX0007935,AL0000491,R2_VELOCIDAD,0.65,v1.1,2025-10-28T04:07:28Z,false
TX0001574,AL0000492,R2_VELOCIDAD,0.73,v1.0,2025-10-28T05:28:35Z,false
TX0003627,AL0000493,R5_PATRON_RED,0.63,v2.0,2025-10-28T23:32:47Z,false
TX0006043,AL0000494,R5_PATRON_RED,0.70,v1.0,2025-11-06T03:13:48Z,false
TX0008610,AL0000495,R4_DISPOSITIVO,0.67,v2.0,2025-11-06T03:50:42Z,false
TX0003786,AL0000496,R5_PATRON_RED,0.64,v1.1,2025-11-08T04:16:45Z,false
TX0002346,AL0000497,R5_PATRON_RED,0.73,v1.1,2025-11-17T00:32:54Z,false
TX0004874,AL0000498,R3_COMERCIO_BLACKLIST,0.74,v1.0,2025-11-19T08:05:34Z,false
TX0002531,AL0000499,R5_PATRON_RED,0.74,v1.1,2025-11-26T02:08:54Z,false
TX0005683,AL0000500,R4_DISPOSITIVO,0.68,v1.0,2025-11-26T20:37:19Z,false
TX0008110,AL0000501,R4_DISPOSITIVO,0.75,v1.0,2025-11-30T01:44:15Z,false
TX0000597,AL0000502,R2_VELOCIDAD,0.70,v1.0,2025-11-30T23:06:01Z,false
TX0008737,AL0000503,R5_PATRON_RED,0.64,v2.0,2025-12-02T14:13:31Z,false
TX0005705,AL0000504,R5_PATRON_RED,0.68,v2.0,2025-12-10T20:39:55Z,false
TX0007865,AL0000505,R4_DISPOSITIVO,0.69,v1.0,2025-12-11T04:40:36Z,false
TX0000524,AL0000506,R2_VELOCIDAD,0.66,v1.1,2025-12-23T22:41:52Z,false
TX0000571,AL0000507,R2_VELOCIDAD,0.70,v1.1,2025-12-24T09:01:30Z,false
TX0000037,AL0000508,R5_PATRON_RED,0.65,v1.0,2026-01-03T05:40:34Z,false
TX0001691,AL0000509,R2_VELOCIDAD,0.71,v1.0,2026-01-09T18:08:12Z,false
TX0004314,AL0000510,R5_PATRON_RED,0.69,v1.0,2026-01-11T00:48:29Z,false
TX0006990,AL0000511,R4_DISPOSITIVO,0.72,v1.1,2026-01-11T20:35:45Z,false
TX0006080,AL0000512,R2_VELOCIDAD,0.69,v1.1,2026-01-13T18:02:12Z,false
TX0006507,AL0000513,R4_DISPOSITIVO,0.70,v1.0,2026-01-20T21:39:33Z,false
TX0001125,AL0000514,R5_PATRON_RED,0.65,v2.0,2026-01-25T21:08:38Z,false
TX0001936,AL0000515,R5_PATRON_RED,0.70,v1.1,2026-01-29T10:40:37Z,false
TX0003537,AL0000516,R2_VELOCIDAD,0.75,v1.1,2026-01-31T11:13:01Z,false
TX0008198,AL0000517,R3_COMERCIO_BLACKLIST,0.67,v1.0,2026-02-05T10:05:52Z,false
TX0003878,AL0000518,R5_PATRON_RED,0.70,v1.1,2026-02-10T03:22:46Z,false
TX0001197,AL0000519,R5_PATRON_RED,0.73,v1.1,2026-02-11T06:37:56Z,false
TX0004047,AL0000520,R5_PATRON_RED,0.74,v2.0,2026-02-14T23:13:42Z,false
TX0006687,AL0000521,R5_PATRON_RED,0.71,v1.1,2026-02-19T02:53:42Z,false
TX0000699,AL0000522,R4_DISPOSITIVO,0.65,v1.1,2026-02-24T15:31:22Z,false
TX0006369,AL0000523,R5_PATRON_RED,0.65,v1.1,2026-02-26T03:19:00Z,false
TX0001775,AL0000524,R5_PATRON_RED,0.65,v1.0,2026-02-27T04:12:02Z,false
TX0003381,AL0000525,R1_ALTO_MONTO_INTL,0.69,v1.0,2026-02-28T13:24:40Z,false
TX0001783,AL0000526,R1_ALTO_MONTO_INTL,0.66,v2.0,2026-03-05T01:07:04Z,false
TX0006291,AL0000527,R2_VELOCIDAD,0.64,v2.0,2026-03-10T04:28:18Z,false
TX0002672,AL0000528,R2_VELOCIDAD,0.74,v1.1,2026-03-16T04:17:05Z,false
TX0000168,AL0000529,R5_PATRON_RED,0.69,v1.1,2026-03-18T04:42:21Z,false
TX0002309,AL0000530,R2_VELOCIDAD,0.66,v2.0,2026-03-22T02:23:48Z,false
TX0007835,AL0000531,R5_PATRON_RED,0.68,v2.0,2026-03-23T04:18:06Z,false
TX0003529,AL0000532,R5_PATRON_RED,0.74,v2.0,2026-03-23T15:38:38Z,false
TX0008986,AL0000533,R5_PATRON_RED,0.74,v1.1,2026-03-24T04:14:02Z,false
TX0000855,AL0000534,R5_PATRON_RED,0.63,v1.1,2026-03-25T23:34:23Z,false
TX0000892,AL0000535,R5_PATRON_RED,0.63,v1.0,2026-03-30T11:03:02Z,false
TX0008506,AL0000536,R5_PATRON_RED,0.65,v1.1,2026-04-01T01:57:05Z,false
TX0008427,AL0000537,R5_PATRON_RED,0.73,v1.1,2026-04-05T14:26:59Z,false
TX0003767,AL0000538,R5_PATRON_RED,0.69,v2.0,2026-04-11T01:22:04Z,false
TX0004346,AL0000539,R5_PATRON_RED,0.64,v1.1,2026-04-13T01:04:15Z,false
TX0001606,AL0000540,R5_PATRON_RED,0.67,v2.0,2026-04-16T06:18:01Z,false
TX0006404,AL0000541,R2_VELOCIDAD,0.68,v1.1,2025-10-30T23:39:48Z,false
TX0007818,AL0000542,R4_DISPOSITIVO,0.64,v2.0,2025-10-31T11:16:58Z,false
TX0007755,AL0000543,R5_PATRON_RED,0.68,v1.1,2025-11-01T03:13:43Z,false
TX0005141,AL0000544,R5_PATRON_RED,0.71,v1.1,2025-11-09T12:06:50Z,false
TX0003446,AL0000545,R5_PATRON_RED,0.66,v2.0,2025-11-12T20:41:46Z,false
TX0007234,AL0000546,R4_DISPOSITIVO,0.62,v2.0,2025-11-20T03:37:18Z,false
TX0007862,AL0000547,R5_PATRON_RED,0.68,v1.1,2025-11-22T02:07:29Z,false
TX0001534,AL0000548,R5_PATRON_RED,0.67,v1.1,2025-11-26T01:03:56Z,false
TX0001405,AL0000549,R5_PATRON_RED,0.72,v1.0,2025-11-27T01:14:35Z,false
TX0002491,AL0000550,R1_ALTO_MONTO_INTL,0.72,v1.0,2025-12-17T10:25:21Z,false
TX0000957,AL0000551,R5_PATRON_RED,0.63,v2.0,2025-12-31T12:16:52Z,false
TX0004720,AL0000552,R4_DISPOSITIVO,0.71,v1.1,2026-01-01T11:35:02Z,false
TX0005147,AL0000553,R5_PATRON_RED,0.70,v1.1,2026-01-05T01:24:08Z,false
