tx_id,comercio_id,terminal_id,canal_pago,autorizacion,comision_pct,fecha_hora
TX0002708,M000088,TERM-98278,POS,AUTH-432199,1.53,2025-12-13T15:49:49Z
TX0004232,M000382,TERM-92212,APP,AUTH-327709,1.76,2025-12-13T16:13:03Z
TX0006818,M000208,TERM-74247,WEB,AUTH-305800,4.19,2025-12-13T19:17:33Z
TX0007699,M000154,TERM-35593,WEB,AUTH-705482,1.12,2025-12-13T19:36:30Z
TX0005981,M000215,TERM-77664,WEB,AUTH-649455,0.85,2025-12-13T21:06:34Z
TX0005848,M000094,TERM-37641,WEB,AUTH-125787,0.75,2025-12-13T22:02:40Z
TX0005320,M000015,TERM-65092,WEB,AUTH-284242,1.69,2025-12-13T23:17:41Z
TX0000462,M000159,TERM-52127,POS,AUTH-578011,3.25,2025-12-13T23:21:12Z
TX0004573,M000408,TERM-31751,APP,AUTH-583485,3.48,2025-12-13T23:21:21Z
TX0004863,M000016,TERM-38905,WEB,AUTH-655344,3.66,2025-12-13T23:23:54Z
TX0005626,M000151,TERM-36523,POS,AUTH-196316,1.00,2025-12-13T23:51:58Z
TX0006759,M000074,TERM-27789,APP,AUTH-857559,1.33,2025-12-14T00:34:06Z
TX0008578,M000378,TERM-71095,WEB,AUTH-154180,1.58,2025-12-14T01:29:48Z
TX0006770,M000356,TERM-96883,WEB,AUTH-800070,3.89,2025-12-14T03:37:22Z
TX0007994,M000162,TERM-59559,APP,AUTH-913347,1.01,2025-12-14T04:04:56Z
TX0002969,M000155,TERM-82607,WEB,AUTH-988386,1.88,2025-12-14T04:14:21Z
TX0008949,M000251,TERM-68789,WEB,AUTH-650417,1.68,2025-12-14T04:16:11Z
TX0003390,M000281,TERM-62063,WEB,AUTH-304118,0.99,2025-12-14T04:36:52Z
TX0004629,M000207,TERM-74254,APP,AUTH-417522,2.90,2025-12-14T05:22:50Z
TX0008092,M000262,TERM-89290,APP,AUTH-174797,2.21,2025-12-14T05:35:40Z
TX0007231,M000397,TERM-10296,WEB,AUTH-459130,3.99,2025-12-14T05:40:11Z
TX0003700,M000431,TERM-10547,WEB,AUTH-883431,0.71,2025-12-14T06:51:44Z
TX0004160,M000287,TERM-29672,APP,AUTH-920050,4.01,2025-12-14T06:58:56Z
TX0001108,M000420,TERM-17499,WEB,AUTH-296951,1.91,2025-12-14T07:40:01Z
TX0005731,M000219,TERM-51289,POS,AUTH-199636,1.00,2025-12-14T07:44:00Z
TX0006897,M000448,TERM-16734,WEB,AUTH-216129,2.69,2025-12-14T09:42:40Z
TX0002051,M000418,TERM-34643,APP,AUTH-835191,3.19,2025-12-14T10:19:56Z
TX0002179,M000060,TERM-39331,WEB,AUTH-538215,2.45,2025-12-14T12:05:31Z
TX0008962,M000174,TERM-91016,APP,AUTH-483087,3.40,2025-12-14T13:23:36Z
TX0000643,M000359,TERM-23520,WEB,AUTH-300595,1.55,2025-12-14T13:24:24Z
TX0002800,M000332,TERM-96077,WEB,AUTH-946328,3.98,2025-12-14T15:28:32Z
TX0005378,M000226,TERM-24929,APP,AUTH-859394,2.88,2025-12-14T16:27:48Z
TX0006712,M000339,TERM-23762,APP,AUTH-678733,2.09,2025-12-14T16:57:13Z
TX0004841,M000360,TERM-56811,APP,AUTH-383099,1.44,2025-12-14T18:14:54Z
TX0000100,M000080,TERM-60586,WEB,AUTH-604990,2.94,2025-12-14T20:47:20Z
TX0008301,M000032,TERM-56222,WEB,AUTH-708557,3.14,2025-12-14T21:17:38Z
TX0004197,M000253,TERM-61715,WEB,AUTH-481386,2.76,2025-12-14T21:28:02Z
TX0007177,M000047,TERM-68820,APP,AUTH-242710,1.17,2025-12-15T00:05:05Z
TX0001282,M000389,TERM-35843,POS,AUTH-529486,2.17,2025-12-15T00:10:01Z
TX0005862,M000314,TERM-58226,WEB,AUTH-985680,3.57,2025-12-15T00:29:35Z
TX0001132,M000009,TERM-15412,APP,AUTH-463188,1.81,2025-12-15T00:37:44Z
TX0008007,M000324,TERM-79907,APP,AUTH-697417,1.55,2025-12-15T01:16:23Z
TX0002264,M000449,TERM-15557,APP,AUTH-236076,3.64,2025-12-15T01:44:58Z
TX0004457,M000115,TERM-23162,POS,AUTH-961008,2.69,2025-12-15T08:46:52Z
TX0004284,M000267,TERM-74775,WEB,AUTH-129096,3.43,2025-12-15T10:07:21Z
TX0001378,M000300,TERM-46075,WEB,AUTH-718134,0.72,2025-12-15T10:23:09Z
TX0000068,M000023,TERM-42176,POS,AUTH-771630,2.00,2025-12-15T10:56:15Z
TX0003967,M000293,TERM-74688,APP,AUTH-468091,2.40,2025-12-15T11:08:40Z
TX0001715,M000327,TERM-48791,WEB,AUTH-241984,0.85,2025-12-15T12:13:44Z
TX0001263,M000193,TERM-90163,APP,AUTH-576442,1.92,2025-12-15T12:33:32Z
TX0005125,M000018,TERM-28638,APP,AUTH-838513,2.89,2025-12-15T13:09:10Z
TX0004189,M000434,TERM-67808,WEB,AUTH-485422,2.86,2025-12-15T13:12:53Z
TX0002976,M000274,TERM-90098,APP,AUTH-979739,4.06,2025-12-15T13:14:29Z
TX0000958,M000350,TERM-46329,WEB,AUTH-783472,1.20,2025-12-15T15:07:42Z
TX0007312,M000310,TERM-44352,POS,AUTH-935427,4.14,2025-12-15T15:13:28Z
TX0001296,M000275,TERM-60541,APP,AUTH-985562,3.41,2025-12-15T17:55:31Z
TX0008231,M000063,TERM-76234,WEB,AUTH-754787,2.84,2025-12-15T20:05:51Z
TX0007192,M000155,TERM-98702,APP,AUTH-340894,1.02,2025-12-15T20:44:28Z
TX0007119,M000086,TERM-36546,APP,AUTH-425775,0.77,2025-12-15T21:21:47Z
TX0001168,M000286,TERM-63488,APP,AUTH-915084,1.93,2025-12-15T22:06:57Z
TX0008080,M000190,TERM-40207,WEB,AUTH-491146,1.65,2025-12-15T22:57:31Z
TX0001610,M000170,TERM-85298,WEB,AUTH-288162,0.85,2025-12-16T00:41:07Z
TX0007472,M000283,TERM-18885,WEB,AUTH-215958,0.66,2025-12-16T01:36:53Z
TX0004090,M000271,TERM-11362,WEB,AUTH-835232,0.88,2025-12-16T03:08:40Z
TX0001498,M000190,TERM-36861,APP,AUTH-173383,1.11,2025-12-16T04:09:16Z
TX0004654,M000290,TERM-29883,WEB,AUTH-359771,3.80,2025-12-16T04:37:01Z
TX0004133,M000005,TERM-78647,POS,AUTH-514210,3.91,2025-12-16T05:27:45Z
TX0000714,M000154,TERM-13402,POS,AUTH-894737,2.29,2025-12-16T05:41:43Z
TX0001912,M000090,TERM-45212,POS,AUTH-941123,0.64,2025-12-16T06:10:43Z
TX0001036,M000075,TERM-67918,WEB,AUTH-889014,3.58,2025-12-16T06:57:10Z
TX0002020,M000390,TERM-69385,APP,AUTH-358158,4.08,2025-12-16T07:42:03Z
TX0001145,M000185,TERM-50753,WEB,AUTH-652872,0.57,2025-12-16T11:34:10Z
TX0003485,M000203,TERM-53180,WEB,AUTH-147262,3.32,2025-12-16T13:24:57Z
TX0008375,M000318,TERM-75598,POS,AUTH-366714,2.16,2025-12-16T14:25:56Z
TX0000656,M000228,TERM-66591,WEB,AUTH-328264,2.86,2025-12-16T15:07:16Z
TX0006861,M000258,TERM-64347,WEB,AUTH-109811,3.47,2025-12-16T17:52:50Z
TX0008545,M000008,TERM-45849,WEB,AUTH-197778,0.53,2025-12-16T18:47:35Z
TX0005654,M000381,TERM-71449,WEB,AUTH-244358,2.62,2025-12-16T19:04:16Z
TX0005995,M000263,TERM-62257,WEB,AUTH-312583,0.92,2025-12-16T21:45:31Z
TX0006673,M000349,TERM-48364,WEB,AUTH-496530,1.41,2025-12-16T22:16:13Z
TX0007548,M000294,TERM-43949,APP,AUTH-285905,2.30,2025-12-17T02:32:20Z
TX0006326,M000358,TERM-25589,WEB,AUTH-518016,1.86,2025-12-17T03:20:21Z
TX0000215,M000212,TERM-22145,WEB,AUTH-653120,1.69,2025-12-17T05:06:41Z
TX0005114,M000326,TERM-79467,WEB,AUTH-229294,2.10,2025-12-17T08:05:53Z
TX0001319,M000043,TERM-47346,WEB,AUTH-118233,1.06,2025-12-17T09:09:03Z
TX0004839,M000107,TERM-94456,APP,AUTH-133809,3.50,2025-12-17T09:20:18Z
TX0000493,M000186,TERM-81381,APP,AUTH-132357,2.23,2025-12-17T11:05:13Z
TX0000404,M000231,TERM-43166,WEB,AUTH-130013,3.57,2025-12-17T12:32:07Z
TX0002728,M000386,TERM-61078,WEB,AUTH-482605,2.30,2025-12-17T15:48:54Z
TX0000008,M000432,TERM-44514,WEB,AUTH-177509,2.12,2025-12-17T16:41:54Z
TX0001259,M000381,TERM-96248,WEB,AUTH-198453,0.80,2025-12-17T16:44:26Z
TX0008432,M000401,TERM-60346,APP,AUTH-761816,2.17,2025-12-17T17:13:14Z
TX0007668,M000407,TERM-13494,POS,AUTH-282751,3.27,2025-12-17T18:42:37Z
TX0008322,M000117,TERM-17092,WEB,AUTH-553200,0.94,2025-12-17T19:16:41Z
TX0000611,M000137,TERM-95979,WEB,AUTH-825971,3.21,2025-12-17T20:24:42Z
TX0001468,M000010,TERM-59662,APP,AUTH-897853,1.31,2025-12-17T20:31:30Z
TX0001250,M000217,TERM-40296,WEB,AUTH-404687,0.51,2025-12-17T20:46:54Z
TX0002361,M000429,TERM-60708,WEB,AUTH-206884,3.74,2025-12-17T20:59:18Z
TX0007528,M000290,TERM-20829,APP,AUTH-439758,1.36,2025-12-17T23:08:56Z
TX0008907,M000227,TERM-65813,APP,AUTH-154036,0.59,2025-12-18T00:25:11Z
TX0008233,M000089,TERM-18008,APP,AUTH-753674,3.05,2025-12-18T01:13:29Z
TX0005369,M000309,TERM-34094,APP,AUTH-806418,0.73,2025-12-18T01:27:31Z
TX0004376,M000399,TERM-81832,APP,AUTH-976400,1.68,2025-12-18T02:04:18Z
TX0006164,M000050,TERM-50821,APP,AUTH-305603,4.14,2025-12-18T02:09:24Z
TX0002519,M000203,TERM-48039,WEB,AUTH-984975,2.43,2025-12-18T02:19:58Z
TX0005336,M000208,TERM-29499,WEB,AUTH-733516,0.81,2025-12-18T03:54:18Z
TX0003963,M000367,TERM-68621,POS,AUTH-549004,2.92,2025-12-18T04:01:30Z
TX0001509,M000148,TERM-88464,WEB,AUTH-750472,1.99,2025-12-18T04:21:48Z
TX0002354,M000149,TERM-44073,WEB,AUTH-684136,2.22,2025-12-18T04:41:57Z
TX0007882,M000250,TERM-27826,WEB,AUTH-689434,1.16,2025-12-18T07:06:14Z
TX0001113,M000086,TERM-14595,WEB,AUTH-676916,3.97,2025-12-18T10:43:53Z
TX0000635,M000299,TERM-40245,APP,AUTH-475069,0.78,2025-12-18T12:21:37Z
TX0007415,M000398,TERM-14875,WEB,AUTH-402132,0.87,2025-12-18T12:21:42Z
TX0008441,M000144,TERM-75765,WEB,AUTH-547725,0.64,2025-12-18T13:17:06Z
TX0001908,M000078,TERM-18996,WEB,AUTH-359967,1.15,2025-12-18T13:33:53Z
TX0004235,M000173,TERM-51262,WEB,AUTH-440015,2.16,2025-12-18T17:17:59Z
TX0001460,M000036,TERM-55485,APP,AUTH-889838,2.04,2025-12-18T18:26:26Z
TX0008707,M000384,TERM-91571,WEB,AUTH-233022,0.80,2025-12-18T18:55:40Z
TX0008147,M000319,TERM-63862,WEB,AUTH-175318,3.45,2025-12-18T19:44:33Z
TX0000980,M000129,TERM-77355,APP,AUTH-242845,3.09,2025-12-18T20:27:08Z
TX0003084,M000107,TERM-72324,POS,AUTH-796065,2.57,2025-12-18T20:49:21Z
TX0008626,M000087,TERM-13356,WEB,AUTH-410836,3.28,2025-12-18T22:43:15Z
TX0004452,M000151,TERM-32154,WEB,AUTH-880657,1.63,2025-12-18T23:30:23Z
TX0007025,M000233,TERM-68380,APP,AUTH-827732,0.62,2025-12-18T23:48:55Z
TX0008609,M000354,TERM-81236,WEB,AUTH-706488,3.44,2025-12-19T01:11:39Z
TX0004967,M000368,TERM-71048,POS,AUTH-557233,1.40,2025-12-19T01:21:12Z
TX0000629,M000018,TERM-26337,APP,AUTH-838281,3.63,2025-12-19T02:31:20Z
TX0001645,M000023,TERM-44930,WEB,AUTH-666261,2.68,2025-12-19T03:51:21Z
TX0001779,M000197,TERM-38304,WEB,AUTH-361041,3.56,2025-12-19T04:14:44Z
TX0001999,M000005,TERM-16084,APP,AUTH-509754,2.77,2025-12-19T04:26:48Z
TX0000290,M000262,TERM-34235,APP,AUTH-238820,4.10,2025-12-19T05:07:22Z
TX0004096,M000262,TERM-68862,POS,AUTH-782729,1.97,2025-12-19T05:32:08Z
TX0007201,M000260,TERM-61598,APP,AUTH-334587,2.91,2025-12-19T07:39:38Z
TX0007729,M000180,TERM-56033,WEB,AUTH-919713,1.75,2025-12-19T08:23:19Z
TX0008675,M000101,TERM-36642,APP,AUTH-296549,2.50,2025-12-19T08:47:57Z
TX0005297,M000153,TERM-78096,APP,AUTH-430502,4.09,2025-12-19T10:05:26Z
TX0000444,M000256,TERM-50292,WEB,AUTH-619472,3.19,2025-12-19T12:20:13Z
TX0003970,M000251,TERM-66974,WEB,AUTH-635015,3.73,2025-12-19T13:29:01Z
TX0008118,M000396,TERM-40146,WEB,AUTH-589192,2.00,2025-12-19T15:10:43Z
TX0004326,M000214,TERM-24224,APP,AUTH-401039,1.21,2025-12-19T16:29:04Z
TX0003667,M000019,TERM-28168,WEB,AUTH-269649,1.89,2025-12-19T17:05:48Z
TX0005283,M000233,TERM-32568,APP,AUTH-216694,0.60,2025-12-19T17:58:49Z
TX0002009,M000080,TERM-31886,POS,AUTH-556353,2.74,2025-12-19T18:23:19Z
TX0001517,M000398,TERM-93567,APP,AUTH-406697,2.71,2025-12-19T19:34:15Z
TX0004266,M000431,TERM-59870,APP,AUTH-424536,1.27,2025-12-19T21:42:18Z
TX0006756,M000331,TERM-53644,WEB,AUTH-273064,4.18,2025-12-19T21:48:10Z
TX0004493,M000219,TERM-19666,APP,AUTH-114561,1.96,2025-12-19T23:51:52Z
TX0004833,M000096,TERM-32183,WEB,AUTH-574492,3.06,2025-12-20T00:00:05Z
TX0002775,M000064,TERM-24711,APP,AUTH-932237,2.58,2025-12-20T00:32:38Z
TX0002397,M000060,TERM-92466,APP,AUTH-463250,2.75,2025-12-20T00:54:40Z
TX0006403,M000418,TERM-82824,APP,AUTH-509191,1.12,2025-12-20T01:31:03Z
TX0004540,M000035,TERM-31208,WEB,AUTH-981346,1.79,2025-12-20T02:17:07Z
TX0003899,M000198,TERM-57311,APP,AUTH-611321,2.90,2025-12-20T02:38:33Z
TX0005964,M000138,TERM-67699,POS,AUTH-757573,2.39,2025-12-20T05:09:43Z
TX0008031,M000181,TERM-75648,WEB,AUTH-112209,2.49,2025-12-20T05:11:46Z
TX0001171,M000187,TERM-27628,POS,AUTH-966113,0.90,2025-12-20T06:07:05Z
TX0006974,M000024,TERM-79747,WEB,AUTH-468259,3.99,2025-12-20T08:30:37Z
TX0004718,M000192,TERM-29702,APP,AUTH-398941,1.98,2025-12-20T08:35:42Z
TX0008678,M000195,TERM-89123,APP,AUTH-821069,3.75,2025-12-20T08:49:14Z
TX0002962,M000062,TERM-77317,APP,AUTH-647580,3.43,2025-12-20T11:40:00Z
TX0000134,M000255,TERM-14341,WEB,AUTH-258323,3.41,2025-12-20T12:48:10Z
TX0000308,M000248,TERM-49306,APP,AUTH-806861,0.53,2025-12-20T13:06:38Z
TX0001702,M000382,TERM-18551,WEB,AUTH-837796,0.68,2025-12-20T14:03:41Z
TX0008961,M000285,TERM-12916,APP,AUTH-355802,1.48,2025-12-20T18:01:19Z
TX0008124,M000254,TERM-16205,WEB,AUTH-993424,0.84,2025-12-20T18:02:30Z
TX0000437,M000133,TERM-19098,WEB,AUTH-363936,1.84,2025-12-20T20:29:27Z
TX0004208,M000155,TERM-21825,APP,AUTH-937824,1.11,2025-12-20T21:33:31Z
TX0006094,M000200,TERM-62204,WEB,AUTH-577395,4.03,2025-12-20T22:29:48Z
TX0004888,M000085,TERM-99013,APP,AUTH-217374,0.52,2025-12-20T23:17:31Z
TX0002128,M000059,TERM-17046,POS,AUTH-492052,2.53,2025-12-20T23:43:49Z
TX0004245,M000180,TERM-97804,WEB,AUTH-538824,1.89,2025-12-21T00:13:04Z
TX0000740,M000240,TERM-17597,POS,AUTH-458286,2.18,2025-12-21T04:05:06Z
TX0001131,M000125,TERM-87330,APP,AUTH-723262,1.28,2025-12-21T04:18:17Z
TX0003419,M000069,TERM-18574,APP,AUTH-950968,3.35,2025-12-21T07:13:50Z
TX0000344,M000343,TERM-47888,WEB,AUTH-712346,3.08,2025-12-21T08:09:34Z
TX0006772,M000156,TERM-55555,WEB,AUTH-558465,0.89,2025-12-21T09:17:42Z
TX0008296,M000326,TERM-62244,WEB,AUTH-106688,3.69,2025-12-21T09:23:02Z
TX0001620,M000165,TERM-57749,APP,AUTH-996150,3.20,2025-12-21T10:20:22Z
TX0003061,M000171,TERM-18855,APP,AUTH-935180,3.65,2025-12-21T11:47:59Z
TX0001765,M000330,TERM-17842,WEB,AUTH-121683,3.40,2025-12-21T12:30:29Z
TX0001564,M000213,TERM-90058,APP,AUTH-114901,4.14,2025-12-21T13:10:29Z
TX0006808,M000433,TERM-38188,APP,AUTH-877102,2.83,2025-12-21T13:26:09Z
TX0003233,M000290,TERM-42226,APP,AUTH-772700,0.97,2025-12-21T17:48:13Z
TX0008045,M000103,TERM-82433,APP,AUTH-912101,4.07,2025-12-21T18:49:56Z
TX0004665,M000026,TERM-17715,APP,AUTH-647839,2.46,2025-12-21T20:57:57Z
TX0006386,M000173,TERM-91344,WEB,AUTH-526966,2.54,2025-12-21T21:42:24Z
TX0003296,M000143,TERM-97774,WEB,AUTH-850171,4.04,2025-12-21T22:17:40Z
TX0000055,M000332,TERM-73015,POS,AUTH-508357,2.62,2025-12-21T23:30:45Z
TX0008246,M000377,TERM-86918,POS,AUTH-727306,3.73,2025-12-22T00:14:17Z
TX0005888,M000026,TERM-19799,WEB,AUTH-664668,3.08,2025-12-22T02:34:34Z
TX0006344,M000163,TERM-43944,POS,AUTH-708018,1.33,2025-12-22T02:36:40Z
TX0003902,M000367,TERM-21297,WEB,AUTH-928004,0.76,2025-12-22T03:50:07Z
TX0005999,M000219,TERM-12222,WEB,AUTH-657411,1.53,2025-12-22T05:05:08Z
TX0005767,M000406,TERM-75843,POS,AUTH-302827,1.28,2025-12-22T06:16:02Z
TX0003479,M000062,TERM-84821,WEB,AUTH-201378,2.01,2025-12-22T07:17:20Z
TX0003031,M000195,TERM-15882,WEB,AUTH-375201,2.20,2025-12-22T07:22:33Z
TX0002485,M000439,TERM-36498,WEB,AUTH-571027,2.88,2025-12-22T07:24:38Z
TX0008383,M000264,TERM-31709,APP,AUTH-101172,2.33,2025-12-22T07:35:49Z
TX0002376,M000430,TERM-14130,WEB,AUTH-647422,3.37,2025-12-22T08:02:17Z
TX0002777,M000304,TERM-68193,WEB,AUTH-233446,1.48,2025-12-22T10:56:41Z
TX0008359,M000413,TERM-82980,APP,AUTH-747617,3.09,2025-12-22T11:08:16Z
TX0006600,M000051,TERM-83260,APP,AUTH-937452,1.60,2025-12-22T12:23:43Z
TX0004335,M000335,TERM-73233,WEB,AUTH-514946,3.75,2025-12-22T14:07:07Z
TX0005961,M000111,TERM-45059,WEB,AUTH-612919,4.12,2025-12-22T14:45:13Z
TX0008022,M000283,TERM-96159,APP,AUTH-891141,2.04,2025-12-22T15:09:28Z
TX0003661,M000333,TERM-10460,APP,AUTH-629774,2.77,2025-12-22T17:06:31Z
TX0005865,M000191,TERM-89748,WEB,AUTH-466984,3.75,2025-12-22T18:35:54Z
TX0007104,M000396,TERM-12580,WEB,AUTH-215895,2.81,2025-12-22T20:12:17Z
TX0002352,M000339,TERM-75528,APP,AUTH-466021,0.55,2025-12-22T20:29:41Z
TX0005846,M000069,TERM-86589,POS,AUTH-362408,2.05,2025-12-22T22:55:00Z
TX0008048,M000076,TERM-12051,POS,AUTH-744220,2.63,2025-12-23T00:26:57Z
TX0006187,M000204,TERM-10118,POS,AUTH-433224,1.14,2025-12-23T04:24:45Z
TX0003430,M000332,TERM-51089,WEB,AUTH-227854,3.61,2025-12-23T07:02:10Z
TX0001995,M000365,TERM-91221,APP,AUTH-932737,1.96,2025-12-23T07:17:53Z
TX0003477,M000342,TERM-15073,APP,AUTH-408571,1.00,2025-12-23T07:45:21Z
TX0006378,M000227,TERM-44221,APP,AUTH-976706,0.88,2025-12-23T08:12:39Z
TX0008983,M000445,TERM-68937,WEB,AUTH-828438,3.46,2025-12-23T08:45:34Z
TX0007367,M000273,TERM-44944,APP,AUTH-295767,3.09,2025-12-23T11:23:46Z
TX0004319,M000108,TERM-22342,WEB,AUTH-341854,2.47,2025-12-23T12:24:01Z
TX0002435,M000329,TERM-37326,APP,AUTH-418882,3.12,2025-12-23T12:28:18Z
TX0000118,M000376,TERM-70320,POS,AUTH-720507,3.05,2025-12-23T12:28:21Z
TX0007748,M000110,TERM-12498,POS,AUTH-491507,3.55,2025-12-23T13:40:37Z
TX0001313,M000146,TERM-39732,WEB,AUTH-604438,0.74,2025-12-23T14:54:09Z
TX0005926,M000216,TERM-51350,POS,AUTH-103613,3.10,2025-12-23T15:28:07Z
TX0001269,M000024,TERM-19269,APP,AUTH-552055,3.93,2025-12-23T16:09:21Z
TX0006428,M000218,TERM-39921,WEB,AUTH-683189,4.18,2025-12-23T18:24:14Z
TX0006309,M000193,TERM-94592,APP,AUTH-767767,2.08,2025-12-23T18:24:24Z
TX0001441,M000115,TERM-84089,POS,AUTH-278121,2.50,2025-12-23T18:38:01Z
TX0000051,M000357,TERM-75617,POS,AUTH-585317,1.98,2025-12-23T20:32:23Z
TX0000700,M000311,TERM-14680,WEB,AUTH-811155,0.65,2025-12-23T20:32:39Z
TX0003408,M000427,TERM-92600,WEB,AUTH-949694,2.98,2025-12-23T21:42:39Z
TX0006389,M000203,TERM-31477,WEB,AUTH-101808,2.11,2025-12-23T22:03:36Z
TX0000524,M000072,TERM-54252,POS,AUTH-561921,2.66,2025-12-23T22:41:48Z
TX0000326,M000312,TERM-90185,APP,AUTH-335801,0.62,2025-12-23T23:49:33Z
TX0006514,M000147,TERM-82774,WEB,AUTH-168185,0.54,2025-12-24T00:20:11Z
TX0005994,M000319,TERM-78668,WEB,AUTH-481623,0.72,2025-12-24T00:37:13Z
TX0001838,M000407,TERM-79233,APP,AUTH-676284,1.05,2025-12-24T01:45:54Z
TX0008720,M000138,TERM-62686,POS,AUTH-772435,3.92,2025-12-24T02:10:52Z
TX0008042,M000229,TERM-65808,WEB,AUTH-199439,3.25,2025-12-24T04:42:15Z
TX0008622,M000048,TERM-78772,APP,AUTH-732907,2.03,2025-12-24T05:19:35Z
TX0006555,M000261,TERM-19693,WEB,AUTH-351129,2.91,2025-12-24T05:55:10Z
TX0001861,M000359,TERM-79224,APP,AUTH-556251,2.12,2025-12-24T08:18:12Z
TX0001209,M000141,TERM-79891,WEB,AUTH-332062,1.89,2025-12-24T08:21:32Z
TX0003797,M000121,TERM-81969,APP,AUTH-850743,3.22,2025-12-24T09:23:52Z
TX0006613,M000421,TERM-54089,APP,AUTH-916290,2.72,2025-12-24T11:35:52Z
TX0002582,M000435,TERM-99947,WEB,AUTH-449995,0.87,2025-12-24T14:05:44Z
TX0005543,M000209,TERM-22750,WEB,AUTH-502650,2.73,2025-12-24T14:12:38Z
TX0001523,M000397,TERM-28286,WEB,AUTH-445638,2.77,2025-12-24T18:14:30Z
TX0002027,M000013,TERM-46457,POS,AUTH-350456,3.04,2025-12-24T19:08:21Z
TX0007628,M000306,TERM-17079,APP,AUTH-104189,1.84,2025-12-24T22:09:42Z
TX0006657,M000003,TERM-92772,WEB,AUTH-865970,3.57,2025-12-25T00:53:34Z
TX0007496,M000375,TERM-25233,WEB,AUTH-620815,2.13,2025-12-25T02:33:19Z
TX0004462,M000123,TERM-66813,WEB,AUTH-351959,1.30,2025-12-25T02:38:24Z
TX0001188,M000438,TERM-80876,WEB,AUTH-553122,0.89,2025-12-25T03:36:25Z
TX0006605,M000271,TERM-44926,WEB,AUTH-881541,3.03,2025-12-25T03:38:42Z
TX0004619,M000444,TERM-18973,WEB,AUTH-515469,2.73,2025-12-25T04:22:42Z
TX0005893,M000142,TERM-81989,WEB,AUTH-264566,4.16,2025-12-25T04:59:46Z
TX0006234,M000095,TERM-78641,WEB,AUTH-348752,1.90,2025-12-25T06:26:19Z
TX0005377,M000244,TERM-75452,WEB,AUTH-667215,2.19,2025-12-25T08:37:27Z
TX0004157,M000228,TERM-57671,WEB,AUTH-872327,0.56,2025-12-25T09:23:51Z
TX0007285,M000224,TERM-70208,WEB,AUTH-973543,0.51,2025-12-25T11:10:57Z
TX0008706,M000370,TERM-56180,WEB,AUTH-133509,1.72,2025-12-25T12:24:13Z
TX0002707,M000279,TERM-64217,WEB,AUTH-421247,3.98,2025-12-25T13:12:18Z
TX0008882,M000184,TERM-45671,WEB,AUTH-842353,3.63,2025-12-25T14:01:18Z
TX0000813,M000394,TERM-47924,APP,AUTH-980967,3.87,2025-12-25T15:41:21Z
TX0005845,M000442,TERM-89570,WEB,AUTH-791480,2.82,2025-12-25T17:15:29Z
TX0008740,M000099,TERM-12105,APP,AUTH-213211,3.91,2025-12-25T18:12:26Z
TX0003100,M000184,TERM-33362,WEB,AUTH-331828,3.32,2025-12-25T18:39:20Z
TX0005632,M000014,TERM-70973,POS,AUTH-156809,2.04,2025-12-25T19:10:50Z
TX0001979,M000312,TERM-74799,APP,AUTH-327357,1.26,2025-12-25T19:36:36Z
TX0007063,M000437,TERM-66512,APP,AUTH-292338,1.05,2025-12-25T21:33:36Z
TX0008191,M000235,TERM-45931,WEB,AUTH-195816,1.54,2025-12-25T21:54:42Z
TX0003067,M000268,TERM-79717,APP,AUTH-916201,2.04,2025-12-25T22:52:07Z
TX0000605,M000050,TERM-61369,APP,AUTH-110209,3.05,2025-12-25T23:39:31Z
TX0008361,M000317,TERM-66443,WEB,AUTH-295642,1.24,2025-12-26T00:44:28Z
TX0007136,M000332,TERM-13771,POS,AUTH-858109,3.00,2025-12-26T01:08:54Z
TX0002283,M000080,TERM-24703,WEB,AUTH-568293,2.78,2025-12-26T01:30:49Z
TX0001386,M000081,TERM-63660,APP,AUTH-744215,3.58,2025-12-26T01:51:22Z
TX0006015,M000092,TERM-51618,WEB,AUTH-829209,0.54,2025-12-26T03:19:36Z
TX0003046,M000057,TERM-53389,WEB,AUTH-589843,3.64,2025-12-26T04:03:06Z
TX0003571,M000258,TERM-89311,WEB,AUTH-697341,1.41,2025-12-26T04:08:34Z
TX0004375,M000100,TERM-68038,APP,AUTH-172768,4.00,2025-12-26T04:22:11Z
TX0008103,M000063,TERM-14368,POS,AUTH-230776,3.12,2025-12-26T04:55:33Z
TX0001570,M000234,TERM-44101,WEB,AUTH-833874,0.85,2025-12-26T05:51:43Z
TX0002277,M000234,TERM-50504,APP,AUTH-666304,4.06,2025-12-26T06:50:16Z
TX0000195,M000059,TERM-99093,POS,AUTH-180658,0.74,2025-12-26T07:17:09Z
TX0008576,M000272,TERM-80012,WEB,AUTH-355264,4.04,2025-12-26T07:52:17Z
TX0008866,M000267,TERM-39831,WEB,AUTH-516799,1.84,2025-12-26T09:35:09Z
TX0000986,M000138,TERM-38906,POS,AUTH-872311,1.54,2025-12-26T09:45:27Z
TX0003678,M000287,TERM-82863,APP,AUTH-782754,3.89,2025-12-26T10:07:48Z
TX0005062,M000192,TERM-47912,APP,AUTH-632361,0.73,2025-12-26T11:05:14Z
TX0000098,M000320,TERM-31611,APP,AUTH-356796,2.95,2025-12-26T15:06:01Z
TX0007684,M000059,TERM-55314,WEB,AUTH-420326,2.67,2025-12-26T16:03:04Z
