cuenta_origen_id,cuenta_destino_id,tipo_vinculo,fecha_deteccion,score_vinculo,evidencia,activo
CU000607,CU000608,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000608,CU000609,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000609,CU000610,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000610,CU000611,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000611,CU000612,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000612,CU000613,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000613,CU000614,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000614,CU000615,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000615,CU000616,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000616,CU000617,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000617,CU000618,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000618,CU000619,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000619,CU000620,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000620,CU000621,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000621,CU000622,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000622,CU000623,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000623,CU000624,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000624,CU000625,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000625,CU000626,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000626,CU000627,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000627,CU000628,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000628,CU000629,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000629,CU000630,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000630,CU000631,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000631,CU000632,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000632,CU000633,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000633,CU000634,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000634,CU000635,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000635,CU000636,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000636,CU000637,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000637,CU000638,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000638,CU000639,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000639,CU000640,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000640,CU000641,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000641,CU000642,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000642,CU000643,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000643,CU000644,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000644,CU000645,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000645,CU000646,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000646,CU000647,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000647,CU000648,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000648,CU000649,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000649,CU000650,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000650,CU000651,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000651,CU000652,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000652,CU000653,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000653,CU000654,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000654,CU000655,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000655,CU000656,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000656,CU000657,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000657,CU000658,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000658,CU000659,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000659,CU000660,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000660,CU000661,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000661,CU000662,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000662,CU000663,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000663,CU000664,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000664,CU000665,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000665,CU000666,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000666,CU000667,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000667,CU000668,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000668,CU000669,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000669,CU000670,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000670,CU000671,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000671,CU000672,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000672,CU000673,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000673,CU000674,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000674,CU000675,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000675,CU000676,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000676,CU000677,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000677,CU000678,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000678,CU000679,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000679,CU000680,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000680,CU000681,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000681,CU000682,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000682,CU000683,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000683,CU000684,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000684,CU000685,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000685,CU000686,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000686,CU000687,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000687,CU000688,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000688,CU000689,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000689,CU000690,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000690,CU000691,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000691,CU000692,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000692,CU000693,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000693,CU000694,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000694,CU000695,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000695,CU000696,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000696,CU000697,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000697,CU000698,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000698,CU000699,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000699,CU000700,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000700,CU000701,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000701,CU000702,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000702,CU000703,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000703,CU000704,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000704,CU000705,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000705,CU000706,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000706,CU000707,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000707,CU000708,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000708,CU000709,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000709,CU000710,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000710,CU000711,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000711,CU000712,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000712,CU000713,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000713,CU000714,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000714,CU000715,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000715,CU000716,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000716,CU000717,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000717,CU000718,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000718,CU000719,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000719,CU000720,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000720,CU000721,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000721,CU000722,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000722,CU000723,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000723,CU000724,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000724,CU000725,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000725,CU000726,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000726,CU000727,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000727,CU000728,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000728,CU000729,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000729,CU000730,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000730,CU000731,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000731,CU000732,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000732,CU000733,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000733,CU000734,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000734,CU000735,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000735,CU000736,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000736,CU000737,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000737,CU000738,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000738,CU000739,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000739,CU000740,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000740,CU000741,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000741,CU000742,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000742,CU000743,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000743,CU000744,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000744,CU000745,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000745,CU000746,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000746,CU000747,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000747,CU000748,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000748,CU000749,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000749,CU000750,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000750,CU000751,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000751,CU000752,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000752,CU000753,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000753,CU000754,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000754,CU000755,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000755,CU000756,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000756,CU000757,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000757,CU000758,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000758,CU000759,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000759,CU000760,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000760,CU000761,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000761,CU000762,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000762,CU000763,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000763,CU000764,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000764,CU000765,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000765,CU000766,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000766,CU000767,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000767,CU000768,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000768,CU000769,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000769,CU000770,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000770,CU000771,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000771,CU000772,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000772,CU000773,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000773,CU000774,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000774,CU000775,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000775,CU000776,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000776,CU000777,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000777,CU000778,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000778,CU000779,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000779,CU000780,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000780,CU000781,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000781,CU000782,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000782,CU000783,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000783,CU000784,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000784,CU000785,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000785,CU000786,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000786,CU000787,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000787,CU000788,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000788,CU000789,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000789,CU000790,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000790,CU000791,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000791,CU000792,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000792,CU000793,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000793,CU000794,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000794,CU000795,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000795,CU000796,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000796,CU000797,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000797,CU000798,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000798,CU000799,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000799,CU000800,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000800,CU000801,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000801,CU000802,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000802,CU000803,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000803,CU000804,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000804,CU000805,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000805,CU000806,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000806,CU000807,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000807,CU000808,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000808,CU000809,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000809,CU000810,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000810,CU000811,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000811,CU000812,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000812,CU000813,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000813,CU000814,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000814,CU000815,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000815,CU000816,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000816,CU000817,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000817,CU000818,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000818,CU000819,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000819,CU000820,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000820,CU000821,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000821,CU000822,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000822,CU000823,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000823,CU000824,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000824,CU000825,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000825,CU000826,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000826,CU000827,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000827,CU000828,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000828,CU000829,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000829,CU000830,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000830,CU000831,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000831,CU000832,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000832,CU000833,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000833,CU000834,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000834,CU000835,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000835,CU000836,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000836,CU000837,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000837,CU000838,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000838,CU000839,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000839,CU000840,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000840,CU000841,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000841,CU000842,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000842,CU000843,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000843,CU000844,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000844,CU000845,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000845,CU000846,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000846,CU000847,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000847,CU000848,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000848,CU000849,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000849,CU000850,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000850,CU000851,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000851,CU000852,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000852,CU000853,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000853,CU000854,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000854,CU000855,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000855,CU000856,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000856,CU000857,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000857,CU000858,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000858,CU000859,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000859,CU000860,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000860,CU000861,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000861,CU000862,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000862,CU000863,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000863,CU000864,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000864,CU000865,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000865,CU000866,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000866,CU000867,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000867,CU000868,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000868,CU000869,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000869,CU000870,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000870,CU000871,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000871,CU000872,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000872,CU000873,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000873,CU000874,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000874,CU000875,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000875,CU000876,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000876,CU000877,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000877,CU000878,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000878,CU000879,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000879,CU000880,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
