cliente_id,tx_id,rol,factor_autenticacion,autenticacion_ok,ip_origen,confianza_sesion
C000730,TX0000852,ORDENANTE,BIOMETRIA,true,151.246.229.81,0.46
C001000,TX0006442,ORDENANTE,SMS_OTP,true,33.167.204.82,0.87
C000328,TX0000946,ORDENANTE,SMS_OTP,true,103.132.202.59,0.48
C000293,TX0005309,ORDENANTE,PASSWORD,true,115.134.198.43,0.54
C000107,TX0004793,ORDENANTE,SIN_FACTOR,true,117.232.79.162,0.71
C000596,TX0001173,ORDENANTE,SIN_FACTOR,true,188.15.220.115,0.72
C001163,TX0000902,ORDENANTE,SMS_OTP,true,168.197.196.251,0.76
C000423,TX0001055,ORDENANTE,PASSWORD,true,58.91.67.153,0.48
C000706,TX0007238,ORDENANTE,BIOMETRIA,true,164.186.82.90,0.24
C000357,TX0003693,ORDENANTE,SMS_OTP,true,149.43.53.180,0.52
C000272,TX0004700,ORDENANTE,TOKEN_APP,true,183.73.37.161,0.72
C000634,TX0002167,ORDENANTE,TOKEN_APP,true,115.129.141.84,0.43
C000155,TX0002447,ORDENANTE,TOKEN_APP,true,74.188.211.29,0.88
C000243,TX0004557,ORDENANTE,BIOMETRIA,true,148.121.43.135,0.71
C000702,TX0002453,ORDENANTE,PASSWORD,true,63.120.225.125,0.47
C001008,TX0006561,ORDENANTE,SMS_OTP,true,64.32.74.114,0.59
C001119,TX0006746,ORDENANTE,BIOMETRIA,true,61.32.124.160,0.44
C000426,TX0000563,ORDENANTE,TOKEN_APP,true,169.4.21.249,0.54
C000630,TX0003938,ORDENANTE,TOKEN_APP,true,141.223.42.157,0.68
C000274,TX0002448,ORDENANTE,TOKEN_APP,true,136.83.61.87,0.36
C000196,TX0004092,ORDENANTE,SMS_OTP,true,29.113.64.144,0.53
C000099,TX0006263,ORDENANTE,TOKEN_APP,true,62.26.176.145,0.49
C000194,TX0002679,ORDENANTE,SMS_OTP,true,161.31.162.26,0.56
C000403,TX0008044,ORDENANTE,SMS_OTP,true,45.152.130.19,0.53
C001162,TX0002047,ORDENANTE,SIN_FACTOR,true,42.22.101.19,0.32
C000387,TX0002961,ORDENANTE,BIOMETRIA,true,108.149.1.37,0.68
C000969,TX0006419,ORDENANTE,BIOMETRIA,true,64.66.118.114,0.51
C000617,TX0005881,ORDENANTE,TOKEN_APP,true,160.78.126.228,0.64
C000498,TX0007276,ORDENANTE,PASSWORD,true,150.106.78.186,0.52
C000182,TX0000597,ORDENANTE,BIOMETRIA,true,107.103.167.14,0.35
C000105,TX0002086,ORDENANTE,PASSWORD,true,29.45.214.73,0.61
C001077,TX0006042,ORDENANTE,PASSWORD,true,160.94.211.45,0.70
C000417,TX0007932,ORDENANTE,BIOMETRIA,true,45.252.116.162,0.45
C000166,TX0001163,ORDENANTE,SIN_FACTOR,true,59.132.52.85,0.44
C000272,TX0008386,ORDENANTE,SMS_OTP,true,183.73.37.161,0.46
C000569,TX0002131,ORDENANTE,SIN_FACTOR,true,114.197.252.128,0.25
C000125,TX0000756,ORDENANTE,TOKEN_APP,true,71.158.123.191,0.46
C001025,TX0005041,ORDENANTE,SMS_OTP,true,96.59.219.3,0.65
C000076,TX0007801,ORDENANTE,SIN_FACTOR,true,176.149.108.31,0.57
C000477,TX0007205,ORDENANTE,SMS_OTP,true,193.186.91.63,0.49
C000266,TX0003363,ORDENANTE,SIN_FACTOR,true,78.244.59.40,0.53
C000976,TX0000598,ORDENANTE,SMS_OTP,true,66.205.178.121,0.58
C000010,TX0003032,ORDENANTE,BIOMETRIA,true,157.11.196.17,0.65
C001114,TX0003608,ORDENANTE,TOKEN_APP,true,174.123.67.235,0.76
C000434,TX0007321,ORDENANTE,PASSWORD,true,160.59.12.95,0.53
C000617,TX0004775,ORDENANTE,TOKEN_APP,true,160.78.126.228,0.35
C000901,TX0002268,ORDENANTE,PASSWORD,true,51.11.143.2,0.25
C001145,TX0001038,ORDENANTE,SIN_FACTOR,true,113.184.217.254,0.33
C000473,TX0001677,ORDENANTE,SMS_OTP,true,31.40.127.162,0.70
C000896,TX0007146,ORDENANTE,SIN_FACTOR,true,199.16.243.214,0.53
C000506,TX0003810,ORDENANTE,TOKEN_APP,true,104.8.151.111,0.43
C000432,TX0001954,ORDENANTE,BIOMETRIA,true,96.216.192.140,0.58
C001039,TX0001138,ORDENANTE,SMS_OTP,true,146.101.159.202,0.70
C000736,TX0007960,ORDENANTE,BIOMETRIA,true,37.117.239.141,0.69
C000053,TX0000587,ORDENANTE,BIOMETRIA,true,135.6.219.97,0.45
C001078,TX0004752,ORDENANTE,SMS_OTP,true,26.72.227.16,0.45
C000868,TX0008225,ORDENANTE,SIN_FACTOR,true,45.116.254.6,0.64
C000374,TX0004768,ORDENANTE,PASSWORD,true,97.224.108.114,0.51
C000630,TX0004521,ORDENANTE,BIOMETRIA,true,141.223.42.157,0.65
C000600,TX0004212,ORDENANTE,TOKEN_APP,true,23.83.140.54,0.63
C000851,TX0002743,ORDENANTE,BIOMETRIA,true,75.244.250.99,0.39
C000939,TX0006268,ORDENANTE,SMS_OTP,true,119.225.89.176,0.84
C000901,TX0003087,ORDENANTE,TOKEN_APP,true,51.11.143.2,0.63
C000608,TX0007209,ORDENANTE,PASSWORD,true,181.46.162.158,0.43
C000177,TX0006381,ORDENANTE,TOKEN_APP,true,183.187.149.212,0.68
C001129,TX0007068,ORDENANTE,BIOMETRIA,true,56.242.225.110,0.27
C000805,TX0003006,ORDENANTE,BIOMETRIA,true,177.119.197.79,0.52
C000585,TX0001726,ORDENANTE,PASSWORD,true,174.97.7.73,0.60
C000361,TX0005828,ORDENANTE,TOKEN_APP,true,70.86.204.171,0.43
C000681,TX0006001,ORDENANTE,PASSWORD,true,156.92.170.173,0.59
C000153,TX0002312,ORDENANTE,BIOMETRIA,true,28.225.213.188,0.36
C000271,TX0006810,ORDENANTE,BIOMETRIA,true,66.164.29.8,0.69
C000378,TX0001477,ORDENANTE,BIOMETRIA,true,116.163.74.103,0.71
C000905,TX0004662,ORDENANTE,BIOMETRIA,true,37.145.74.165,0.70
C000436,TX0006836,ORDENANTE,SMS_OTP,true,83.28.210.229,0.60
C001145,TX0001522,ORDENANTE,SMS_OTP,true,113.184.217.254,0.38
C000103,TX0006877,ORDENANTE,PASSWORD,true,122.103.158.138,0.67
C000321,TX0003561,ORDENANTE,BIOMETRIA,true,110.199.114.223,0.68
C000562,TX0004779,ORDENANTE,SMS_OTP,true,57.178.182.214,0.47
C000561,TX0005263,ORDENANTE,BIOMETRIA,true,23.251.143.140,0.45
C000070,TX0003729,ORDENANTE,TOKEN_APP,true,179.138.214.207,0.61
C001087,TX0004416,ORDENANTE,TOKEN_APP,true,149.214.133.207,0.52
C000862,TX0005907,ORDENANTE,SIN_FACTOR,true,62.51.47.132,0.31
C000936,TX0000631,ORDENANTE,BIOMETRIA,true,45.249.153.38,0.34
C001191,TX0001267,ORDENANTE,SMS_OTP,true,174.228.27.142,0.52
C000452,TX0005699,ORDENANTE,BIOMETRIA,true,126.253.15.42,0.36
C001082,TX0005697,ORDENANTE,BIOMETRIA,true,186.197.222.59,0.21
C001092,TX0005045,ORDENANTE,TOKEN_APP,true,98.236.167.134,0.33
C001048,TX0001581,ORDENANTE,PASSWORD,true,58.24.118.93,0.24
C001038,TX0006445,ORDENANTE,BIOMETRIA,true,174.123.67.235,0.42
C001132,TX0007190,ORDENANTE,BIOMETRIA,true,62.172.126.45,0.64
C000395,TX0006374,ORDENANTE,BIOMETRIA,true,136.169.1.46,0.32
C000208,TX0007275,ORDENANTE,TOKEN_APP,true,55.170.42.237,0.40
C000933,TX0004939,ORDENANTE,TOKEN_APP,true,134.246.231.248,0.54
C000012,TX0005296,ORDENANTE,SMS_OTP,true,191.84.179.104,0.73
C001063,TX0005567,ORDENANTE,TOKEN_APP,true,48.243.127.56,0.50
C000957,TX0006875,ORDENANTE,BIOMETRIA,true,101.204.5.151,0.47
C001008,TX0002195,ORDENANTE,SMS_OTP,true,64.32.74.114,0.64
C000109,TX0004704,ORDENANTE,BIOMETRIA,true,79.118.222.224,0.72
C000877,TX0003564,ORDENANTE,BIOMETRIA,true,102.16.16.165,0.68
C000300,TX0003108,ORDENANTE,PASSWORD,true,139.71.123.62,0.49
C000092,TX0002358,ORDENANTE,PASSWORD,true,159.134.165.125,0.46
C000285,TX0006157,ORDENANTE,SMS_OTP,true,153.201.33.226,0.42
C001002,TX0006742,ORDENANTE,SMS_OTP,true,179.15.219.21,0.27
C000441,TX0007273,ORDENANTE,PASSWORD,true,49.35.34.185,0.37
C000861,TX0001042,ORDENANTE,BIOMETRIA,true,36.120.58.159,0.65
C000284,TX0007186,ORDENANTE,PASSWORD,true,92.219.157.188,0.69
C000431,TX0007166,ORDENANTE,SIN_FACTOR,true,140.58.105.29,0.71
C000755,TX0006414,ORDENANTE,TOKEN_APP,true,108.225.104.109,0.73
C000945,TX0007239,ORDENANTE,SIN_FACTOR,true,101.4.232.4,0.61
C000525,TX0008737,ORDENANTE,PASSWORD,true,62.159.39.252,0.31
C000865,TX0004582,ORDENANTE,SMS_OTP,true,124.189.155.11,0.43
C000677,TX0000380,ORDENANTE,TOKEN_APP,true,149.159.68.145,0.43
C001155,TX0001657,ORDENANTE,BIOMETRIA,true,36.241.59.157,0.48
C000724,TX0006972,ORDENANTE,SIN_FACTOR,true,106.103.233.50,0.39
C001125,TX0008517,ORDENANTE,BIOMETRIA,true,192.154.99.21,0.63
C000554,TX0004023,ORDENANTE,SIN_FACTOR,true,42.48.77.105,0.61
C000520,TX0003134,ORDENANTE,TOKEN_APP,true,30.132.222.194,0.50
C000127,TX0004489,ORDENANTE,SMS_OTP,true,180.101.61.127,0.77
C000152,TX0008812,ORDENANTE,TOKEN_APP,true,112.59.20.41,0.28
C000006,TX0001064,ORDENANTE,TOKEN_APP,true,123.203.226.20,0.54
C000010,TX0003699,ORDENANTE,TOKEN_APP,true,157.11.196.17,0.77
C000506,TX0008562,ORDENANTE,PASSWORD,true,104.8.151.111,0.62
C000420,TX0006751,ORDENANTE,TOKEN_APP,true,114.105.188.245,0.59
C000329,TX0004220,ORDENANTE,PASSWORD,true,36.174.182.144,0.70
C000367,TX0008934,ORDENANTE,SMS_OTP,true,152.140.171.198,0.60
C001185,TX0000250,ORDENANTE,BIOMETRIA,true,44.63.111.161,0.76
C000029,TX0006718,ORDENANTE,PASSWORD,true,174.251.104.88,0.49
C000645,TX0000426,ORDENANTE,SMS_OTP,true,54.83.12.105,0.58
C000649,TX0005929,ORDENANTE,SMS_OTP,true,63.68.162.159,0.44
C000214,TX0004387,ORDENANTE,TOKEN_APP,true,105.248.82.154,0.40
C000585,TX0002903,ORDENANTE,PASSWORD,true,174.97.7.73,0.43
C000180,TX0007800,ORDENANTE,BIOMETRIA,true,193.162.124.182,0.49
C000006,TX0005402,ORDENANTE,SMS_OTP,true,185.230.77.77,0.26
C000458,TX0002362,ORDENANTE,PASSWORD,true,143.123.26.249,0.52
C000789,TX0005425,ORDENANTE,SMS_OTP,true,184.196.59.200,0.61
C001000,TX0002460,ORDENANTE,TOKEN_APP,true,72.98.86.162,0.68
C001170,TX0006111,ORDENANTE,BIOMETRIA,true,196.79.242.178,0.46
C000337,TX0005072,ORDENANTE,TOKEN_APP,true,28.197.24.37,0.27
C000208,TX0002890,ORDENANTE,SIN_FACTOR,true,55.170.42.237,0.27
C000555,TX0006122,ORDENANTE,SIN_FACTOR,true,98.122.209.201,0.22
C000400,TX0000324,ORDENANTE,TOKEN_APP,true,63.68.162.159,0.70
C000455,TX0005615,ORDENANTE,PASSWORD,true,152.71.195.24,0.67
C001085,TX0003153,ORDENANTE,SMS_OTP,true,164.96.76.190,0.54
C000180,TX0005201,ORDENANTE,SMS_OTP,true,193.162.124.182,0.74
C000074,TX0002766,ORDENANTE,PASSWORD,true,62.122.137.207,0.22
C000972,TX0007924,ORDENANTE,PASSWORD,true,104.8.151.111,0.68
C000605,TX0005798,ORDENANTE,PASSWORD,true,95.6.54.183,0.56
C000203,TX0005667,ORDENANTE,PASSWORD,true,98.184.54.24,0.40
C000780,TX0005773,ORDENANTE,SMS_OTP,true,40.218.74.65,0.28
C000384,TX0008010,ORDENANTE,TOKEN_APP,true,162.24.40.27,0.66
C000953,TX0003325,ORDENANTE,SMS_OTP,true,108.149.1.37,0.69
C000325,TX0001530,ORDENANTE,BIOMETRIA,true,170.160.11.180,0.64
C000290,TX0004612,ORDENANTE,SMS_OTP,true,24.170.167.41,0.48
C001014,TX0001252,ORDENANTE,TOKEN_APP,true,200.218.221.150,0.34
C000397,TX0003807,ORDENANTE,TOKEN_APP,true,113.184.217.254,0.65
C000576,TX0006630,ORDENANTE,SIN_FACTOR,true,35.217.150.243,0.62
C001026,TX0006757,ORDENANTE,BIOMETRIA,true,154.6.190.199,0.59
C000177,TX0006921,ORDENANTE,TOKEN_APP,true,148.190.41.218,0.47
C000565,TX0003271,ORDENANTE,BIOMETRIA,true,160.105.31.63,0.66
C000822,TX0003744,ORDENANTE,PASSWORD,true,95.129.98.61,0.62
C000022,TX0008757,ORDENANTE,TOKEN_APP,true,138.242.185.80,0.57
C000681,TX0001050,ORDENANTE,SMS_OTP,true,165.63.117.109,0.50
C000531,TX0005982,ORDENANTE,SMS_OTP,true,37.237.156.13,0.52
C001176,TX0007437,ORDENANTE,PASSWORD,true,57.237.158.69,0.30
C000885,TX0008997,ORDENANTE,BIOMETRIA,true,183.187.149.212,0.72
C000426,TX0001253,ORDENANTE,SMS_OTP,true,169.4.21.249,0.57
C000429,TX0001424,ORDENANTE,PASSWORD,true,117.238.29.143,0.16
C000468,TX0005482,ORDENANTE,TOKEN_APP,true,46.3.51.178,0.73
C000157,TX0008397,ORDENANTE,SMS_OTP,true,191.16.61.10,0.47
C000012,TX0005488,ORDENANTE,TOKEN_APP,true,69.136.18.20,0.31
C000764,TX0008932,ORDENANTE,BIOMETRIA,true,184.160.138.205,0.45
C000024,TX0001238,ORDENANTE,BIOMETRIA,true,31.230.28.205,0.58
C001026,TX0005706,ORDENANTE,BIOMETRIA,true,154.6.190.199,0.75
C000395,TX0003941,ORDENANTE,PASSWORD,true,136.169.1.46,0.68
C000884,TX0004353,ORDENANTE,PASSWORD,true,39.36.94.80,0.30
C001173,TX0003740,ORDENANTE,SMS_OTP,true,80.240.110.192,0.64
C000989,TX0004929,ORDENANTE,SMS_OTP,true,197.136.189.197,0.50
C000307,TX0006247,ORDENANTE,SMS_OTP,true,146.101.159.202,0.69
C000066,TX0004293,ORDENANTE,TOKEN_APP,true,28.225.213.188,0.05
C000818,TX0005314,ORDENANTE,SMS_OTP,true,58.52.191.186,0.48
C000507,TX0006027,ORDENANTE,BIOMETRIA,true,189.155.132.99,0.33
C000544,TX0007340,ORDENANTE,SMS_OTP,true,171.123.99.108,0.63
C000266,TX0000727,ORDENANTE,TOKEN_APP,true,78.244.59.40,0.49
C001062,TX0007241,ORDENANTE,SMS_OTP,true,56.86.101.217,0.38
C000209,TX0006427,ORDENANTE,SIN_FACTOR,true,133.197.82.144,0.70
C000182,TX0000146,ORDENANTE,SMS_OTP,true,107.103.167.14,0.71
C000047,TX0008725,ORDENANTE,SMS_OTP,true,197.136.189.197,0.52
C000050,TX0005976,ORDENANTE,PASSWORD,true,62.205.244.185,0.57
C000554,TX0007310,ORDENANTE,BIOMETRIA,true,42.48.77.105,0.24
C000678,TX0001868,ORDENANTE,PASSWORD,true,134.55.161.95,0.60
C000294,TX0003311,ORDENANTE,TOKEN_APP,true,49.55.29.231,0.51
C000882,TX0006916,ORDENANTE,SIN_FACTOR,true,56.68.191.102,0.45
C001118,TX0000623,ORDENANTE,PASSWORD,true,179.15.219.21,0.55
C001112,TX0007193,ORDENANTE,PASSWORD,true,151.150.120.104,0.60
C000652,TX0003045,ORDENANTE,SIN_FACTOR,true,53.32.120.243,0.55
C000745,TX0004228,ORDENANTE,TOKEN_APP,true,176.88.104.47,0.83
C000292,TX0003262,ORDENANTE,SMS_OTP,true,170.190.1.184,0.74
C000795,TX0002795,ORDENANTE,SMS_OTP,true,85.179.14.119,0.88
C000414,TX0008170,ORDENANTE,PASSWORD,true,168.64.204.112,0.77
C000383,TX0002000,ORDENANTE,PASSWORD,true,140.171.165.153,0.54
C000483,TX0003131,ORDENANTE,SMS_OTP,true,92.219.157.188,0.51
C000484,TX0007774,ORDENANTE,BIOMETRIA,true,25.48.232.233,0.67
C000415,TX0002172,ORDENANTE,PASSWORD,true,166.49.253.94,0.67
C000292,TX0001341,ORDENANTE,BIOMETRIA,true,170.190.1.184,0.29
C000600,TX0006693,ORDENANTE,SMS_OTP,true,23.83.140.54,0.52
C001107,TX0007539,ORDENANTE,SMS_OTP,true,74.7.232.20,0.44
C000165,TX0002101,ORDENANTE,TOKEN_APP,true,114.82.78.73,0.57
C000932,TX0006073,ORDENANTE,BIOMETRIA,true,58.179.36.19,0.59
C000465,TX0005202,ORDENANTE,SMS_OTP,true,184.158.202.100,0.68
C000521,TX0004383,ORDENANTE,BIOMETRIA,true,85.45.223.217,0.66
C001198,TX0008366,ORDENANTE,PASSWORD,true,167.166.213.216,0.42
C000849,TX0003078,ORDENANTE,BIOMETRIA,true,100.221.207.183,0.61
C000876,TX0000045,ORDENANTE,BIOMETRIA,true,119.206.55.15,0.68
C000990,TX0006124,ORDENANTE,SIN_FACTOR,true,145.126.19.38,0.77
C000036,TX0002659,ORDENANTE,SMS_OTP,true,30.133.192.115,0.59
C000617,TX0008409,ORDENANTE,SMS_OTP,true,160.78.126.228,0.62
C001000,TX0008184,ORDENANTE,BIOMETRIA,true,33.167.204.82,0.64
C000730,TX0000845,ORDENANTE,BIOMETRIA,true,151.246.229.81,0.66
C000143,TX0006163,ORDENANTE,SMS_OTP,true,168.200.152.161,0.38
C001192,TX0003893,ORDENANTE,PASSWORD,true,27.140.149.171,0.06
C000521,TX0007643,ORDENANTE,SIN_FACTOR,true,85.45.223.217,0.47
C000329,TX0007329,ORDENANTE,PASSWORD,true,36.174.182.144,0.39
C001154,TX0000929,ORDENANTE,BIOMETRIA,true,128.78.227.175,0.28
C000208,TX0001106,ORDENANTE,TOKEN_APP,true,55.170.42.237,0.45
C000287,TX0008911,ORDENANTE,PASSWORD,true,138.192.152.251,0.56
C001149,TX0003054,ORDENANTE,SMS_OTP,true,64.42.102.143,0.53
C000029,TX0003925,ORDENANTE,SMS_OTP,true,174.251.104.88,0.61
C000043,TX0004281,ORDENANTE,BIOMETRIA,true,35.230.131.182,0.53
C000652,TX0007095,ORDENANTE,SMS_OTP,true,53.32.120.243,0.42
C000531,TX0005294,ORDENANTE,SMS_OTP,true,109.73.134.86,0.56
C000795,TX0000386,ORDENANTE,SIN_FACTOR,true,85.179.14.119,0.68
C000913,TX0000919,ORDENANTE,SMS_OTP,true,123.203.226.20,0.46
C000021,TX0000921,ORDENANTE,SIN_FACTOR,true,126.240.74.174,0.29
C000969,TX0001336,ORDENANTE,SMS_OTP,true,142.172.4.161,0.59
C001075,TX0004699,ORDENANTE,PASSWORD,true,155.15.246.190,0.73
C000193,TX0007446,ORDENANTE,SMS_OTP,true,83.215.221.25,0.69
C000558,TX0005758,ORDENANTE,BIOMETRIA,true,195.216.190.136,0.49
C000696,TX0003931,ORDENANTE,TOKEN_APP,true,178.136.232.42,0.63
C000724,TX0002763,ORDENANTE,BIOMETRIA,true,106.103.233.50,0.31
C000034,TX0001643,ORDENANTE,TOKEN_APP,true,138.76.146.252,0.58
C000809,TX0000897,ORDENANTE,SMS_OTP,true,149.214.133.207,0.75
C000402,TX0005063,ORDENANTE,BIOMETRIA,true,154.114.208.8,0.65
C000499,TX0000836,ORDENANTE,SMS_OTP,true,144.175.240.155,0.25
C000384,TX0001325,ORDENANTE,SMS_OTP,true,162.24.40.27,0.47
C000328,TX0008729,ORDENANTE,TOKEN_APP,true,103.132.202.59,0.77
C000949,TX0002841,ORDENANTE,BIOMETRIA,true,55.153.4.118,0.60
C000407,TX0002722,ORDENANTE,BIOMETRIA,true,175.120.109.9,0.45
C000124,TX0004049,ORDENANTE,PASSWORD,true,97.43.227.77,0.63
C001000,TX0008112,ORDENANTE,PASSWORD,true,72.98.86.162,0.32
C000420,TX0006159,ORDENANTE,TOKEN_APP,true,114.105.188.245,0.78
C000657,TX0005661,ORDENANTE,PASSWORD,true,23.167.243.18,0.44
C000988,TX0002017,ORDENANTE,PASSWORD,true,100.224.202.133,0.64
C001069,TX0008741,ORDENANTE,PASSWORD,true,100.221.207.183,0.29
C000925,TX0007144,ORDENANTE,SMS_OTP,true,152.50.152.197,0.50
C000730,TX0002833,ORDENANTE,BIOMETRIA,true,151.246.229.81,0.52
C000875,TX0005277,ORDENANTE,SMS_OTP,true,31.95.99.212,0.72
C000596,TX0000334,ORDENANTE,TOKEN_APP,true,153.201.33.226,0.59
C000543,TX0005689,ORDENANTE,SMS_OTP,true,109.120.83.35,0.23
C000053,TX0003175,ORDENANTE,BIOMETRIA,true,135.6.219.97,0.50
C000172,TX0004422,ORDENANTE,SMS_OTP,true,36.241.59.157,0.48
C000794,TX0000782,ORDENANTE,PASSWORD,true,156.26.28.29,0.28
C000547,TX0006595,ORDENANTE,PASSWORD,true,106.250.195.88,0.40
C000318,TX0000982,ORDENANTE,BIOMETRIA,true,95.168.247.231,0.55
C000882,TX0008297,ORDENANTE,BIOMETRIA,true,56.68.191.102,0.38
C001147,TX0000846,ORDENANTE,TOKEN_APP,true,35.201.202.234,0.54
C000800,TX0008590,ORDENANTE,BIOMETRIA,true,104.124.254.205,0.36
C000288,TX0002970,ORDENANTE,PASSWORD,true,27.140.149.171,0.36
C000878,TX0002050,ORDENANTE,BIOMETRIA,true,171.132.58.177,0.24
C000969,TX0002526,ORDENANTE,PASSWORD,true,64.66.118.114,0.53
C000100,TX0008055,ORDENANTE,PASSWORD,true,51.129.4.157,0.38
C000132,TX0005906,ORDENANTE,PASSWORD,true,74.34.254.192,0.37
C000158,TX0000475,ORDENANTE,BIOMETRIA,true,116.205.35.179,0.34
C000833,TX0004753,ORDENANTE,SMS_OTP,true,81.76.66.30,0.40
C000065,TX0004661,ORDENANTE,SMS_OTP,true,35.72.66.77,0.64
C001002,TX0007829,ORDENANTE,SMS_OTP,true,179.15.219.21,0.42
C000049,TX0001626,ORDENANTE,SIN_FACTOR,true,123.7.35.146,0.18
C000053,TX0007772,ORDENANTE,SMS_OTP,true,135.6.219.97,0.57
C000738,TX0003653,ORDENANTE,SMS_OTP,true,137.112.74.175,0.58
C000030,TX0000089,ORDENANTE,SMS_OTP,true,164.69.22.95,0.54
C000833,TX0001767,ORDENANTE,BIOMETRIA,true,81.76.66.30,0.37
C000905,TX0000579,ORDENANTE,BIOMETRIA,true,37.145.74.165,0.56
C000884,TX0008993,ORDENANTE,TOKEN_APP,true,39.36.94.80,0.37
C000705,TX0003319,ORDENANTE,SMS_OTP,true,192.154.99.21,0.54
C000724,TX0003921,ORDENANTE,PASSWORD,true,106.103.233.50,0.55
C000936,TX0001693,ORDENANTE,SMS_OTP,true,45.249.153.38,0.28
C001061,TX0006942,ORDENANTE,SMS_OTP,true,98.236.167.134,0.63
C000528,TX0000916,ORDENANTE,PASSWORD,true,137.130.222.229,0.69
C001191,TX0004327,ORDENANTE,TOKEN_APP,true,174.228.27.142,0.40
C000271,TX0002729,ORDENANTE,BIOMETRIA,true,66.164.29.8,0.57
C000583,TX0004879,ORDENANTE,BIOMETRIA,true,26.165.114.76,0.32
C000221,TX0002528,ORDENANTE,SMS_OTP,true,153.123.166.38,0.70
C000732,TX0000917,ORDENANTE,PASSWORD,true,160.34.253.167,0.54
C000928,TX0005791,ORDENANTE,SMS_OTP,true,112.124.74.238,0.77
C000801,TX0001653,ORDENANTE,BIOMETRIA,true,79.225.93.160,0.42
C000848,TX0007000,ORDENANTE,BIOMETRIA,true,98.170.119.144,0.46
C000366,TX0003284,ORDENANTE,SMS_OTP,true,130.120.66.5,0.76
C000529,TX0002360,ORDENANTE,SIN_FACTOR,true,125.198.118.124,0.77
C000384,TX0004459,ORDENANTE,SMS_OTP,true,162.24.40.27,0.57
C000163,TX0005653,ORDENANTE,SMS_OTP,true,54.139.53.17,0.88
C000854,TX0004164,ORDENANTE,SIN_FACTOR,true,62.172.126.45,0.69
C000086,TX0001342,ORDENANTE,TOKEN_APP,true,141.108.184.150,0.02
C000323,TX0007350,ORDENANTE,TOKEN_APP,true,92.246.244.171,0.19
C000192,TX0007268,ORDENANTE,PASSWORD,true,35.113.254.170,0.54
C000466,TX0004909,ORDENANTE,SMS_OTP,true,33.192.222.211,0.52
C001163,TX0005132,ORDENANTE,TOKEN_APP,true,168.197.196.251,0.53
C000439,TX0001877,ORDENANTE,BIOMETRIA,true,163.115.4.132,0.53
C000226,TX0002618,ORDENANTE,SMS_OTP,true,137.178.135.61,0.52
C000784,TX0006884,ORDENANTE,SMS_OTP,true,101.189.61.46,0.48
C000454,TX0007677,ORDENANTE,PASSWORD,true,163.197.202.36,0.35
C000518,TX0007558,ORDENANTE,SMS_OTP,true,47.214.99.207,0.45
C001159,TX0003911,ORDENANTE,SMS_OTP,true,58.51.26.57,0.19
C000705,TX0006170,ORDENANTE,BIOMETRIA,true,192.154.99.21,0.60
C000105,TX0003483,ORDENANTE,TOKEN_APP,true,29.45.214.73,0.67
C000802,TX0006051,ORDENANTE,PASSWORD,true,47.115.6.56,0.43
C001048,TX0001174,ORDENANTE,PASSWORD,true,58.24.118.93,0.63
C000103,TX0001040,ORDENANTE,SMS_OTP,true,122.103.158.138,0.60
C000695,TX0008183,ORDENANTE,SIN_FACTOR,true,117.57.110.143,0.49
C000679,TX0003513,ORDENANTE,SMS_OTP,true,84.183.36.172,0.54
C001178,TX0002683,ORDENANTE,PASSWORD,true,165.63.117.109,0.49
C000629,TX0000762,ORDENANTE,SMS_OTP,true,43.190.36.237,0.55
C000883,TX0002115,ORDENANTE,TOKEN_APP,true,161.99.225.227,0.64
C001185,TX0005860,ORDENANTE,PASSWORD,true,44.63.111.161,0.82
C000539,TX0003244,ORDENANTE,BIOMETRIA,true,184.158.202.100,0.40
C000285,TX0002694,ORDENANTE,BIOMETRIA,true,83.28.210.229,0.57
C001165,TX0000428,ORDENANTE,SMS_OTP,true,119.206.55.15,0.51
C000410,TX0006683,ORDENANTE,TOKEN_APP,true,146.113.121.153,0.42
C000398,TX0007562,ORDENANTE,BIOMETRIA,true,92.246.120.180,0.16
C000241,TX0005882,ORDENANTE,SMS_OTP,true,113.233.6.205,0.20
C001174,TX0000532,ORDENANTE,TOKEN_APP,true,83.116.102.101,0.69
C000775,TX0003883,ORDENANTE,PASSWORD,true,158.243.1.126,0.36
C000006,TX0005936,ORDENANTE,SMS_OTP,true,123.203.226.20,0.52
C000428,TX0000034,ORDENANTE,PASSWORD,true,29.66.244.134,0.59
C000667,TX0002983,ORDENANTE,BIOMETRIA,true,172.145.236.192,0.67
C000357,TX0002438,ORDENANTE,PASSWORD,true,149.43.53.180,0.24
C000854,TX0006295,ORDENANTE,BIOMETRIA,true,62.172.126.45,0.29
C001155,TX0006551,ORDENANTE,SMS_OTP,true,142.96.96.19,0.74
C000795,TX0008331,ORDENANTE,BIOMETRIA,true,85.179.14.119,0.64
C000881,TX0005756,ORDENANTE,TOKEN_APP,true,52.102.76.159,0.41
C000667,TX0004050,ORDENANTE,PASSWORD,true,172.145.236.192,0.23
C000988,TX0005261,ORDENANTE,SMS_OTP,true,100.224.202.133,0.87
C000384,TX0001390,ORDENANTE,BIOMETRIA,true,162.24.40.27,0.56
C000359,TX0005967,ORDENANTE,BIOMETRIA,true,187.179.39.196,0.73
C001190,TX0000415,ORDENANTE,SMS_OTP,true,184.158.202.100,0.70
C000126,TX0000486,ORDENANTE,TOKEN_APP,true,46.216.219.184,0.59
