tx_origen_id,tx_destino_id,delta_segundos,misma_ip,misma_ubicacion,patron,score_patron
TX0001102,TX0008972,7122774,true,false,SECUENCIA_NORMAL,0.31
TX0002589,TX0003930,2478543,true,false,SECUENCIA_NORMAL,0.34
TX0008987,TX0000809,4151095,false,false,SECUENCIA_NORMAL,0.36
TX0004077,TX0005536,729901,false,false,SECUENCIA_NORMAL,0.31
TX0005057,TX0003294,4082759,true,false,SECUENCIA_NORMAL,0.24
TX0002577,TX0004658,1153015,true,false,SECUENCIA_NORMAL,0.24
TX0002029,TX0006630,3015264,true,false,SECUENCIA_NORMAL,0.28
TX0001634,TX0008801,6265864,true,false,SECUENCIA_NORMAL,0.38
TX0007090,TX0001878,5418020,true,false,SECUENCIA_NORMAL,0.26
TX0002420,TX0006980,2652579,true,false,SECUENCIA_NORMAL,0.23
TX0006355,TX0003465,991046,true,false,SECUENCIA_NORMAL,0.33
TX0000062,TX0007519,5123684,true,false,SECUENCIA_NORMAL,0.28
TX0000673,TX0000953,515386,true,false,SECUENCIA_NORMAL,0.33
TX0008574,TX0008968,698698,true,false,SECUENCIA_NORMAL,0.28
TX0004907,TX0007239,2928636,true,false,SECUENCIA_NORMAL,0.35
TX0007239,TX0005369,1338015,false,false,SECUENCIA_NORMAL,0.38
TX0006574,TX0002548,1053375,true,false,SECUENCIA_NORMAL,0.25
TX0007242,TX0001397,833895,false,false,SECUENCIA_NORMAL,0.29
TX0005331,TX0008159,2352457,false,false,SECUENCIA_NORMAL,0.34
TX0001459,TX0008707,2863315,true,false,SECUENCIA_NORMAL,0.36
TX0002574,TX0001643,2348895,true,false,SECUENCIA_NORMAL,0.27
TX0003610,TX0007714,5045275,true,false,SECUENCIA_NORMAL,0.35
TX0007714,TX0007508,915425,true,false,SECUENCIA_NORMAL,0.27
TX0004641,TX0005275,3182586,true,false,SECUENCIA_NORMAL,0.32
TX0007887,TX0001752,29044,true,false,SECUENCIA_NORMAL,0.31
TX0006206,TX0002158,6269635,true,false,SECUENCIA_NORMAL,0.25
TX0008758,TX0003053,366943,true,false,SECUENCIA_NORMAL,0.32
TX0005708,TX0002739,3715863,false,false,SECUENCIA_NORMAL,0.23
TX0003966,TX0000469,103575,true,false,SECUENCIA_NORMAL,0.22
TX0007993,TX0004428,585210,true,false,SECUENCIA_NORMAL,0.32
TX0007404,TX0004805,591471,true,false,SECUENCIA_NORMAL,0.34
TX0006842,TX0008400,5060074,false,false,SECUENCIA_NORMAL,0.33
TX0008141,TX0006451,2152193,false,false,SECUENCIA_NORMAL,0.28
TX0006444,TX0000044,212333,true,false,SECUENCIA_NORMAL,0.23
TX0000044,TX0007014,1193176,true,false,SECUENCIA_NORMAL,0.34
TX0007014,TX0005822,1390212,true,false,SECUENCIA_NORMAL,0.37
TX0006123,TX0005707,1834819,false,false,SECUENCIA_NORMAL,0.33
TX0006284,TX0000804,4986301,false,false,SECUENCIA_NORMAL,0.26
TX0005436,TX0007143,2699103,true,false,SECUENCIA_NORMAL,0.27
TX0007916,TX0001754,518039,true,false,SECUENCIA_NORMAL,0.35
TX0003043,TX0004853,589598,true,false,SECUENCIA_NORMAL,0.33
TX0002214,TX0001349,2075863,false,false,SECUENCIA_NORMAL,0.23
TX0008334,TX0000658,3328467,true,false,SECUENCIA_NORMAL,0.34
TX0006608,TX0000337,139480,true,false,SECUENCIA_NORMAL,0.25
TX0008989,TX0000499,956362,true,false,SECUENCIA_NORMAL,0.29
TX0000499,TX0004943,3741860,true,false,SECUENCIA_NORMAL,0.24
TX0002933,TX0000773,3696849,true,false,SECUENCIA_NORMAL,0.31
TX0000773,TX0008872,4388370,true,false,SECUENCIA_NORMAL,0.36
TX0001845,TX0008808,806331,false,false,SECUENCIA_NORMAL,0.26
TX0008808,TX0002653,2241061,false,false,SECUENCIA_NORMAL,0.22
TX0006408,TX0006317,8768685,true,false,SECUENCIA_NORMAL,0.35
TX0006317,TX0002667,3917170,true,false,SECUENCIA_NORMAL,0.23
TX0004124,TX0004991,4352315,true,false,SECUENCIA_NORMAL,0.28
TX0005061,TX0001612,7350769,false,false,SECUENCIA_NORMAL,0.27
TX0005780,TX0004139,6867271,true,false,SECUENCIA_NORMAL,0.36
TX0003959,TX0001034,3847664,true,false,SECUENCIA_NORMAL,0.26
TX0002702,TX0000189,2481424,true,false,SECUENCIA_NORMAL,0.31
TX0005414,TX0004649,4660747,true,false,SECUENCIA_NORMAL,0.24
TX0002594,TX0001873,14849792,true,false,SECUENCIA_NORMAL,0.23
TX0000731,TX0003070,7562290,true,false,SECUENCIA_NORMAL,0.35
TX0003070,TX0007529,12549,true,false,SECUENCIA_NORMAL,0.33
TX0004961,TX0001376,2083089,true,false,SECUENCIA_NORMAL,0.25
TX0001376,TX0000886,1457407,true,false,SECUENCIA_NORMAL,0.37
TX0008812,TX0007479,10202255,true,false,SECUENCIA_NORMAL,0.24
TX0008061,TX0003757,911132,true,false,SECUENCIA_NORMAL,0.25
TX0002239,TX0006847,5492,true,false,SECUENCIA_NORMAL,0.34
TX0003697,TX0002750,159253,true,false,SECUENCIA_NORMAL,0.31
TX0002750,TX0003660,3464236,true,false,SECUENCIA_NORMAL,0.22
TX0008149,TX0002950,1583017,true,false,SECUENCIA_NORMAL,0.29
TX0006679,TX0007226,1783474,true,false,SECUENCIA_NORMAL,0.37
TX0008948,TX0004958,941337,true,false,SECUENCIA_NORMAL,0.25
TX0004958,TX0000586,3099837,true,false,SECUENCIA_NORMAL,0.23
TX0004102,TX0001538,10551377,true,false,SECUENCIA_NORMAL,0.28
TX0000674,TX0003531,292628,true,false,SECUENCIA_NORMAL,0.27
TX0003126,TX0000053,1869296,true,false,SECUENCIA_NORMAL,0.27
TX0004874,TX0008961,2714182,true,false,SECUENCIA_NORMAL,0.22
TX0001018,TX0001577,4066208,true,false,SECUENCIA_NORMAL,0.31
TX0007254,TX0000877,253397,true,false,SECUENCIA_NORMAL,0.35
TX0005190,TX0008848,165864,true,false,SECUENCIA_NORMAL,0.24
TX0007766,TX0002780,589767,true,false,SECUENCIA_NORMAL,0.25
TX0007308,TX0008484,879233,true,false,SECUENCIA_NORMAL,0.37
TX0008484,TX0006988,157397,true,false,SECUENCIA_NORMAL,0.27
TX0003156,TX0007901,6056121,true,false,SECUENCIA_NORMAL,0.25
TX0004108,TX0001554,2702988,true,false,SECUENCIA_NORMAL,0.29
TX0005840,TX0004855,788285,true,false,SECUENCIA_NORMAL,0.24
TX0006595,TX0007591,3579708,true,false,SECUENCIA_NORMAL,0.36
TX0004360,TX0004330,6251414,false,false,SECUENCIA_NORMAL,0.23
TX0005371,TX0006483,4707362,true,false,SECUENCIA_NORMAL,0.23
TX0008082,TX0003351,37123,true,false,SECUENCIA_NORMAL,0.30
TX0000180,TX0002494,535227,true,false,SECUENCIA_NORMAL,0.27
TX0005158,TX0006399,2152319,true,false,SECUENCIA_NORMAL,0.22
TX0005255,TX0007576,1668175,true,false,SECUENCIA_NORMAL,0.30
TX0007929,TX0001670,1911004,true,false,SECUENCIA_NORMAL,0.28
TX0000271,TX0004335,441221,false,false,SECUENCIA_NORMAL,0.37
TX0000840,TX0008050,3311751,false,false,SECUENCIA_NORMAL,0.34
TX0008050,TX0000616,2388477,true,false,SECUENCIA_NORMAL,0.34
TX0000539,TX0000560,208433,true,false,SECUENCIA_NORMAL,0.31
TX0004611,TX0005974,1497950,true,false,SECUENCIA_NORMAL,0.37
TX0002312,TX0001011,1256257,true,false,SECUENCIA_NORMAL,0.26
TX0008934,TX0001948,937268,false,false,SECUENCIA_NORMAL,0.24
TX0004260,TX0001157,489451,true,false,SECUENCIA_NORMAL,0.28
TX0007456,TX0008811,2985567,true,false,SECUENCIA_NORMAL,0.25
TX0008811,TX0001237,3058503,true,false,SECUENCIA_NORMAL,0.27
TX0005318,TX0008069,2158746,true,false,SECUENCIA_NORMAL,0.37
TX0005247,TX0000350,1257771,true,false,SECUENCIA_NORMAL,0.29
TX0006647,TX0005378,3853379,true,false,SECUENCIA_NORMAL,0.37
TX0005185,TX0006255,182358,true,false,SECUENCIA_NORMAL,0.37
TX0008944,TX0004231,2181831,true,false,SECUENCIA_NORMAL,0.23
TX0004231,TX0008704,5718383,true,false,SECUENCIA_NORMAL,0.37
TX0006132,TX0007660,1018355,true,false,SECUENCIA_NORMAL,0.28
TX0002715,TX0002346,1455061,true,false,SECUENCIA_NORMAL,0.29
TX0008745,TX0003846,133551,true,false,SECUENCIA_NORMAL,0.24
TX0008431,TX0005329,2771408,true,false,SECUENCIA_NORMAL,0.28
TX0005329,TX0004344,1211204,true,false,SECUENCIA_NORMAL,0.25
TX0001135,TX0005729,502336,false,false,SECUENCIA_NORMAL,0.25
TX0002448,TX0002341,3836494,true,false,SECUENCIA_NORMAL,0.35
TX0002082,TX0006634,7078496,true,false,SECUENCIA_NORMAL,0.23
TX0003838,TX0004936,14167,true,false,SECUENCIA_NORMAL,0.35
TX0004936,TX0006228,621616,true,false,SECUENCIA_NORMAL,0.28
TX0003705,TX0007944,2007042,false,false,SECUENCIA_NORMAL,0.38
TX0008893,TX0000274,1077867,true,false,SECUENCIA_NORMAL,0.29
TX0007133,TX0000662,4043540,false,false,SECUENCIA_NORMAL,0.28
TX0006446,TX0005772,8332562,true,false,SECUENCIA_NORMAL,0.26
TX0007818,TX0005332,5874087,true,true,SECUENCIA_NORMAL,0.35
TX0005332,TX0008364,404940,true,false,SECUENCIA_NORMAL,0.37
TX0001058,TX0005449,2642942,true,false,SECUENCIA_NORMAL,0.34
TX0001883,TX0008483,401073,true,false,SECUENCIA_NORMAL,0.27
TX0008198,TX0008291,972821,true,false,SECUENCIA_NORMAL,0.32
TX0001311,TX0004775,1546609,true,false,SECUENCIA_NORMAL,0.30
TX0005671,TX0008066,661448,true,false,SECUENCIA_NORMAL,0.25
TX0008066,TX0002301,889859,false,false,SECUENCIA_NORMAL,0.36
TX0008602,TX0002426,930368,true,false,SECUENCIA_NORMAL,0.24
TX0002098,TX0008490,2788889,true,false,SECUENCIA_NORMAL,0.23
TX0002071,TX0005492,23240,true,false,SECUENCIA_NORMAL,0.29
TX0003980,TX0001266,11293572,true,false,SECUENCIA_NORMAL,0.26
TX0002192,TX0000328,710965,true,false,SECUENCIA_NORMAL,0.38
TX0003912,TX0004284,2947167,true,false,SECUENCIA_NORMAL,0.35
TX0004284,TX0004145,3468641,true,false,SECUENCIA_NORMAL,0.28
TX0000512,TX0008129,3906722,true,false,SECUENCIA_NORMAL,0.36
TX0008292,TX0003238,631686,true,false,SECUENCIA_NORMAL,0.29
TX0002634,TX0002608,2500530,true,false,SECUENCIA_NORMAL,0.28
TX0003461,TX0001602,9845606,true,false,SECUENCIA_NORMAL,0.37
TX0004501,TX0004041,4642322,true,false,SECUENCIA_NORMAL,0.23
TX0005434,TX0007942,5215918,true,false,SECUENCIA_NORMAL,0.22
TX0007942,TX0004681,7658769,true,false,SECUENCIA_NORMAL,0.33
TX0006689,TX0001743,912796,true,false,SECUENCIA_NORMAL,0.27
TX0001743,TX0002985,1954541,true,false,SECUENCIA_NORMAL,0.34
TX0007006,TX0005471,105283,true,false,SECUENCIA_NORMAL,0.31
TX0008823,TX0003828,1573088,true,false,SECUENCIA_NORMAL,0.28
TX0007346,TX0003135,9233905,true,false,SECUENCIA_NORMAL,0.32
TX0006452,TX0004910,353547,true,false,SECUENCIA_NORMAL,0.35
TX0002243,TX0001865,724763,true,false,SECUENCIA_NORMAL,0.35
TX0006143,TX0004616,70931,true,false,SECUENCIA_NORMAL,0.36
TX0007755,TX0001581,2685034,false,false,SECUENCIA_NORMAL,0.38
TX0001581,TX0005626,1018169,true,false,SECUENCIA_NORMAL,0.31
TX0005626,TX0000650,1803671,true,false,SECUENCIA_NORMAL,0.23
TX0000650,TX0006065,2030590,false,false,SECUENCIA_NORMAL,0.33
TX0003223,TX0007960,2619200,true,false,SECUENCIA_NORMAL,0.37
TX0007960,TX0006217,2684029,true,false,SECUENCIA_NORMAL,0.37
TX0006217,TX0008187,413820,true,false,SECUENCIA_NORMAL,0.29
TX0007513,TX0007601,825087,true,false,SECUENCIA_NORMAL,0.23
TX0001674,TX0006743,5068366,false,false,SECUENCIA_NORMAL,0.30
TX0005139,TX0008382,2445695,true,false,SECUENCIA_NORMAL,0.37
TX0006402,TX0008563,4433293,true,false,SECUENCIA_NORMAL,0.24
TX0003286,TX0003136,2453116,true,false,SECUENCIA_NORMAL,0.25
TX0008016,TX0001342,2893167,true,false,SECUENCIA_NORMAL,0.31
TX0006058,TX0002072,7649210,true,false,SECUENCIA_NORMAL,0.29
TX0008898,TX0007579,715638,true,false,SECUENCIA_NORMAL,0.25
TX0002539,TX0005711,4264961,false,false,SECUENCIA_NORMAL,0.26
TX0003689,TX0005618,394449,true,false,SECUENCIA_NORMAL,0.34
TX0005618,TX0008239,843242,true,false,SECUENCIA_NORMAL,0.26
TX0008239,TX0007992,977654,true,false,SECUENCIA_NORMAL,0.23
TX0007749,TX0002468,2344555,true,false,SECUENCIA_NORMAL,0.32
TX0002468,TX0008806,2126075,true,false,SECUENCIA_NORMAL,0.25
TX0005111,TX0002793,1521297,true,false,SECUENCIA_NORMAL,0.28
TX0005273,TX0007973,275075,true,false,SECUENCIA_NORMAL,0.33
TX0007973,TX0006550,3067329,true,false,SECUENCIA_NORMAL,0.38
TX0006026,TX0003445,10682688,true,false,SECUENCIA_NORMAL,0.31
TX0008343,TX0003962,2492236,true,false,SECUENCIA_NORMAL,0.24
TX0001140,TX0004525,5683796,true,false,SECUENCIA_NORMAL,0.25
TX0001252,TX0004151,4119127,true,false,SECUENCIA_NORMAL,0.26
TX0004151,TX0004531,17127,true,false,SECUENCIA_NORMAL,0.35
TX0003178,TX0006326,3942643,true,false,SECUENCIA_NORMAL,0.29
TX0006326,TX0000868,5646304,true,false,SECUENCIA_NORMAL,0.27
TX0003911,TX0004598,6522926,true,false,SECUENCIA_NORMAL,0.31
TX0002438,TX0006704,371418,true,false,SECUENCIA_NORMAL,0.32
TX0008372,TX0005382,1978250,true,false,SECUENCIA_NORMAL,0.34
TX0000777,TX0000542,2729715,true,false,SECUENCIA_NORMAL,0.23
TX0003550,TX0004075,1765660,true,false,SECUENCIA_NORMAL,0.32
TX0002640,TX0001955,18982,true,false,SECUENCIA_NORMAL,0.22
TX0006431,TX0004539,974533,true,false,SECUENCIA_NORMAL,0.24
TX0002492,TX0001287,2109429,true,true,SECUENCIA_NORMAL,0.30
TX0001867,TX0004451,1272182,true,false,SECUENCIA_NORMAL,0.35
TX0004832,TX0007827,2556558,true,false,SECUENCIA_NORMAL,0.32
TX0004185,TX0007619,40511,true,false,SECUENCIA_NORMAL,0.33
TX0003532,TX0006961,5138115,true,false,SECUENCIA_NORMAL,0.31
TX0005767,TX0003633,971569,true,false,SECUENCIA_NORMAL,0.28
TX0007617,TX0003176,3731953,true,false,SECUENCIA_NORMAL,0.25
TX0003176,TX0006467,76267,true,false,SECUENCIA_NORMAL,0.27
TX0004623,TX0004911,4570985,true,false,SECUENCIA_NORMAL,0.23
TX0000081,TX0008536,12729557,true,false,SECUENCIA_NORMAL,0.32
TX0007597,TX0005958,4921033,true,false,SECUENCIA_NORMAL,0.35
TX0005191,TX0000754,82379,true,false,SECUENCIA_NORMAL,0.27
TX0007236,TX0006927,107104,true,false,SECUENCIA_NORMAL,0.33
TX0001694,TX0000902,1773304,true,false,SECUENCIA_NORMAL,0.36
TX0006401,TX0006073,2818990,true,false,SECUENCIA_NORMAL,0.31
TX0001719,TX0001113,1971002,true,false,SECUENCIA_NORMAL,0.36
TX0001517,TX0000541,301979,true,false,SECUENCIA_NORMAL,0.28
TX0000541,TX0007235,2831430,true,false,SECUENCIA_NORMAL,0.26
TX0007235,TX0004381,2353274,true,false,SECUENCIA_NORMAL,0.34
TX0002789,TX0001148,1679919,true,false,SECUENCIA_NORMAL,0.36
TX0001148,TX0003104,1994605,true,false,SECUENCIA_NORMAL,0.37
TX0003992,TX0000706,2026377,true,false,SECUENCIA_NORMAL,0.33
TX0008468,TX0004209,2603435,true,false,SECUENCIA_NORMAL,0.24
TX0007412,TX0002633,119838,true,false,SECUENCIA_NORMAL,0.34
TX0008118,TX0007407,5359470,true,false,SECUENCIA_NORMAL,0.26
TX0003082,TX0004668,4348419,true,false,SECUENCIA_NORMAL,0.38
TX0008103,TX0007667,13928,false,false,SECUENCIA_NORMAL,0.34
TX0001568,TX0007452,1976056,true,false,SECUENCIA_NORMAL,0.33
TX0007452,TX0002522,61609,false,false,SECUENCIA_NORMAL,0.26
TX0002522,TX0004932,238449,true,false,SECUENCIA_NORMAL,0.26
TX0003618,TX0001179,1172793,true,false,SECUENCIA_NORMAL,0.26
TX0001209,TX0006866,532897,true,false,SECUENCIA_NORMAL,0.37
TX0006866,TX0005549,3611277,true,false,SECUENCIA_NORMAL,0.22
TX0008514,TX0002602,1015923,true,false,SECUENCIA_NORMAL,0.29
TX0006874,TX0000018,1116455,true,false,SECUENCIA_NORMAL,0.25
TX0005575,TX0003671,4528839,true,false,SECUENCIA_NORMAL,0.30
TX0006884,TX0004095,2585439,true,false,SECUENCIA_NORMAL,0.31
TX0002146,TX0007294,7864792,false,false,SECUENCIA_NORMAL,0.31
TX0007298,TX0006937,191857,true,false,SECUENCIA_NORMAL,0.36
TX0005607,TX0006887,3813824,false,false,SECUENCIA_NORMAL,0.28
TX0001004,TX0004584,2154497,true,false,SECUENCIA_NORMAL,0.26
TX0006311,TX0001540,7314814,true,false,SECUENCIA_NORMAL,0.23
TX0003406,TX0004067,2638689,true,false,SECUENCIA_NORMAL,0.28
TX0005853,TX0004258,2538721,true,false,SECUENCIA_NORMAL,0.23
TX0003317,TX0004103,1533102,true,false,SECUENCIA_NORMAL,0.28
TX0006352,TX0007336,557187,true,false,SECUENCIA_NORMAL,0.24
TX0001313,TX0006654,794099,true,false,SECUENCIA_NORMAL,0.27
TX0001962,TX0005129,4799885,true,false,SECUENCIA_NORMAL,0.26
TX0003938,TX0004521,66688,true,false,SECUENCIA_NORMAL,0.24
TX0008381,TX0004879,2930227,true,false,SECUENCIA_NORMAL,0.26
TX0004879,TX0000096,3524692,true,false,SECUENCIA_NORMAL,0.30
TX0007949,TX0007207,37025,true,false,SECUENCIA_NORMAL,0.32
TX0007207,TX0000756,1222379,true,false,SECUENCIA_NORMAL,0.36
TX0003417,TX0004000,58472,true,true,SECUENCIA_NORMAL,0.22
TX0003639,TX0005192,809352,false,false,SECUENCIA_NORMAL,0.24
TX0005192,TX0000172,122147,true,false,SECUENCIA_NORMAL,0.32
TX0000172,TX0005553,51760,false,false,SECUENCIA_NORMAL,0.24
TX0000954,TX0003355,716132,true,false,SECUENCIA_NORMAL,0.33
TX0008293,TX0006544,1463305,true,false,SECUENCIA_NORMAL,0.23
TX0005799,TX0005224,902295,false,false,SECUENCIA_NORMAL,0.36
TX0005224,TX0003312,2505932,false,false,SECUENCIA_NORMAL,0.30
TX0004719,TX0005254,1997382,true,false,SECUENCIA_NORMAL,0.29
TX0008956,TX0000022,3696477,true,false,SECUENCIA_NORMAL,0.34
TX0002872,TX0006071,2763076,true,false,SECUENCIA_NORMAL,0.31
TX0006766,TX0003092,1863508,true,false,SECUENCIA_NORMAL,0.24
TX0008083,TX0008985,1235332,true,false,SECUENCIA_NORMAL,0.37
TX0008985,TX0001101,1306314,true,false,SECUENCIA_NORMAL,0.36
TX0004238,TX0000362,2054191,false,false,SECUENCIA_NORMAL,0.36
TX0001458,TX0000852,2349665,true,false,SECUENCIA_NORMAL,0.23
TX0000845,TX0006370,7783548,true,false,SECUENCIA_NORMAL,0.37
TX0006370,TX0002836,2310254,true,false,SECUENCIA_NORMAL,0.27
TX0003642,TX0004348,1226182,true,false,SECUENCIA_NORMAL,0.28
TX0004348,TX0002486,5032134,true,false,SECUENCIA_NORMAL,0.38
TX0006388,TX0000873,1291316,true,false,SECUENCIA_NORMAL,0.35
TX0002310,TX0000036,2249157,true,false,SECUENCIA_NORMAL,0.23
TX0007423,TX0006740,885845,true,false,SECUENCIA_NORMAL,0.26
TX0000839,TX0006909,49074,true,false,SECUENCIA_NORMAL,0.23
TX0006869,TX0005972,568369,true,false,SECUENCIA_NORMAL,0.25
TX0005972,TX0006052,5933352,true,false,SECUENCIA_NORMAL,0.23
TX0003285,TX0008243,2167843,true,false,SECUENCIA_NORMAL,0.32
TX0005737,TX0004249,3096687,true,false,SECUENCIA_NORMAL,0.27
TX0005697,TX0005797,5335590,true,false,SECUENCIA_NORMAL,0.28
TX0006731,TX0002830,447140,false,false,SECUENCIA_NORMAL,0.32
TX0001680,TX0006881,1735790,true,false,SECUENCIA_NORMAL,0.29
TX0001224,TX0005021,686428,true,false,SECUENCIA_NORMAL,0.27
TX0005681,TX0005712,430856,true,false,SECUENCIA_NORMAL,0.34
TX0006573,TX0005208,552038,true,false,SECUENCIA_NORMAL,0.27
TX0006282,TX0002846,4132858,true,false,SECUENCIA_NORMAL,0.28
TX0002481,TX0000981,540770,true,false,SECUENCIA_NORMAL,0.36
TX0005046,TX0001186,10162027,true,false,SECUENCIA_NORMAL,0.24
TX0003431,TX0005181,31734,false,false,SECUENCIA_NORMAL,0.26
TX0004571,TX0001547,2081962,true,false,SECUENCIA_NORMAL,0.31
TX0007008,TX0007845,8783560,true,false,SECUENCIA_NORMAL,0.31
TX0002045,TX0002651,2563602,true,false,SECUENCIA_NORMAL,0.35
TX0002651,TX0007515,3723141,true,false,SECUENCIA_NORMAL,0.29
TX0001434,TX0000496,5235357,true,false,SECUENCIA_NORMAL,0.30
TX0000496,TX0001761,3771028,true,false,SECUENCIA_NORMAL,0.32
TX0002843,TX0000549,33504,true,false,SECUENCIA_NORMAL,0.35
TX0003698,TX0008943,11207369,true,false,SECUENCIA_NORMAL,0.35
TX0002306,TX0008458,898647,false,false,SECUENCIA_NORMAL,0.26
TX0004500,TX0006194,4438138,false,false,SECUENCIA_NORMAL,0.29
TX0005870,TX0004202,7927203,true,false,SECUENCIA_NORMAL,0.32
TX0003754,TX0002010,724674,true,false,SECUENCIA_NORMAL,0.25
TX0001927,TX0006155,1195441,true,false,SECUENCIA_NORMAL,0.36
TX0003174,TX0004120,2114795,true,false,SECUENCIA_NORMAL,0.28
TX0000660,TX0006559,1929151,true,false,SECUENCIA_NORMAL,0.36
TX0003244,TX0005579,3542854,true,false,SECUENCIA_NORMAL,0.27
TX0005955,TX0005504,1699006,true,false,SECUENCIA_NORMAL,0.25
TX0007581,TX0008988,6634511,false,false,SECUENCIA_NORMAL,0.26
TX0006502,TX0007849,2850450,true,false,SECUENCIA_NORMAL,0.27
TX0008538,TX0008003,2669676,true,false,SECUENCIA_NORMAL,0.26
TX0000319,TX0004422,2717736,true,false,SECUENCIA_NORMAL,0.36
TX0005075,TX0000876,5876258,true,false,SECUENCIA_NORMAL,0.36
TX0001454,TX0006593,934424,true,false,SECUENCIA_NORMAL,0.37
TX0006882,TX0005983,3148352,true,false,SECUENCIA_NORMAL,0.25
TX0008825,TX0002927,7260275,true,false,SECUENCIA_NORMAL,0.26
TX0000012,TX0003087,944031,true,false,SECUENCIA_NORMAL,0.25
TX0003003,TX0004228,1523883,false,false,SECUENCIA_NORMAL,0.28
TX0005996,TX0004927,52594,false,false,SECUENCIA_NORMAL,0.30
TX0002075,TX0003755,1443385,true,false,SECUENCIA_NORMAL,0.31
TX0003522,TX0004772,4266163,true,false,SECUENCIA_NORMAL,0.31
TX0004772,TX0005640,920595,true,false,SECUENCIA_NORMAL,0.35
TX0005640,TX0002351,15725,true,false,SECUENCIA_NORMAL,0.34
TX0006505,TX0002695,123,true,false,RAPID_FIRE,0.81
TX0003303,TX0004248,4708425,true,false,SECUENCIA_NORMAL,0.25
TX0005025,TX0002970,2695378,true,false,SECUENCIA_NORMAL,0.36
TX0001594,TX0001952,91288,false,false,SECUENCIA_NORMAL,0.28
TX0005389,TX0002735,358183,true,false,SECUENCIA_NORMAL,0.35
TX0002735,TX0005851,641213,true,false,SECUENCIA_NORMAL,0.30
TX0004332,TX0002811,2816471,true,false,SECUENCIA_NORMAL,0.32
TX0002811,TX0005415,4984203,true,false,SECUENCIA_NORMAL,0.28
TX0005537,TX0004550,1836994,true,false,SECUENCIA_NORMAL,0.26
TX0004550,TX0001282,1606960,true,false,SECUENCIA_NORMAL,0.32
TX0006037,TX0003207,8470,true,false,SECUENCIA_NORMAL,0.27
TX0006797,TX0002579,4441083,true,false,SECUENCIA_NORMAL,0.28
TX0006774,TX0006545,1955059,true,false,SECUENCIA_NORMAL,0.36
TX0005486,TX0003590,1614792,false,false,SECUENCIA_NORMAL,0.37
TX0004691,TX0007809,438471,true,false,SECUENCIA_NORMAL,0.24
TX0005820,TX0004948,2065587,true,false,SECUENCIA_NORMAL,0.38
TX0004948,TX0008637,1808645,true,false,SECUENCIA_NORMAL,0.32
TX0008193,TX0002470,481147,false,false,SECUENCIA_NORMAL,0.24
TX0006972,TX0007999,1448029,true,false,SECUENCIA_NORMAL,0.37
TX0003593,TX0006035,992497,false,false,SECUENCIA_NORMAL,0.31
TX0000043,TX0004765,4702396,true,false,SECUENCIA_NORMAL,0.36
TX0006486,TX0000237,1041664,true,false,SECUENCIA_NORMAL,0.24
TX0003385,TX0002807,3062159,true,false,SECUENCIA_NORMAL,0.23
TX0006312,TX0000296,256016,true,false,SECUENCIA_NORMAL,0.30
TX0000296,TX0006478,187207,true,false,SECUENCIA_NORMAL,0.37
TX0003239,TX0005683,1852471,true,false,SECUENCIA_NORMAL,0.36
TX0005683,TX0007729,1943259,true,false,SECUENCIA_NORMAL,0.28
TX0006835,TX0007231,3352839,true,false,SECUENCIA_NORMAL,0.33
TX0008465,TX0000462,166175,true,false,SECUENCIA_NORMAL,0.23
TX0000787,TX0005173,2943,true,false,SESION_CONTINUA,0.63
TX0000412,TX0008920,584512,true,false,SECUENCIA_NORMAL,0.35
TX0004810,TX0002220,768691,true,false,SECUENCIA_NORMAL,0.36
TX0008322,TX0000903,1155804,false,false,SECUENCIA_NORMAL,0.31
TX0000672,TX0003140,6721760,true,false,SECUENCIA_NORMAL,0.35
TX0000143,TX0002460,2361916,false,false,SECUENCIA_NORMAL,0.27
TX0007790,TX0008296,28558,true,false,SECUENCIA_NORMAL,0.23
TX0003910,TX0005069,6646546,false,false,SECUENCIA_NORMAL,0.36
TX0005069,TX0007846,2291789,true,false,SECUENCIA_NORMAL,0.37
TX0007846,TX0008566,36516,false,false,SECUENCIA_NORMAL,0.31
TX0005270,TX0007671,93386,true,false,SECUENCIA_NORMAL,0.36
TX0000269,TX0004938,1640586,true,false,SECUENCIA_NORMAL,0.29
TX0008860,TX0005234,10403,true,false,SECUENCIA_NORMAL,0.25
TX0006572,TX0001104,452615,false,false,SECUENCIA_NORMAL,0.34
TX0001104,TX0001489,2355762,false,false,SECUENCIA_NORMAL,0.33
TX0001194,TX0004142,197327,true,false,SECUENCIA_NORMAL,0.34
TX0000900,TX0001720,1706373,true,false,SECUENCIA_NORMAL,0.25
TX0007609,TX0003190,2904499,true,false,SECUENCIA_NORMAL,0.24
TX0003190,TX0002472,1596271,true,false,SECUENCIA_NORMAL,0.28
TX0004218,TX0005510,977010,true,false,SECUENCIA_NORMAL,0.38
TX0005510,TX0004361,29122,true,false,SECUENCIA_NORMAL,0.27
TX0004278,TX0003225,2746626,true,false,SECUENCIA_NORMAL,0.24
TX0003225,TX0002774,6819996,true,false,SECUENCIA_NORMAL,0.29
TX0006829,TX0002112,72692,true,false,SECUENCIA_NORMAL,0.34
TX0002112,TX0000021,426613,true,false,SECUENCIA_NORMAL,0.29
TX0000021,TX0008553,198233,true,false,SECUENCIA_NORMAL,0.33
TX0006271,TX0002967,64721,true,false,SECUENCIA_NORMAL,0.32
