tx_id,cuenta_id,monto,moneda,saldo_previo,saldo_posterior,timestamp_contable
TX0002100,CU000955,4309.12,USD,20648.95,16339.83,2025-11-17T06:38:10Z
TX0001673,CU000212,1663.65,GTQ,17173.81,15510.16,2025-11-17T06:38:35Z
TX0006433,CU000738,1249.43,USD,24174.81,22925.38,2025-11-17T06:43:17Z
TX0005011,CU001417,3426.65,GTQ,8004.22,4577.57,2025-11-17T06:53:23Z
TX0004048,CU000204,1108.21,USD,34293.96,33185.75,2025-11-17T07:15:37Z
TX0002602,CU001362,2313.07,USD,17630.89,15317.82,2025-11-17T07:21:09Z
TX0001815,CU001043,313.16,GTQ,38289.04,37975.88,2025-11-17T08:05:21Z
TX0008376,CU000860,928.00,USD,29365.93,28437.93,2025-11-17T08:23:16Z
TX0004134,CU001587,1289.41,USD,10631.12,9341.71,2025-11-17T08:37:45Z
TX0002324,CU000513,722.79,USD,14165.37,13442.58,2025-11-17T10:00:57Z
TX0004368,CU001581,368.16,USD,28289.90,27921.74,2025-11-17T10:24:13Z
TX0000040,CU000378,571.09,USD,25697.24,25126.15,2025-11-17T10:28:47Z
TX0005510,CU001726,1362.97,USD,34884.51,33521.54,2025-11-17T11:00:45Z
TX0006059,CU000480,1178.01,USD,47572.43,46394.42,2025-11-17T11:34:05Z
TX0006387,CU000606,831.81,GTQ,2454.06,2454.06,2025-11-17T12:48:22Z
TX0006469,CU001134,471.27,USD,32500.45,32029.18,2025-11-17T13:51:56Z
TX0002809,CU000912,1496.41,USD,29918.17,28421.76,2025-11-17T13:52:14Z
TX0000052,CU000876,2296.96,USD,101858.04,99561.08,2025-11-17T14:01:55Z
TX0003181,CU000472,1764.10,GTQ,17915.66,16151.56,2025-11-17T14:26:38Z
TX0000745,CU001309,626.89,GTQ,29054.45,28427.56,2025-11-17T14:52:22Z
TX0003285,CU001497,1952.48,USD,32042.47,30089.99,2025-11-17T15:00:04Z
TX0004921,CU000347,442.20,USD,58695.14,58252.94,2025-11-17T15:17:02Z
TX0005121,CU000632,474.52,USD,7404.48,6929.96,2025-11-17T15:39:02Z
TX0005978,CU000388,2070.32,USD,11311.95,11311.95,2025-11-17T16:41:35Z
TX0004552,CU000934,1348.05,GTQ,29616.62,28268.57,2025-11-17T17:18:21Z
TX0008324,CU000749,310.98,GTQ,13892.98,13582.00,2025-11-17T17:25:21Z
TX0005817,CU001740,905.69,GTQ,18944.33,18038.64,2025-11-17T17:45:50Z
TX0008521,CU000807,1897.54,USD,16198.65,14301.11,2025-11-17T17:53:02Z
TX0005122,CU000938,1374.54,USD,16567.50,15192.96,2025-11-17T18:17:46Z
TX0004361,CU001726,297.95,USD,33521.54,33223.59,2025-11-17T19:06:07Z
TX0008564,CU001262,794.15,USD,4212.85,3418.70,2025-11-17T19:51:06Z
TX0007887,CU000396,948.61,USD,52208.89,51260.28,2025-11-17T21:22:51Z
TX0008287,CU000754,864.40,USD,2491.08,1626.68,2025-11-17T21:33:46Z
TX0004349,CU001069,872.56,USD,9258.39,8385.83,2025-11-17T21:54:44Z
TX0007766,CU000712,500.13,USD,39560.08,39059.95,2025-11-17T22:12:06Z
TX0002033,CU000120,1975.37,GTQ,9241.09,7265.72,2025-11-17T22:26:09Z
TX0008340,CU000806,731.45,USD,3730.60,2999.15,2025-11-17T22:26:31Z
TX0006585,CU001480,1025.81,USD,36756.91,35731.10,2025-11-17T22:44:47Z
TX0005511,CU000118,116.66,GTQ,9427.22,9310.56,2025-11-17T23:13:10Z
TX0001744,CU000637,1010.95,USD,33203.28,33203.28,2025-11-17T23:22:41Z
TX0007471,CU001157,361.90,GTQ,35356.33,34994.43,2025-11-17T23:49:57Z
TX0001384,CU001491,322.53,USD,32713.06,32390.53,2025-11-17T23:51:14Z
TX0003411,CU000561,2811.22,GTQ,36503.49,33692.27,2025-11-18T00:17:08Z
TX0008098,CU000680,2348.85,USD,35791.98,33443.13,2025-11-18T00:51:12Z
TX0000544,CU000513,829.98,USD,13442.58,12612.60,2025-11-18T02:33:38Z
TX0001792,CU001638,231.98,USD,14252.68,14020.70,2025-11-18T02:44:54Z
TX0004561,CU001716,2602.07,USD,4026.13,1424.06,2025-11-18T03:54:45Z
TX0006424,CU000053,354.18,GTQ,30430.95,30076.77,2025-11-18T04:03:53Z
TX0001582,CU001627,3683.34,USD,18702.33,15018.99,2025-11-18T04:54:27Z
TX0001752,CU000396,773.75,GTQ,51260.28,50486.53,2025-11-18T05:26:55Z
TX0003424,CU000376,3197.90,GTQ,48648.90,45451.00,2025-11-18T05:49:48Z
TX0000032,CU000892,461.99,USD,15427.53,14965.54,2025-11-18T05:54:59Z
TX0001316,CU001475,574.23,GTQ,41187.56,40613.33,2025-11-18T06:22:17Z
TX0001917,CU000667,2856.56,USD,18770.56,15914.00,2025-11-18T06:31:30Z
TX0003843,CU001038,337.33,USD,18552.96,18215.63,2025-11-18T06:59:44Z
TX0008759,CU000581,1818.22,USD,37142.11,35323.89,2025-11-18T07:03:17Z
TX0007982,CU000131,1240.40,GTQ,69026.50,67786.10,2025-11-18T07:08:05Z
TX0007931,CU001106,2627.61,GTQ,40020.18,37392.57,2025-11-18T07:55:08Z
TX0008561,CU000139,1811.32,GTQ,13281.18,11469.86,2025-11-18T08:36:20Z
TX0003787,CU000615,1962.97,USD,4881.97,2919.00,2025-11-18T09:27:15Z
TX0003406,CU001740,1073.27,GTQ,18038.64,16965.37,2025-11-18T09:42:20Z
TX0006663,CU000748,504.00,USD,23466.89,22962.89,2025-11-18T09:51:08Z
TX0006924,CU001411,434.49,GTQ,36944.98,36510.49,2025-11-18T10:33:09Z
TX0008489,CU000007,484.80,USD,11149.86,10665.06,2025-11-18T10:33:24Z
TX0002146,CU000833,473.27,GTQ,7217.34,6744.07,2025-11-18T12:18:36Z
TX0001304,CU000916,1289.39,USD,26308.64,25019.25,2025-11-18T12:19:14Z
TX0002073,CU001552,623.88,USD,28914.15,28290.27,2025-11-18T12:49:02Z
TX0002104,CU000084,211.92,GTQ,164842.90,164630.98,2025-11-18T12:57:02Z
TX0006415,CU001471,875.20,GTQ,237404.32,236529.12,2025-11-18T13:03:45Z
TX0008820,CU000804,611.67,GTQ,27880.95,27269.28,2025-11-18T13:12:17Z
TX0006608,CU001035,824.56,USD,341481.02,340656.46,2025-11-18T13:42:53Z
TX0008282,CU000729,1488.28,GTQ,36826.69,35338.41,2025-11-18T14:49:25Z
TX0001185,CU000606,1351.35,USD,2454.06,2454.06,2025-11-18T16:07:52Z
TX0003898,CU001713,1137.30,GTQ,7443.77,6306.47,2025-11-18T17:13:44Z
TX0001692,CU000359,2117.44,USD,8198.53,6081.09,2025-11-18T17:17:00Z
TX0004632,CU000977,622.98,USD,50065.95,49442.97,2025-11-18T18:08:13Z
TX0002254,CU000444,356.79,USD,30172.14,29815.35,2025-11-18T18:18:23Z
TX0005984,CU001243,1769.81,USD,3290.78,1520.97,2025-11-18T18:23:15Z
TX0004897,CU000139,1149.49,GTQ,11469.86,10320.37,2025-11-18T18:50:51Z
TX0002793,CU000576,1642.78,GTQ,19510.12,17867.34,2025-11-18T21:25:59Z
TX0008910,CU000549,914.55,USD,19591.43,18676.88,2025-11-18T22:19:31Z
TX0005523,CU001650,3339.57,GTQ,39426.18,36086.61,2025-11-18T22:22:31Z
TX0004043,CU001043,753.13,USD,37975.88,37222.75,2025-11-18T22:47:56Z
TX0001836,CU001719,480.68,USD,8186.98,7706.30,2025-11-18T23:01:42Z
TX0008065,CU001736,520.73,GTQ,18836.61,18315.88,2025-11-18T23:49:32Z
TX0002595,CU001760,778.23,GTQ,128196.64,127418.41,2025-11-19T00:19:03Z
TX0000872,CU001613,4803.48,USD,29985.33,25181.85,2025-11-19T00:38:05Z
TX0002558,CU000964,111104.81,USD,27628.07,-83476.74,2025-11-19T00:50:31Z
TX0004651,CU000136,999.05,GTQ,20054.29,19055.24,2025-11-19T00:56:08Z
TX0005868,CU000837,1328.91,USD,7998.52,6669.61,2025-11-19T01:00:13Z
TX0004485,CU000211,288.60,GTQ,21361.12,21072.52,2025-11-19T01:33:51Z
TX0008174,CU000462,2112.29,GTQ,21597.53,19485.24,2025-11-19T01:36:58Z
TX0005422,CU000344,3468.01,USD,34438.49,30970.48,2025-11-19T03:20:32Z
TX0002798,CU000951,1779.31,GTQ,26220.92,24441.61,2025-11-19T03:57:13Z
TX0007140,CU001357,1003.29,USD,23026.77,22023.48,2025-11-19T04:09:24Z
TX0003043,CU000150,374.24,GTQ,41853.98,41853.98,2025-11-19T04:15:00Z
TX0004366,CU001303,373.80,USD,26785.45,26411.65,2025-11-19T05:01:47Z
TX0004926,CU000222,612.26,GTQ,38175.99,38175.99,2025-11-19T05:16:35Z
TX0005428,CU001099,1209.63,GTQ,224476.04,223266.41,2025-11-19T05:26:59Z
TX0004529,CU000045,2813.16,USD,17134.66,14321.50,2025-11-19T05:58:45Z
TX0007526,CU001768,2702.98,GTQ,9721.02,7018.04,2025-11-19T06:59:23Z
TX0008494,CU000257,247.56,USD,52600.96,52353.40,2025-11-19T07:04:13Z
TX0006162,CU000748,1019.00,USD,22962.89,21943.89,2025-11-19T07:20:03Z
TX0000620,CU000173,1684.08,GTQ,55918.69,54234.61,2025-11-19T07:24:12Z
TX0008709,CU001352,3023.58,GTQ,3623.50,599.92,2025-11-19T07:45:53Z
TX0004874,CU000503,2404.51,USD,89982.05,87577.54,2025-11-19T08:04:57Z
TX0002911,CU000117,484.86,GTQ,38507.61,38022.75,2025-11-19T08:25:31Z
TX0004652,CU000640,1235.40,USD,268979.71,267744.31,2025-11-19T08:35:27Z
TX0003546,CU000708,1216.72,USD,23297.85,22081.13,2025-11-19T08:46:13Z
TX0002214,CU001045,2728.72,USD,19508.98,16780.26,2025-11-19T10:09:24Z
TX0000990,CU000417,12663.99,GTQ,4903.70,-7760.29,2025-11-19T10:25:28Z
TX0007981,CU001755,439.37,USD,1277.73,838.36,2025-11-19T10:29:59Z
TX0006472,CU000567,1335.84,GTQ,28413.97,27078.13,2025-11-19T12:41:58Z
TX0004355,CU000291,882.27,USD,12538.40,11656.13,2025-11-19T12:56:06Z
TX0001428,CU001418,2062.20,GTQ,16917.94,14855.74,2025-11-19T13:36:46Z
TX0001998,CU000219,1070.69,USD,14346.86,13276.17,2025-11-19T13:43:37Z
TX0000673,CU001356,2460.94,GTQ,35544.97,33084.03,2025-11-19T14:52:25Z
TX0008646,CU001303,1157.54,USD,26411.65,25254.11,2025-11-19T15:09:49Z
TX0002024,CU001411,3094.96,USD,36510.49,33415.53,2025-11-19T15:36:03Z
TX0008906,CU001168,605.49,GTQ,218206.65,217601.16,2025-11-19T15:47:20Z
TX0002790,CU001363,1045.29,USD,3023.59,1978.30,2025-11-19T16:33:02Z
TX0001401,CU000548,1150.59,GTQ,10942.94,10942.94,2025-11-19T17:09:10Z
TX0008771,CU001682,76359.74,USD,13339.38,-63020.36,2025-11-19T18:41:19Z
TX0002918,CU001155,1201.95,GTQ,28941.92,27739.97,2025-11-19T21:11:22Z
TX0001085,CU000780,282.72,GTQ,56166.15,55883.43,2025-11-19T22:34:06Z
TX0005406,CU000861,1145.80,GTQ,28852.95,27707.15,2025-11-19T23:51:38Z
TX0002864,CU000785,1902.76,USD,6624.26,4721.50,2025-11-20T00:05:18Z
TX0005980,CU000956,2740.24,USD,31040.15,28299.91,2025-11-20T00:27:41Z
TX0006820,CU001687,3547.80,GTQ,16746.01,13198.21,2025-11-20T00:34:04Z
TX0007997,CU001434,1680.04,USD,22347.40,20667.36,2025-11-20T00:40:14Z
TX0007996,CU001733,1286.42,USD,31179.30,29892.88,2025-11-20T01:11:08Z
TX0003825,CU000669,2183.87,GTQ,4382.48,2198.61,2025-11-20T01:17:52Z
TX0006275,CU001273,454.78,GTQ,8807.39,8352.61,2025-11-20T01:23:13Z
TX0006227,CU000049,888.76,USD,345012.42,344123.66,2025-11-20T02:05:16Z
TX0006571,CU000653,87.17,USD,15126.31,15039.14,2025-11-20T02:19:11Z
TX0005815,CU000668,615.72,GTQ,19370.10,18754.38,2025-11-20T02:22:38Z
TX0000726,CU001105,681.76,USD,41167.11,40485.35,2025-11-20T02:54:30Z
TX0002138,CU001713,1448.06,GTQ,6306.47,4858.41,2025-11-20T03:07:07Z
TX0007234,CU000665,2243.78,USD,35803.12,33559.34,2025-11-20T03:35:29Z
TX0007226,CU000305,691.51,USD,154030.49,153338.98,2025-11-20T03:42:17Z
TX0008436,CU000675,726.05,GTQ,18459.42,17733.37,2025-11-20T04:23:08Z
TX0001845,CU000557,1084.59,USD,24263.08,23178.49,2025-11-20T04:27:13Z
TX0000337,CU001035,1360.98,USD,340656.46,339295.48,2025-11-20T04:27:33Z
TX0006432,CU000485,4611.39,USD,27694.05,23082.66,2025-11-20T05:20:13Z
TX0005707,CU000575,648.09,USD,59126.09,58478.00,2025-11-20T05:27:44Z
TX0000687,CU000571,759.60,GTQ,14557.27,13797.67,2025-11-20T05:29:30Z
TX0007041,CU000495,356.83,USD,51657.09,51300.26,2025-11-20T06:32:16Z
TX0002886,CU000904,1041.41,GTQ,15105.41,14064.00,2025-11-20T07:17:53Z
TX0003264,CU001310,1508.29,USD,33320.89,31812.60,2025-11-20T07:35:50Z
TX0008407,CU000213,369.84,USD,25585.82,25215.98,2025-11-20T07:43:11Z
TX0001372,CU000223,573.84,USD,19666.69,19092.85,2025-11-20T07:51:58Z
TX0004103,CU001256,953.50,USD,7918.52,6965.02,2025-11-20T07:52:36Z
TX0006688,CU001411,3398.05,USD,33415.53,30017.48,2025-11-20T08:35:32Z
TX0000632,CU001033,357.92,USD,23675.35,23675.35,2025-11-20T08:55:14Z
TX0001863,CU000950,365.33,GTQ,30054.53,29689.20,2025-11-20T10:24:20Z
TX0005694,CU001380,688.62,USD,73194.17,72505.55,2025-11-20T10:55:27Z
TX0000672,CU000268,2258.64,GTQ,61744.30,59485.66,2025-11-20T11:23:09Z
TX0004783,CU001680,1205.60,USD,21728.04,20522.44,2025-11-20T11:47:05Z
TX0007724,CU001495,709.38,USD,14399.72,13690.34,2025-11-20T11:53:19Z
TX0006854,CU000902,457.43,GTQ,38387.84,37930.41,2025-11-20T12:06:21Z
TX0008697,CU000533,730.90,GTQ,18014.76,17283.86,2025-11-20T12:31:23Z
TX0000969,CU001441,5753.77,GTQ,24867.01,19113.24,2025-11-20T14:45:40Z
TX0007899,CU001411,279.23,GTQ,30017.48,29738.25,2025-11-20T15:04:07Z
TX0002838,CU000023,1930.77,USD,86335.83,84405.06,2025-11-20T15:36:20Z
TX0004528,CU000304,2036.43,USD,34359.74,32323.31,2025-11-20T15:48:21Z
TX0007575,CU000970,4676.99,GTQ,28306.60,23629.61,2025-11-20T16:03:50Z
TX0002275,CU000685,1059.35,USD,22646.88,21587.53,2025-11-20T16:14:49Z
TX0006609,CU000646,297.28,USD,20542.57,20245.29,2025-11-20T16:32:29Z
TX0000507,CU001071,381.61,USD,19556.44,19174.83,2025-11-20T16:36:18Z
TX0002018,CU001029,879.03,USD,34616.20,33737.17,2025-11-20T17:28:58Z
TX0003283,CU001393,1432.32,USD,27711.90,26279.58,2025-11-20T18:10:22Z
TX0000012,CU000085,627.98,GTQ,22684.50,22056.52,2025-11-20T18:20:49Z
TX0007760,CU001194,276.46,USD,25083.81,25083.81,2025-11-20T18:54:32Z
TX0002304,CU001304,1066.21,GTQ,32574.99,31508.78,2025-11-20T19:21:44Z
TX0002185,CU000167,745.77,GTQ,35782.07,35036.30,2025-11-20T19:25:14Z
TX0002289,CU001063,698.28,GTQ,23255.43,22557.15,2025-11-20T19:37:13Z
TX0005950,CU001302,392.59,GTQ,6588.19,6195.60,2025-11-20T19:46:47Z
TX0005663,CU000255,1288.39,GTQ,15918.08,14629.69,2025-11-20T20:11:37Z
TX0005491,CU000066,528.84,USD,29435.08,28906.24,2025-11-20T20:48:45Z
TX0002552,CU000176,2203.23,USD,56893.34,54690.11,2025-11-20T20:56:48Z
TX0006710,CU000485,2113.80,GTQ,23082.66,20968.86,2025-11-20T21:46:42Z
TX0006543,CU001721,351.22,USD,155313.32,154962.10,2025-11-20T22:29:25Z
TX0001003,CU001141,2466.78,USD,2967.04,500.26,2025-11-21T00:00:33Z
TX0005096,CU000022,1193.36,GTQ,8596.07,7402.71,2025-11-21T00:41:00Z
TX0004914,CU000663,840.68,USD,17271.14,16430.46,2025-11-21T01:46:15Z
TX0004250,CU001409,537.09,GTQ,15626.48,15089.39,2025-11-21T02:16:38Z
TX0008742,CU000413,2993.92,USD,54090.13,51096.21,2025-11-21T03:08:30Z
TX0003673,CU000012,310.47,GTQ,11053.17,10742.70,2025-11-21T03:35:22Z
TX0006547,CU001325,290.46,USD,10140.81,9850.35,2025-11-21T04:11:04Z
TX0003195,CU000524,1888.91,USD,24073.61,22184.70,2025-11-21T04:30:22Z
TX0006522,CU000912,504.36,USD,28421.76,27917.40,2025-11-21T04:58:42Z
TX0006189,CU000673,311.43,USD,56844.72,56844.72,2025-11-21T05:33:47Z
TX0001418,CU000461,1624.32,USD,32643.24,31018.92,2025-11-21T06:48:13Z
TX0003840,CU000228,1797.97,GTQ,14778.52,12980.55,2025-11-21T07:19:02Z
TX0006362,CU000948,2679.43,USD,33616.32,30936.89,2025-11-21T08:42:11Z
TX0002432,CU000104,1832.95,USD,24063.01,22230.06,2025-11-21T08:46:05Z
TX0007295,CU000050,1357.50,GTQ,12726.76,11369.26,2025-11-21T08:54:07Z
TX0000935,CU001175,2159.01,USD,13240.47,11081.46,2025-11-21T09:02:54Z
TX0004496,CU000954,1815.59,USD,36807.65,34992.06,2025-11-21T09:03:57Z
TX0005623,CU001711,622.38,GTQ,8368.33,7745.95,2025-11-21T09:19:15Z
TX0004923,CU001729,1410.34,USD,3943.02,2532.68,2025-11-21T09:20:19Z
TX0003701,CU001053,2295.33,USD,258363.40,256068.07,2025-11-21T09:21:32Z
TX0007842,CU001487,284.25,GTQ,2575.22,2290.97,2025-11-21T09:42:58Z
TX0000642,CU000682,493.83,GTQ,7009.32,6515.49,2025-11-21T10:08:13Z
TX0005944,CU001264,900.82,GTQ,27915.05,27014.23,2025-11-21T10:22:05Z
TX0002898,CU001192,1051.10,GTQ,52302.86,51251.76,2025-11-21T10:24:25Z
TX0004972,CU001388,2089.92,USD,30794.72,28704.80,2025-11-21T10:53:23Z
TX0002810,CU000448,617.51,USD,38709.73,38092.22,2025-11-21T11:55:07Z
TX0007277,CU000543,802.45,GTQ,36132.48,35330.03,2025-11-21T12:48:08Z
TX0006969,CU000963,2294.03,GTQ,221748.65,219454.62,2025-11-21T13:01:03Z
TX0006304,CU001084,151.30,GTQ,5675.24,5523.94,2025-11-21T13:11:47Z
TX0001228,CU000116,2182.47,GTQ,105650.12,103467.65,2025-11-21T13:46:07Z
TX0005671,CU000850,797.43,USD,8985.34,8187.91,2025-11-21T14:20:15Z
TX0007637,CU000983,711.41,GTQ,41647.68,40936.27,2025-11-21T15:10:05Z
TX0006135,CU001346,655.98,GTQ,39826.92,39826.92,2025-11-21T15:13:54Z
TX0001293,CU000095,2076.09,GTQ,6408.49,4332.40,2025-11-21T15:37:52Z
TX0002428,CU000108,724.38,GTQ,92119.78,91395.40,2025-11-21T15:45:00Z
TX0001501,CU000323,55.02,GTQ,29189.37,29134.35,2025-11-21T16:12:46Z
TX0003755,CU001541,1636.77,USD,5487.02,3850.25,2025-11-21T16:49:13Z
TX0008025,CU001094,616.43,USD,62986.06,62986.06,2025-11-21T17:40:08Z
TX0005216,CU001652,417.88,USD,13565.38,13147.50,2025-11-21T17:54:48Z
TX0000309,CU001725,174.24,USD,24570.71,24396.47,2025-11-21T18:01:57Z
TX0000820,CU001542,657.60,USD,33960.26,33960.26,2025-11-21T18:25:01Z
TX0000485,CU000744,546.48,USD,21416.19,20869.71,2025-11-21T18:41:02Z
TX0002408,CU001610,1035.14,USD,16874.98,15839.84,2025-11-21T18:45:04Z
TX0008661,CU001414,919.59,USD,3836.00,2916.41,2025-11-21T18:46:46Z
TX0002325,CU001724,384.65,USD,8904.11,8519.46,2025-11-21T18:55:32Z
TX0005739,CU001114,1909.32,USD,20701.18,18791.86,2025-11-21T18:57:59Z
TX0001358,CU000384,474.06,USD,42962.72,42488.66,2025-11-21T19:04:39Z
TX0006747,CU001612,273.31,GTQ,24888.74,24615.43,2025-11-21T19:21:55Z
TX0001032,CU000627,1147.28,GTQ,3734.04,2586.76,2025-11-21T19:44:18Z
TX0003959,CU000509,1350.26,GTQ,28707.17,27356.91,2025-11-21T22:10:42Z
TX0004254,CU001609,516.89,GTQ,309307.32,308790.43,2025-11-21T22:12:36Z
TX0003835,CU001267,887.61,USD,22286.36,21398.75,2025-11-21T22:20:04Z
TX0003205,CU000785,610.76,USD,4721.50,4110.74,2025-11-21T22:30:09Z
TX0000004,CU001566,600.99,USD,6863.18,6262.19,2025-11-21T22:59:23Z
TX0004782,CU001209,770.56,USD,12936.77,12166.21,2025-11-21T23:00:05Z
TX0000962,CU000256,646.32,USD,28269.47,28269.47,2025-11-21T23:40:45Z
TX0002554,CU000129,619.60,USD,6752.05,6132.45,2025-11-21T23:49:56Z
TX0006325,CU000221,688.74,USD,21159.86,20471.12,2025-11-22T00:21:13Z
TX0006091,CU001111,2298.60,USD,25982.74,23684.14,2025-11-22T00:22:12Z
TX0003372,CU000906,441.53,USD,38339.07,37897.54,2025-11-22T00:26:04Z
TX0004964,CU000851,7523.77,USD,20110.45,12586.68,2025-11-22T00:27:50Z
TX0005211,CU001325,1160.96,GTQ,9850.35,8689.39,2025-11-22T00:33:48Z
TX0003782,CU001191,2560.02,GTQ,7247.31,4687.29,2025-11-22T00:54:36Z
TX0006408,CU001443,319.53,USD,27014.19,26694.66,2025-11-22T01:19:01Z
TX0007492,CU001750,932.62,GTQ,13482.08,12549.46,2025-11-22T01:55:46Z
TX0007862,CU001057,460.61,USD,34291.88,33831.27,2025-11-22T02:05:55Z
TX0007659,CU000703,465.00,USD,51872.16,51407.16,2025-11-22T02:33:10Z
TX0008378,CU001723,841.55,USD,14482.68,13641.13,2025-11-22T02:45:20Z
TX0004018,CU001610,1366.82,USD,15839.84,14473.02,2025-11-22T02:51:54Z
TX0004878,CU001151,642.74,USD,39957.10,39314.36,2025-11-22T02:59:17Z
TX0008023,CU000949,984.65,USD,24668.19,23683.54,2025-11-22T03:02:30Z
TX0003615,CU000911,3329.10,GTQ,38148.29,34819.19,2025-11-22T03:06:02Z
TX0004626,CU000415,3185.77,GTQ,280574.22,277388.45,2025-11-22T03:43:01Z
TX0007265,CU000954,1086.79,GTQ,34992.06,33905.27,2025-11-22T03:54:41Z
TX0004826,CU001647,1870.29,USD,5399.96,3529.67,2025-11-22T04:28:08Z
TX0001465,CU000742,595.09,GTQ,1954.29,1359.20,2025-11-22T04:43:02Z
TX0007272,CU001211,835.32,GTQ,18758.83,17923.51,2025-11-22T05:06:24Z
TX0000824,CU001312,1922.32,USD,9244.82,7322.50,2025-11-22T05:28:16Z
TX0003275,CU000261,5327.30,USD,34135.61,28808.31,2025-11-22T05:49:01Z
TX0008308,CU000389,895.53,USD,32122.90,31227.37,2025-11-22T07:23:56Z
TX0000245,CU001373,1984.92,GTQ,30139.72,28154.80,2025-11-22T07:25:33Z
TX0002865,CU000121,467.63,GTQ,27648.57,27180.94,2025-11-22T07:59:15Z
TX0004415,CU001403,690.21,USD,17190.97,16500.76,2025-11-22T09:09:13Z
TX0007150,CU000242,1926.92,USD,7286.59,5359.67,2025-11-22T10:20:31Z
TX0000328,CU000442,605.48,USD,10345.10,10345.10,2025-11-22T11:32:20Z
TX0000081,CU000289,1936.23,USD,40880.13,38943.90,2025-11-22T11:48:42Z
TX0000584,CU001584,601.93,USD,25321.57,24719.64,2025-11-22T12:32:52Z
TX0001667,CU001097,1411.29,USD,333070.45,331659.16,2025-11-22T12:35:00Z
TX0004974,CU001614,1268.95,GTQ,18596.57,17327.62,2025-11-22T13:07:10Z
TX0006095,CU001240,877.97,GTQ,45387.09,44509.12,2025-11-22T13:34:37Z
TX0006888,CU001789,2006.68,USD,283211.59,281204.91,2025-11-22T13:53:06Z
TX0004617,CU001383,263.45,USD,41409.52,41146.07,2025-11-22T14:03:51Z
TX0005529,CU000102,1047.79,USD,272864.75,271816.96,2025-11-22T14:17:39Z
TX0006129,CU001484,2881.57,USD,7265.28,4383.71,2025-11-22T14:19:03Z
TX0007869,CU001014,6521.65,USD,13791.04,7269.39,2025-11-22T14:38:52Z
TX0000403,CU000958,1579.75,USD,35630.83,34051.08,2025-11-22T14:46:59Z
TX0005633,CU001327,1280.97,USD,10670.64,9389.67,2025-11-22T15:32:38Z
TX0001950,CU000666,839.13,USD,275948.35,275109.22,2025-11-22T16:58:07Z
TX0006195,CU000986,795.91,GTQ,19263.88,18467.97,2025-11-22T17:32:14Z
TX0005598,CU000993,1098.74,USD,30821.52,29722.78,2025-11-22T17:40:21Z
TX0003081,CU000747,1004.65,GTQ,23767.08,22762.43,2025-11-22T18:58:56Z
TX0001556,CU000194,773.90,USD,16838.10,16064.20,2025-11-22T19:16:51Z
TX0007495,CU001172,1593.15,USD,30941.63,29348.48,2025-11-22T19:42:56Z
TX0003896,CU001511,305.70,USD,13735.97,13430.27,2025-11-22T20:27:42Z
TX0003337,CU000670,693.73,USD,53289.63,52595.90,2025-11-22T21:03:19Z
TX0008380,CU000524,1023.30,GTQ,22184.70,21161.40,2025-11-22T21:59:02Z
TX0002685,CU001368,371.73,GTQ,13136.60,12764.87,2025-11-22T22:12:07Z
TX0005238,CU000956,168.52,GTQ,28299.91,28131.39,2025-11-22T22:27:45Z
TX0008733,CU000950,1115.08,GTQ,29689.20,28574.12,2025-11-22T22:45:13Z
TX0008863,CU000009,270.45,GTQ,9384.27,9384.27,2025-11-22T23:13:06Z
TX0007373,CU000091,1024.14,USD,10911.88,9887.74,2025-11-22T23:28:38Z
TX0002869,CU001153,1139.76,USD,29540.36,28400.60,2025-11-22T23:44:22Z
TX0002753,CU000824,3008.18,GTQ,11737.25,8729.07,2025-11-23T00:09:32Z
TX0007219,CU001418,241.89,USD,14855.74,14613.85,2025-11-23T02:03:15Z
TX0008202,CU000882,558.00,USD,45390.09,44832.09,2025-11-23T02:52:10Z
TX0002678,CU001324,1421.15,USD,12798.34,11377.19,2025-11-23T03:15:08Z
TX0008054,CU000286,793.34,GTQ,14012.45,13219.11,2025-11-23T04:05:08Z
TX0001086,CU000756,6478.37,GTQ,59016.33,52537.96,2025-11-23T05:19:49Z
TX0000736,CU001022,548.82,GTQ,7294.51,6745.69,2025-11-23T05:22:45Z
TX0004196,CU001043,87.83,USD,37743.48,37655.65,2025-11-23T07:05:24Z
TX0007164,CU001199,908.25,GTQ,43021.55,42113.30,2025-11-23T08:08:19Z
TX0004223,CU001070,2647.46,USD,22238.11,19590.65,2025-11-23T09:37:19Z
TX0003861,CU000153,3987.79,GTQ,15647.73,11659.94,2025-11-23T09:57:41Z
TX0002517,CU000149,1237.15,USD,37805.38,36568.23,2025-11-23T10:24:27Z
TX0004794,CU001582,567.99,USD,3038.51,2470.52,2025-11-23T11:03:19Z
TX0003011,CU000221,2040.22,USD,20471.12,18430.90,2025-11-23T11:13:16Z
TX0006393,CU000537,400.87,GTQ,15169.47,14768.60,2025-11-23T11:15:38Z
TX0001376,CU000547,1306.05,USD,34452.14,33146.09,2025-11-23T12:01:13Z
TX0002416,CU000499,3502.93,USD,37545.21,34042.28,2025-11-23T12:06:20Z
TX0005585,CU000879,163.98,USD,10846.05,10682.07,2025-11-23T12:21:17Z
TX0003276,CU000408,496.25,GTQ,23528.83,23032.58,2025-11-23T12:29:54Z
TX0007944,CU000041,882.60,GTQ,17020.03,16137.43,2025-11-23T12:46:03Z
TX0003384,CU001091,1865.90,USD,14791.23,12925.33,2025-11-23T13:24:43Z
